River,Gauge Site,Date,Up Stream,Down Stream
CHENAB,Qadirabad,10-Jul-23,194161,179161
CHENAB,Trimmu,10-Jul-23,33095,19695
CHENAB,Punjnad,10-Jul-23,22102,7777
RAVI,Thein,10-Jul-23,-,-
RAVI,Jassar,10-Jul-23,-,58632
RAVI,Shahdara,10-Jul-23,-,14945
RAVI,Balloki,10-Jul-23,41175,14250
RAVI,Sidhnai,10-Jul-23,22483,7233
SUTLEJ,Bhakara**,10-Jul-23,-,-
SUTLEJ,Sulemanki,10-Jul-23,22283,11496
SUTLEJ,Islam,10-Jul-23,1691,841
INDUS,khairabad,10-Jul-23,-,192600
INDUS,Kalabagh,10-Jul-23,201042,193542
INDUS,Chashma,10-Jul-23,231579,225058
INDUS,Taunsa,10-Jul-23,222656,197078
INDUS,Guddu,10-Jul-23,188424,148816
INDUS,Sukkar,10-Jul-23,144694,90044
INDUS,Kotri,10-Jul-23,69925,33170
JHELUM,Kotli,10-Jul-23,-,7190
JHELUM,Mangla,10-Jul-23,60000,10000
JHELUM,Rasul,10-Jul-23,3355,Nil
CHENAB,Marala,10-Jul-23,146726,130476
CHENAB,Marala,10-Jul-23,146726,130476
CHENAB,Marala,10-Jul-23,146726,130476
CHENAB,Marala,10-Jul-23,136610,120360
CHENAB,Marala,10-Jul-23,136610,120360
CHENAB,Marala,10-Jul-23,112840,96594
CHENAB,Marala,10-Jul-23,112844,96394
CHENAB,Marala,10-Jul-23,112844,96394
CHENAB,Marala,10-Jul-23,112844,96394
CHENAB,Marala,10-Jul-23,112844,96394
CHENAB,Marala,10-Jul-23,112844,96394
CHENAB,Khanki,10-Jul-23,183104,176012
CHENAB,Khanki,10-Jul-23,164164,157572
CHENAB,Khanki,10-Jul-23,164770,157572
CHENAB,Khanki,10-Jul-23,164770,157572
CHENAB,Khanki,10-Jul-23,140248,133168
CHENAB,Khanki,10-Jul-23,140248,133168
CHENAB,Khanki,10-Jul-23,128659,121365
CHENAB,Khanki,10-Jul-23,128659,121365
CHENAB,Khanki,10-Jul-23,128659,121365
CHENAB,Khanki,10-Jul-23,128659,121365
CHENAB,Khanki,10-Jul-23,123772,116478
CHENAB,Qadirabad,10-Jul-23,194161,179161
CHENAB,Qadirabad,10-Jul-23,194161,179161
CHENAB,Qadirabad,10-Jul-23,187069,172069
CHENAB,Qadirabad,10-Jul-23,187069,172069
CHENAB,Qadirabad,10-Jul-23,187069,172069
CHENAB,Qadirabad,10-Jul-23,187069,172069
CHENAB,Qadirabad,10-Jul-23,180228,165228
CHENAB,Qadirabad,10-Jul-23,180228,165228
CHENAB,Qadirabad,10-Jul-23,171354,156354
CHENAB,Qadirabad,10-Jul-23,171354,156354
CHENAB,Qadirabad,10-Jul-23,155877,140877
CHENAB,Trimmu,10-Jul-23,33095,19665
CHENAB,Punjnad,10-Jul-23,22102,7777
RAVI,Thein,10-Jul-23,-,-
RAVI,Jassar,10-Jul-23,-,59904
RAVI,Jassar,10-Jul-23,-,59904
RAVI,Jassar,10-Jul-23,-,59904
RAVI,Jassar,10-Jul-23,-,61176
RAVI,Jassar,10-Jul-23,-,61176
RAVI,Jassar,10-Jul-23,-,61176
RAVI,Jassar,10-Jul-23,-,59904
RAVI,Jassar,10-Jul-23,-,59904
RAVI,Jassar,10-Jul-23,-,57360
RAVI,Jassar,10-Jul-23,-,57360
RAVI,Jassar,10-Jul-23,-,52272
RAVI,Shahdara,10-Jul-23,-,25407
RAVI,Balloki,10-Jul-23,39640,12540
RAVI,Sidhnai,10-Jul-23,22456,6906
SUTLEJ,Bhakara**,10-Jul-23,-,-
SUTLEJ,Sulemanki,10-Jul-23,23142,11732
SUTLEJ,Islam,10-Jul-23,1691,841
INDUS,khairabad,10-Jul-23,-,174800
INDUS,Kalabagh,10-Jul-23,211123,203623
INDUS,Chashma,10-Jul-23,232033,225038
INDUS,Taunsa,10-Jul-23,222656,197078
INDUS,Guddu,10-Jul-23,188424,148816
INDUS,Sukkar,10-Jul-23,144694,90044
INDUS,Kotri,10-Jul-23,69925,33170
JHELUM,Kotli,10-Jul-23,-,6910
JHELUM,Mangla,10-Jul-23,50000,10000
JHELUM,Rasul,10-Jul-23,8696,5341
CHENAB,Marala,10-Jul-23,112844,96344
CHENAB,Khanki,10-Jul-23,108954,101660
CHENAB,Qadirabad,10-Jul-23,155877,140877
CHENAB,Trimmu,10-Jul-23,31930,18430
CHENAB,Punjnad,10-Jul-23,22127,7777
RAVI,Thein,10-Jul-23,-,-
RAVI,Jassar,10-Jul-23,-,52272
RAVI,Shahdara,10-Jul-23,-,27360
RAVI,Balloki,10-Jul-23,35380,8280
RAVI,Sidhnai,10-Jul-23,22456,6906
SUTLEJ,Bhakara**,10-Jul-23,-,-
SUTLEJ,Sulemanki,10-Jul-23,23142,11732
SUTLEJ,Islam,10-Jul-23,1824,841
INDUS,khairabad,11-Jul-23,-,197100
INDUS,Kalabagh,11-Jul-23,199039,191539
INDUS,Chashma,11-Jul-23,230499,224794
INDUS,Taunsa,11-Jul-23,222656,197078
INDUS,Guddu,11-Jul-23,188630,148816
INDUS,Sukkar,11-Jul-23,144555,89755
INDUS,Kotri,11-Jul-23,73005,33170
JHELUM,Kotli,11-Jul-23,-,6370
JHELUM,Mangla,11-Jul-23,50000,10000
JHELUM,Rasul,11-Jul-23,3355,-
CHENAB,Marala,11-Jul-23,109524,93024
CHENAB,Marala,11-Jul-23,109524,93024
CHENAB,Marala,11-Jul-23,100920,84420
CHENAB,Khanki,11-Jul-23,108954,101660
CHENAB,Khanki,11-Jul-23,104332,97038
CHENAB,Khanki,11-Jul-23,93516,86222
CHENAB,Qadirabad,11-Jul-23,155877,140877
CHENAB,Qadirabad,11-Jul-23,155877,140877
CHENAB,Qadirabad,11-Jul-23,155877,140877
CHENAB,Qadirabad,11-Jul-23,144078,129078
CHENAB,Qadirabad,11-Jul-23,144078,129078
CHENAB,Qadirabad,11-Jul-23,128875,113875
CHENAB,Qadirabad,11-Jul-23,109760,94760
CHENAB,Trimmu,11-Jul-23,31930,18430
CHENAB,Punjnad,11-Jul-23,21627,7777
RAVI,Thein,11-Jul-23,-,-
RAVI,Jassar,11-Jul-23,-,52272
RAVI,Jassar,11-Jul-23,-,47040
RAVI,Jassar,11-Jul-23,-,36220
RAVI,Shahdara,11-Jul-23,-,28014
RAVI,Balloki,11-Jul-23,35380,8280
RAVI,Sidhnai,11-Jul-23,22656,6906
SUTLEJ,Bhakara**,11-Jul-23,-,-
SUTLEJ,Sulemanki,11-Jul-23,23565,11846
SUTLEJ,Islam,11-Jul-23,1824,841
INDUS,khairabad,11-Jul-23,-,177000
INDUS,Kalabagh,11-Jul-23,199039,191539
INDUS,Chashma,11-Jul-23,216774,212274
INDUS,Taunsa,11-Jul-23,222656,197078
INDUS,Guddu,11-Jul-23,188617,147950
INDUS,Sukkar,11-Jul-23,144555,89755
INDUS,Kotri,11-Jul-23,73845,33170
JHELUM,Kotli,11-Jul-23,-,6100
JHELUM,Mangla,11-Jul-23,50000,10000
JHELUM,Rasul,11-Jul-23,3355,-
CHENAB,Marala,11-Jul-23,95592,78892
CHENAB,Khanki,11-Jul-23,86576,79258
CHENAB,Qadirabad,11-Jul-23,101439,87439
CHENAB,Trimmu,11-Jul-23,51042,37542
CHENAB,Punjnad,11-Jul-23,21627,7777
RAVI,Thein,11-Jul-23,-,-
RAVI,Jassar,11-Jul-23,-,35430
RAVI,Shahdara,11-Jul-23,-,28014
RAVI,Balloki,11-Jul-23,38495,13395
RAVI,Sidhnai,11-Jul-23,22983,7233
SUTLEJ,Bhakara**,11-Jul-23,-,-
SUTLEJ,Sulemanki,11-Jul-23,23565,11846
SUTLEJ,Islam,11-Jul-23,4580,3597
INDUS,khairabad,11-Jul-23,-,156500
INDUS,Kalabagh,11-Jul-23,199039,191539
INDUS,Chashma,11-Jul-23,217344,212644
INDUS,Taunsa,11-Jul-23,222098,196152
INDUS,Guddu,11-Jul-23,188330,147950
INDUS,Sukkar,11-Jul-23,142610,87660
INDUS,Kotri,11-Jul-23,73875,33170
JHELUM,Kotli,11-Jul-23,-,5580
JHELUM,Mangla,11-Jul-23,50000,10000
JHELUM,Rasul,11-Jul-23,3355,Nil
CHENAB,Marala,11-Jul-23,90572,73188
CHENAB,Khanki,11-Jul-23,78649,71331
CHENAB,Qadirabad,11-Jul-23,94776,83476
CHENAB,Trimmu,11-Jul-23,76619,63119
CHENAB,Punjnad,11-Jul-23,24503,10653
RAVI,Thein,11-Jul-23,-,-
RAVI,Jassar,11-Jul-23,-,28660
RAVI,Shahdara,11-Jul-23,-,27362
RAVI,Balloki,11-Jul-23,35905,16805
RAVI,Sidhnai,11-Jul-23,22983,7233
SUTLEJ,Bhakara**,11-Jul-23,-,-
SUTLEJ,Sulemanki,11-Jul-23,28955,16943
SUTLEJ,Islam,11-Jul-23,4580,3597
INDUS,khairabad,11-Jul-23,-,153400
INDUS,Kalabagh,11-Jul-23,182267,174767
INDUS,Chashma,11-Jul-23,218427,213727
INDUS,Taunsa,11-Jul-23,222098,196152
INDUS,Guddu,11-Jul-23,188330,147950
INDUS,Sukkar,11-Jul-23,142610,87660
INDUS,Kotri,11-Jul-23,73875,33170
JHELUM,Kotli,11-Jul-23,-,5330
JHELUM,Mangla,11-Jul-23,50000,10000
JHELUM,Rasul,11-Jul-23,3355,Nil
CHENAB,Marala,11-Jul-23,87716,67716
CHENAB,Khanki,11-Jul-23,73784,66442
CHENAB,Qadirabad,11-Jul-23,73725,63475
CHENAB,Trimmu,11-Jul-23,86423,72923
CHENAB,Punjnad,11-Jul-23,25497,11647
RAVI,Thein,11-Jul-23,-,-
RAVI,Jassar,11-Jul-23,-,25560
RAVI,Shahdara,11-Jul-23,-,26711
RAVI,Balloki,11-Jul-23,38315,20215
RAVI,Sidhnai,11-Jul-23,22944,7894
SUTLEJ,Bhakara**,11-Jul-23,-,-
SUTLEJ,Sulemanki,11-Jul-23,28955,16943
SUTLEJ,Islam,11-Jul-23,4597,3597
INDUS,khairabad,12-Jul-23,-,173700
INDUS,Kalabagh,12-Jul-23,181312,173812
INDUS,Chashma,12-Jul-23,219216,214516
INDUS,Taunsa,12-Jul-23,222098,196152
INDUS,Guddu,12-Jul-23,188330,147950
INDUS,Sukkar,12-Jul-23,140660,85580
INDUS,Kotri,12-Jul-23,70833,29568
JHELUM,Kotli,12-Jul-23,-,5840
JHELUM,Mangla,12-Jul-23,45000,10000
JHELUM,Rasul,12-Jul-23,3355,Nil
CHENAB,Marala,12-Jul-23,66709,43630
CHENAB,Khanki,12-Jul-23,73784,66442
CHENAB,Qadirabad,12-Jul-23,70735,60735
CHENAB,Trimmu,12-Jul-23,91193,77693
CHENAB,Punjnad,12-Jul-23,25597,11647
RAVI,Thein,12-Jul-23,-,-
RAVI,Jassar,12-Jul-23,-,23700
RAVI,Shahdara,12-Jul-23,-,22322
RAVI,Balloki,12-Jul-23,43290,25190
RAVI,Sidhnai,12-Jul-23,22302,7252
SUTLEJ,Bhakara**,12-Jul-23,-,-
SUTLEJ,Sulemanki,12-Jul-23,31069,19061
SUTLEJ,Islam,12-Jul-23,5243,4293
INDUS,khairabad,12-Jul-23,-,127000
INDUS,Kalabagh,12-Jul-23,175306,167806
INDUS,Chashma,12-Jul-23,219706,215006
INDUS,Taunsa,12-Jul-23,222098,196152
INDUS,Guddu,12-Jul-23,191257,150494
INDUS,Sukkar,12-Jul-23,140660,85580
INDUS,Kotri,12-Jul-23,70833,29568
JHELUM,Kotli,12-Jul-23,-,6100
JHELUM,Mangla,12-Jul-23,70000,10000
JHELUM,Rasul,12-Jul-23,3355,-
CHENAB,Marala,12-Jul-23,73448,48786
CHENAB,Khanki,12-Jul-23,71203,63861
CHENAB,Qadirabad,12-Jul-23,70735,60735
CHENAB,Trimmu,12-Jul-23,103126,89626
CHENAB,Punjnad,12-Jul-23,25597,11647
RAVI,Thein,12-Jul-23,-,-
RAVI,Jassar,12-Jul-23,-,20900
RAVI,Shahdara,12-Jul-23,-,20626
RAVI,Balloki,12-Jul-23,43190,25190
RAVI,Sidhnai,12-Jul-23,21660,6610
SUTLEJ,Bhakara**,12-Jul-23,-,-
SUTLEJ,Sulemanki,12-Jul-23,31069,19061
SUTLEJ,Islam,12-Jul-23,5243,4293
INDUS,khairabad,12-Jul-23,-,137900
INDUS,Kalabagh,12-Jul-23,175306,167806
INDUS,Chashma,12-Jul-23,201382,195018
INDUS,Taunsa,12-Jul-23,222098,195762
INDUS,Guddu,12-Jul-23,191257,150494
INDUS,Sukkar,12-Jul-23,140660,85580
INDUS,Kotri,12-Jul-23,69241,27606
JHELUM,Kotli,12-Jul-23,-,6640
JHELUM,Mangla,12-Jul-23,60000,10000
JHELUM,Rasul,12-Jul-23,3355,Nil
CHENAB,Marala,12-Jul-23,80307,54336
CHENAB,Khanki,12-Jul-23,57220,49878
CHENAB,Qadirabad,12-Jul-23,67941,57941
CHENAB,Trimmu,12-Jul-23,103126,89626
CHENAB,Punjnad,12-Jul-23,25597,11647
RAVI,Thein,12-Jul-23,-,-
RAVI,Jassar,12-Jul-23,-,20200
RAVI,Shahdara,12-Jul-23,-,18930
RAVI,Balloki,12-Jul-23,45750,27750
RAVI,Sidhnai,12-Jul-23,21969,6919
SUTLEJ,Bhakara**,12-Jul-23,-,-
SUTLEJ,Sulemanki,12-Jul-23,40324,40324
SUTLEJ,Islam,12-Jul-23,5243,4293
INDUS,khairabad,12-Jul-23,-,149200
INDUS,Kalabagh,12-Jul-23,166286,158786
INDUS,Chashma,12-Jul-23,198265,195229
INDUS,Taunsa,12-Jul-23,222098,195762
INDUS,Guddu,12-Jul-23,191257,150494
INDUS,Sukkar,12-Jul-23,140660,85580
INDUS,Kotri,12-Jul-23,69241,27606
JHELUM,Kotli,12-Jul-23,-,7470
JHELUM,Mangla,12-Jul-23,50000,10000
JHELUM,Rasul,12-Jul-23,8696,5341
CHENAB,Marala,12-Jul-23,80307,53076
CHENAB,Khanki,12-Jul-23,57220,49878
CHENAB,Qadirabad,12-Jul-23,53184,43184
CHENAB,Trimmu,12-Jul-23,103674,90174
CHENAB,Punjnad,12-Jul-23,25509,15159
RAVI,Thein,12-Jul-23,-,-
RAVI,Jassar,12-Jul-23,-,20900
RAVI,Shahdara,12-Jul-23,-,17800
RAVI,Balloki,12-Jul-23,45750,27750
RAVI,Sidhnai,12-Jul-23,20793,5643
SUTLEJ,Bhakara**,12-Jul-23,-,-
SUTLEJ,Sulemanki,12-Jul-23,43631,43631
SUTLEJ,Islam,12-Jul-23,9278,8329
INDUS,khairabad,13-Jul-23,-,161800
INDUS,Kalabagh,13-Jul-23,167241,159741
INDUS,Chashma,13-Jul-23,199789,195089
INDUS,Taunsa,13-Jul-23,216287,196383
INDUS,Guddu,13-Jul-23,189909,149227
INDUS,Sukkar,13-Jul-23,141010,85660
INDUS,Kotri,13-Jul-23,67569,25934
JHELUM,Kotli,13-Jul-23,-,7190
JHELUM,Mangla,13-Jul-23,60000,10000
JHELUM,Rasul,13-Jul-23,3355,-
CHENAB,Marala,13-Jul-23,71780,43630
CHENAB,Khanki,13-Jul-23,57220,49878
CHENAB,Qadirabad,13-Jul-23,53184,43184
CHENAB,Trimmu,13-Jul-23,103674,90174
CHENAB,Punjnad,13-Jul-23,29509,15159
RAVI,Thein,13-Jul-23,-,-
RAVI,Jassar,13-Jul-23,-,20900
RAVI,Shahdara,13-Jul-23,-,18365
RAVI,Balloki,13-Jul-23,45250,27750
RAVI,Sidhnai,13-Jul-23,20073,4923
SUTLEJ,Bhakara**,13-Jul-23,-,-
SUTLEJ,Sulemanki,13-Jul-23,62118,62118
SUTLEJ,Islam,13-Jul-23,9278,8329
INDUS,khairabad,13-Jul-23,-,158600
INDUS,Kalabagh,13-Jul-23,177216,169716
INDUS,Chashma,13-Jul-23,203342,200057
INDUS,Taunsa,13-Jul-23,216287,196383
INDUS,Guddu,13-Jul-23,196644,155962
INDUS,Sukkar,13-Jul-23,141010,85660
INDUS,Kotri,13-Jul-23,67569,25934
JHELUM,Kotli,13-Jul-23,-,6910
JHELUM,Mangla,13-Jul-23,50000,10000
JHELUM,Rasul,13-Jul-23,8696,5341
CHENAB,Marala,13-Jul-23,71780,43630
CHENAB,Khanki,13-Jul-23,60995,53653
CHENAB,Qadirabad,13-Jul-23,55040,45040
CHENAB,Trimmu,13-Jul-23,100582,87082
CHENAB,Punjnad,13-Jul-23,29509,15159
RAVI,Thein,13-Jul-23,-,-
RAVI,Jassar,13-Jul-23,-,21600
RAVI,Shahdara,13-Jul-23,-,18365
RAVI,Balloki,13-Jul-23,43010,25510
RAVI,Sidhnai,13-Jul-23,20039,4689
SUTLEJ,Bhakara**,13-Jul-23,-,-
SUTLEJ,Sulemanki,13-Jul-23,62118,62118
SUTLEJ,Islam,13-Jul-23,9278,8328
INDUS,khairabad,13-Jul-23,-,128900
INDUS,Kalabagh,13-Jul-23,177216,169716
INDUS,Chashma,13-Jul-23,191137,187652
INDUS,Taunsa,13-Jul-23,211251,191780
INDUS,Guddu,13-Jul-23,196644,155962
INDUS,Sukkar,13-Jul-23,143060,87660
INDUS,Kotri,13-Jul-23,66321,24236
JHELUM,Kotli,13-Jul-23,-,6910
JHELUM,Mangla,13-Jul-23,60000,10000
JHELUM,Rasul,13-Jul-23,3355,Nil
CHENAB,Marala,13-Jul-23,77133,48983
CHENAB,Khanki,13-Jul-23,57041,49878
CHENAB,Qadirabad,13-Jul-23,55040,45040
CHENAB,Trimmu,13-Jul-23,89922,76622
CHENAB,Punjnad,13-Jul-23,29509,15159
RAVI,Thein,13-Jul-23,-,-
RAVI,Jassar,13-Jul-23,-,23700
RAVI,Shahdara,13-Jul-23,-,19496
RAVI,Balloki,13-Jul-23,43010,25510
RAVI,Sidhnai,13-Jul-23,21653,6103
SUTLEJ,Bhakara**,13-Jul-23,-,-
SUTLEJ,Sulemanki,13-Jul-23,62118,62118
SUTLEJ,Islam,13-Jul-23,10187,9237
INDUS,khairabad,13-Jul-23,-,161800
INDUS,Kalabagh,13-Jul-23,167241,159741
INDUS,Chashma,13-Jul-23,191351,186451
INDUS,Taunsa,13-Jul-23,211251,191780
INDUS,Guddu,13-Jul-23,196644,155962
INDUS,Sukkar,13-Jul-23,143060,87660
INDUS,Kotri,13-Jul-23,66321,24236
JHELUM,Kotli,13-Jul-23,-,6640
JHELUM,Mangla,13-Jul-23,55000,10000
JHELUM,Rasul,13-Jul-23,3355,Nil
CHENAB,Marala,13-Jul-23,71780,43630
CHENAB,Khanki,13-Jul-23,53489,46326
CHENAB,Qadirabad,13-Jul-23,51292,41292
CHENAB,Trimmu,13-Jul-23,84227,70927
CHENAB,Punjnad,13-Jul-23,29509,15159
RAVI,Thein,13-Jul-23,-,-
RAVI,Jassar,13-Jul-23,-,23000
RAVI,Shahdara,13-Jul-23,-,20626
RAVI,Balloki,13-Jul-23,43010,25510
RAVI,Sidhnai,13-Jul-23,NR,NR
SUTLEJ,Bhakara**,13-Jul-23,-,-
SUTLEJ,Sulemanki,13-Jul-23,62118,62118
SUTLEJ,Islam,13-Jul-23,10187,9237
INDUS,khairabad,14-Jul-23,-,153400
INDUS,Kalabagh,14-Jul-23,178171,170671
INDUS,Chashma,14-Jul-23,190024,186362
INDUS,Taunsa,14-Jul-23,211251,191780
INDUS,Guddu,14-Jul-23,197401,157324
INDUS,Sukkar,14-Jul-23,143180,87780
INDUS,Kotri,14-Jul-23,65901,24236
JHELUM,Kotli,14-Jul-23,-,6100
JHELUM,Mangla,14-Jul-23,50000,10000
JHELUM,Rasul,14-Jul-23,3355,Nil
CHENAB,Marala,14-Jul-23,66427,38277
CHENAB,Khanki,14-Jul-23,55084,47921
CHENAB,Qadirabad,14-Jul-23,51292,41292
CHENAB,Trimmu,14-Jul-23,70615,57315
CHENAB,Punjnad,14-Jul-23,30109,15159
RAVI,Thein,14-Jul-23,-,-
RAVI,Jassar,14-Jul-23,-,23000
RAVI,Shahdara,14-Jul-23,-,21191
RAVI,Balloki,14-Jul-23,43010,25510
RAVI,Sidhnai,14-Jul-23,22532,7082
SUTLEJ,Bhakara**,14-Jul-23,-,-
SUTLEJ,Sulemanki,14-Jul-23,58187,58187
SUTLEJ,Islam,14-Jul-23,13092,12142
INDUS,khairabad,14-Jul-23,-,145100
INDUS,Kalabagh,14-Jul-23,184177,176677
INDUS,Chashma,14-Jul-23,193665,190003
INDUS,Taunsa,14-Jul-23,209438,190123
INDUS,Guddu,14-Jul-23,197391,157024
INDUS,Sukkar,14-Jul-23,143180,87780
INDUS,Kotri,14-Jul-23,67348,25933
JHELUM,Kotli,14-Jul-23,-,6640
JHELUM,Mangla,14-Jul-23,88000,10000
JHELUM,Rasul,14-Jul-23,3355,-
CHENAB,Marala,14-Jul-23,66427,38277
CHENAB,Khanki,14-Jul-23,55311,47921
CHENAB,Qadirabad,14-Jul-23,49346,39346
CHENAB,Trimmu,14-Jul-23,70615,57315
CHENAB,Punjnad,14-Jul-23,30109,15159
RAVI,Thein,14-Jul-23,-,-
RAVI,Jassar,14-Jul-23,-,24940
RAVI,Shahdara,14-Jul-23,-,21191
RAVI,Balloki,14-Jul-23,43010,25510
RAVI,Sidhnai,14-Jul-23,23291,8341
SUTLEJ,Bhakara**,14-Jul-23,-,-
SUTLEJ,Sulemanki,14-Jul-23,58187,58187
SUTLEJ,Islam,14-Jul-23,13168,13168
INDUS,khairabad,14-Jul-23,-,153400
INDUS,Kalabagh,14-Jul-23,183222,175722
INDUS,Chashma,14-Jul-23,193662,190000
INDUS,Taunsa,14-Jul-23,209438,190123
INDUS,Guddu,14-Jul-23,197156,157024
INDUS,Sukkar,14-Jul-23,143520,87780
INDUS,Kotri,14-Jul-23,67348,25933
JHELUM,Kotli,14-Jul-23,-,6910
JHELUM,Mangla,14-Jul-23,62000,10000
JHELUM,Rasul,14-Jul-23,3355,Nil
CHENAB,Marala,14-Jul-23,77233,48983
CHENAB,Khanki,14-Jul-23,49561,42171
CHENAB,Qadirabad,14-Jul-23,49346,39346
CHENAB,Trimmu,14-Jul-23,65737,52437
CHENAB,Punjnad,14-Jul-23,30109,15159
RAVI,Thein,14-Jul-23,-,-
RAVI,Jassar,14-Jul-23,-,24320
RAVI,Shahdara,14-Jul-23,-,21756
RAVI,Balloki,14-Jul-23,43310,25510
RAVI,Sidhnai,14-Jul-23,23920,8970
SUTLEJ,Bhakara**,14-Jul-23,-,-
SUTLEJ,Sulemanki,14-Jul-23,67012,67012
SUTLEJ,Islam,14-Jul-23,14221,14221
INDUS,khairabad,14-Jul-23,-,173700
INDUS,Kalabagh,14-Jul-23,177216,169716
INDUS,Chashma,14-Jul-23,193630,189968
INDUS,Taunsa,14-Jul-23,209438,190123
INDUS,Guddu,14-Jul-23,197156,157024
INDUS,Sukkar,14-Jul-23,143520,87780
INDUS,Kotri,14-Jul-23,67348,25933
JHELUM,Kotli,14-Jul-23,-,7470
JHELUM,Mangla,14-Jul-23,55000,10000
JHELUM,Rasul,14-Jul-23,3355,Nil
CHENAB,Marala,14-Jul-23,71880,43630
CHENAB,Khanki,14-Jul-23,49561,42171
CHENAB,Qadirabad,14-Jul-23,46720,36720
CHENAB,Trimmu,14-Jul-23,60029,46729
CHENAB,Punjnad,14-Jul-23,30109,15159
RAVI,Thein,14-Jul-23,-,-
RAVI,Jassar,14-Jul-23,-,23700
RAVI,Shahdara,14-Jul-23,-,21191
RAVI,Balloki,14-Jul-23,43310,25510
RAVI,Sidhnai,14-Jul-23,24270,8970
SUTLEJ,Bhakara**,14-Jul-23,-,-
SUTLEJ,Sulemanki,14-Jul-23,73438,73438
SUTLEJ,Islam,14-Jul-23,14221,14221
INDUS,khairabad,15-Jul-23,-,164000
INDUS,Kalabagh,15-Jul-23,197951,190451
INDUS,Chashma,15-Jul-23,194169,189269
INDUS,Taunsa,15-Jul-23,203948,184574
INDUS,Guddu,15-Jul-23,193613,153694
INDUS,Sukkar,15-Jul-23,143260,87780
INDUS,Kotri,15-Jul-23,69121,27606
JHELUM,Kotli,15-Jul-23,-,6910
JHELUM,Mangla,15-Jul-23,55000,10000
JHELUM,Rasul,15-Jul-23,3355,Nil
CHENAB,Marala,15-Jul-23,77233,48983
CHENAB,Khanki,15-Jul-23,53632,46326
CHENAB,Qadirabad,15-Jul-23,46720,36720
CHENAB,Trimmu,15-Jul-23,49413,36113
CHENAB,Punjnad,15-Jul-23,36277,21327
RAVI,Thein,15-Jul-23,-,-
RAVI,Jassar,15-Jul-23,-,24320
RAVI,Shahdara,15-Jul-23,-,20061
RAVI,Balloki,15-Jul-23,43310,25510
RAVI,Sidhnai,15-Jul-23,24270,8970
SUTLEJ,Bhakara**,15-Jul-23,-,-
SUTLEJ,Sulemanki,15-Jul-23,73438,73438
SUTLEJ,Islam,15-Jul-23,14221,14221
INDUS,khairabad,15-Jul-23,-,250400
INDUS,Kalabagh,15-Jul-23,197951,190451
INDUS,Chashma,15-Jul-23,196158,190020
INDUS,Taunsa,15-Jul-23,196895,177891
INDUS,Guddu,15-Jul-23,193613,153694
INDUS,Sukkar,15-Jul-23,143260,87780
INDUS,Kotri,15-Jul-23,69501,27606
JHELUM,Kotli,15-Jul-23,-,6370
JHELUM,Mangla,15-Jul-23,88000,10000
JHELUM,Rasul,15-Jul-23,3355,Nil
CHENAB,Marala,15-Jul-23,71880,43630
CHENAB,Khanki,15-Jul-23,58570,51264
CHENAB,Qadirabad,15-Jul-23,46720,36720
CHENAB,Trimmu,15-Jul-23,49413,36113
CHENAB,Punjnad,15-Jul-23,39032,24082
RAVI,Thein,15-Jul-23,-,-
RAVI,Jassar,15-Jul-23,-,24320
RAVI,Shahdara,15-Jul-23,-,20061
RAVI,Balloki,15-Jul-23,43310,25510
RAVI,Sidhnai,15-Jul-23,24270,8970
SUTLEJ,Bhakara**,15-Jul-23,-,-
SUTLEJ,Sulemanki,15-Jul-23,73438,73438
SUTLEJ,Islam,15-Jul-23,14221,14221
INDUS,khairabad,15-Jul-23,-,188100
INDUS,Kalabagh,15-Jul-23,209213,201913
INDUS,Chashma,15-Jul-23,209284,204384
INDUS,Taunsa,15-Jul-23,190016,172016
INDUS,Guddu,15-Jul-23,187247,147468
INDUS,Sukkar,15-Jul-23,143260,87780
INDUS,Kotri,15-Jul-23,79883,29568
JHELUM,Kotli,15-Jul-23,-,6100
JHELUM,Mangla,15-Jul-23,63000,10000
JHELUM,Rasul,15-Jul-23,8696,5341
CHENAB,Marala,15-Jul-23,77233,48983
CHENAB,Khanki,15-Jul-23,60345,53039
CHENAB,Qadirabad,15-Jul-23,52888,42888
CHENAB,Trimmu,15-Jul-23,37843,24543
CHENAB,Punjnad,15-Jul-23,43843,28943
RAVI,Thein,15-Jul-23,-,-
RAVI,Jassar,15-Jul-23,-,23700
RAVI,Shahdara,15-Jul-23,-,20061
RAVI,Balloki,15-Jul-23,43410,25510
RAVI,Sidhnai,15-Jul-23,24989,9689
SUTLEJ,Bhakara**,15-Jul-23,-,-
SUTLEJ,Sulemanki,15-Jul-23,73438,73438
SUTLEJ,Islam,15-Jul-23,14221,14221
INDUS,khairabad,15-Jul-23,-,170400
INDUS,Kalabagh,15-Jul-23,230456,222456
INDUS,Chashma,15-Jul-23,209920,205020
INDUS,Taunsa,15-Jul-23,190016,172016
INDUS,Guddu,15-Jul-23,187247,147468
INDUS,Sukkar,15-Jul-23,143260,87780
INDUS,Kotri,15-Jul-23,79883,29568
JHELUM,Kotli,15-Jul-23,-,6100
JHELUM,Mangla,15-Jul-23,50000,10000
JHELUM,Rasul,15-Jul-23,3355,-
CHENAB,Marala,15-Jul-23,77233,48983
CHENAB,Khanki,15-Jul-23,53728,46326
CHENAB,Qadirabad,15-Jul-23,52888,42888
CHENAB,Trimmu,15-Jul-23,37843,24543
