River,Gauge Site,Date,Up Stream,Down Stream
SUTLEJ,Islam,16-Jun-23,600,NIL
INDUS,khairabad,16-Jun-23,-,97700
INDUS,Kalabagh,16-Jun-23,110954,105954
INDUS,Chashma,16-Jun-23,151813,148013
INDUS,Taunsa,16-Jun-23,114009,108195
INDUS,Guddu,16-Jun-23,74551,61578
INDUS,Sukkar,16-Jun-23,55210,22550
INDUS,Kotri,16-Jun-23,13150,6185
JHELUM,Kotli,16-Jun-23,-,4830
JHELUM,Mangla,16-Jun-23,50000,27015
JHELUM,Rasul,16-Jun-23,26037,7990
CHENAB,Marala,16-Jun-23,43834,22834
CHENAB,Khanki,16-Jun-23,33244,26444
CHENAB,Qadirabad,16-Jun-23,43262,21262
CHENAB,Trimmu,16-Jun-23,22547,10344
CHENAB,Punjnad,16-Jun-23,8221,NIL
RAVI,Thein,16-Jun-23,-,-
RAVI,Jassar,16-Jun-23,-,2129
RAVI,Shahdara,16-Jun-23,-,5345
RAVI,Balloki,16-Jun-23,28670,5770
RAVI,Sidhnai,16-Jun-23,10900,NIL
SUTLEJ,Bhakara**,16-Jun-23,-,-
SUTLEJ,Sulemanki,16-Jun-23,10565,640
SUTLEJ,Islam,16-Jun-23,600,NIL
INDUS,khairabad,16-Jun-23,-,94100
INDUS,Kalabagh,16-Jun-23,123014,118014
INDUS,Chashma,16-Jun-23,150944,147956
INDUS,Taunsa,16-Jun-23,121414,115222
INDUS,Guddu,16-Jun-23,74874,61764
INDUS,Sukkar,16-Jun-23,56010,22550
INDUS,Kotri,16-Jun-23,13150,6185
JHELUM,Kotli,16-Jun-23,-,4590
JHELUM,Mangla,16-Jun-23,59000,36915
JHELUM,Rasul,16-Jun-23,23388,5341
CHENAB,Marala,16-Jun-23,40060,19060
CHENAB,Khanki,16-Jun-23,27225,20120
CHENAB,Qadirabad,16-Jun-23,43250,21262
CHENAB,Trimmu,16-Jun-23,22547,10344
CHENAB,Punjnad,16-Jun-23,8221,-
RAVI,Thein,16-Jun-23,-,-
RAVI,Jassar,16-Jun-23,-,2129
RAVI,Shahdara,16-Jun-23,-,6592
RAVI,Balloki,16-Jun-23,2989,9190
RAVI,Sidhnai,16-Jun-23,12300,-
SUTLEJ,Bhakara**,16-Jun-23,-,-
SUTLEJ,Sulemanki,16-Jun-23,10565,640
SUTLEJ,Islam,16-Jun-23,600,-
INDUS,khairabad,16-Jun-23,-,120100
INDUS,Kalabagh,16-Jun-23,123014,118014
INDUS,Chashma,16-Jun-23,151146,148050
INDUS,Taunsa,16-Jun-23,121414,115222
INDUS,Guddu,16-Jun-23,74874,61764
INDUS,Sukkar,16-Jun-23,56010,22550
INDUS,Kotri,16-Jun-23,13150,6185
JHELUM,Kotli,16-Jun-23,-,4350
JHELUM,Mangla,16-Jun-23,55000,36915
JHELUM,Rasul,16-Jun-23,23388,5341
CHENAB,Marala,16-Jun-23,40716,18894
CHENAB,Khanki,16-Jun-23,29524,22419
CHENAB,Qadirabad,16-Jun-23,40617,18617
CHENAB,Trimmu,16-Jun-23,23367,10344
CHENAB,Punjnad,16-Jun-23,8221,Nil
RAVI,Thein,16-Jun-23,-,-
RAVI,Jassar,16-Jun-23,-,2129
RAVI,Shahdara,16-Jun-23,-,6592
RAVI,Balloki,16-Jun-23,30290,5190
RAVI,Sidhnai,16-Jun-23,12600,Nil
SUTLEJ,Bhakara**,16-Jun-23,-,-
SUTLEJ,Sulemanki,16-Jun-23,10565,640
SUTLEJ,Islam,16-Jun-23,600,Nil
INDUS,khairabad,17-Jun-23,-,132900
INDUS,Kalabagh,17-Jun-23,112864,107864
INDUS,Chashma,17-Jun-23,151876,148076
INDUS,Taunsa,17-Jun-23,128385,119013
INDUS,Guddu,17-Jun-23,79285,65710
INDUS,Sukkar,17-Jun-23,58570,22550
INDUS,Kotri,17-Jun-23,14803,5028
JHELUM,Kotli,17-Jun-23,-,4350
JHELUM,Mangla,17-Jun-23,45000,15815
JHELUM,Rasul,17-Jun-23,26037,7990
CHENAB,Marala,17-Jun-23,43043,21042
CHENAB,Khanki,17-Jun-23,29524,22419
CHENAB,Qadirabad,17-Jun-23,40617,18617
CHENAB,Trimmu,17-Jun-23,23367,10344
CHENAB,Punjnad,17-Jun-23,8221,Nil
RAVI,Thein,17-Jun-23,-,-
RAVI,Jassar,17-Jun-23,-,2129
RAVI,Shahdara,17-Jun-23,-,6592
RAVI,Balloki,17-Jun-23,32020,6920
RAVI,Sidhnai,17-Jun-23,12800,Nil
SUTLEJ,Bhakara**,17-Jun-23,-,-
SUTLEJ,Sulemanki,17-Jun-23,10362,437
SUTLEJ,Islam,17-Jun-23,600,Nil
INDUS,khairabad,17-Jun-23,-,95000
INDUS,Kalabagh,17-Jun-23,132892,127892
INDUS,Chashma,17-Jun-23,152534,148030
INDUS,Taunsa,17-Jun-23,128385,119013
INDUS,Guddu,17-Jun-23,80661,67086
INDUS,Sukkar,17-Jun-23,58570,22550
INDUS,Kotri,17-Jun-23,16969,3894
JHELUM,Kotli,17-Jun-23,-,4590
JHELUM,Mangla,17-Jun-23,73000,27415
JHELUM,Rasul,17-Jun-23,29942,11895
CHENAB,Marala,17-Jun-23,41060,19060
CHENAB,Khanki,17-Jun-23,29524,22419
CHENAB,Qadirabad,17-Jun-23,36688,14688
CHENAB,Trimmu,17-Jun-23,23367,10344
CHENAB,Punjnad,17-Jun-23,8221,Nil
RAVI,Thein,17-Jun-23,-,-
RAVI,Jassar,17-Jun-23,-,1847
RAVI,Shahdara,17-Jun-23,-,7255
RAVI,Balloki,17-Jun-23,32020,6920
RAVI,Sidhnai,17-Jun-23,13000,Nil
SUTLEJ,Bhakara**,17-Jun-23,-,-
SUTLEJ,Sulemanki,17-Jun-23,10362,437
SUTLEJ,Islam,17-Jun-23,600,Nil
INDUS,khairabad,17-Jun-23,-,87100
INDUS,Kalabagh,17-Jun-23,143211,138211
INDUS,Chashma,17-Jun-23,151840,148040
INDUS,Taunsa,17-Jun-23,130974,121413
INDUS,Guddu,17-Jun-23,84137,70562
INDUS,Sukkar,17-Jun-23,59583,23033
INDUS,Kotri,17-Jun-23,17042,2327
JHELUM,Kotli,17-Jun-23,-,4590
JHELUM,Mangla,17-Jun-23,58000,36015
JHELUM,Rasul,17-Jun-23,18047,Nil
CHENAB,Marala,17-Jun-23,41060,19060
CHENAB,Khanki,17-Jun-23,29619,22419
CHENAB,Qadirabad,17-Jun-23,38014,16014
CHENAB,Trimmu,17-Jun-23,23834,10344
CHENAB,Punjnad,17-Jun-23,8221,Nil
RAVI,Thein,17-Jun-23,-,-
RAVI,Jassar,17-Jun-23,-,1847
RAVI,Shahdara,17-Jun-23,-,7586
RAVI,Balloki,17-Jun-23,32020,6920
RAVI,Sidhnai,17-Jun-23,13000,Nil
SUTLEJ,Bhakara**,17-Jun-23,-,-
SUTLEJ,Sulemanki,17-Jun-23,10362,437
SUTLEJ,Islam,17-Jun-23,800,Nil
INDUS,khairabad,17-Jun-23,-,98600
INDUS,Kalabagh,17-Jun-23,122059,117059
INDUS,Chashma,17-Jun-23,152544,148040
INDUS,Taunsa,17-Jun-23,130974,121413
INDUS,Guddu,17-Jun-23,84137,70562
INDUS,Sukkar,17-Jun-23,59583,23033
INDUS,Kotri,17-Jun-23,17042,2327
JHELUM,Kotli,17-Jun-23,-,4350
JHELUM,Mangla,17-Jun-23,57000,31915
JHELUM,Rasul,17-Jun-23,17047,Nil
CHENAB,Marala,17-Jun-23,48608,26608
CHENAB,Khanki,17-Jun-23,31860,24660
CHENAB,Qadirabad,17-Jun-23,38014,16014
CHENAB,Trimmu,17-Jun-23,23932,10344
CHENAB,Punjnad,17-Jun-23,8221,Nil
RAVI,Thein,17-Jun-23,-,-
RAVI,Jassar,17-Jun-23,-,1847
RAVI,Shahdara,17-Jun-23,-,6260
RAVI,Balloki,17-Jun-23,32020,6920
RAVI,Sidhnai,17-Jun-23,13000,Nil
SUTLEJ,Bhakara**,17-Jun-23,-,-
SUTLEJ,Sulemanki,17-Jun-23,10362,437
SUTLEJ,Islam,17-Jun-23,800,Nil
INDUS,khairabad,18-Jun-23,-,124000
INDUS,Kalabagh,18-Jun-23,123014,118014
INDUS,Chashma,18-Jun-23,151920,148120
INDUS,Taunsa,18-Jun-23,137556,127514
INDUS,Guddu,18-Jun-23,85534,70439
INDUS,Sukkar,18-Jun-23,59825,23275
INDUS,Kotri,18-Jun-23,17042,2327
JHELUM,Kotli,18-Jun-23,-,4590
JHELUM,Mangla,18-Jun-23,42000,19215
JHELUM,Rasul,18-Jun-23,22638,5341
CHENAB,Marala,18-Jun-23,44834,22834
CHENAB,Khanki,18-Jun-23,22860,15660
CHENAB,Qadirabad,18-Jun-23,38014,16014
CHENAB,Trimmu,18-Jun-23,22997,10344
CHENAB,Punjnad,18-Jun-23,8221,Nil
RAVI,Thein,18-Jun-23,-,-
RAVI,Jassar,18-Jun-23,-,1847
RAVI,Shahdara,18-Jun-23,-,6260
RAVI,Balloki,18-Jun-23,32020,6920
RAVI,Sidhnai,18-Jun-23,13200,Nil
SUTLEJ,Bhakara**,18-Jun-23,-,-
SUTLEJ,Sulemanki,18-Jun-23,10969,1044
SUTLEJ,Islam,18-Jun-23,800,Nil
INDUS,khairabad,18-Jun-23,-,109700
INDUS,Kalabagh,18-Jun-23,144175,139175
INDUS,Chashma,18-Jun-23,151824,148024
INDUS,Taunsa,18-Jun-23,141632,124353
INDUS,Guddu,18-Jun-23,92135,76751
INDUS,Sukkar,18-Jun-23,59825,23275
INDUS,Kotri,18-Jun-23,17042,2327
JHELUM,Kotli,18-Jun-23,-,4350
JHELUM,Mangla,18-Jun-23,65000,23915
JHELUM,Rasul,18-Jun-23,29942,11895
CHENAB,Marala,18-Jun-23,41060,19060
CHENAB,Khanki,18-Jun-23,31860,24660
CHENAB,Qadirabad,18-Jun-23,32766,10766
CHENAB,Trimmu,18-Jun-23,22273,10344
CHENAB,Punjnad,18-Jun-23,8221,Nil
RAVI,Thein,18-Jun-23,-,-
RAVI,Jassar,18-Jun-23,-,1941
RAVI,Shahdara,18-Jun-23,-,6260
RAVI,Balloki,18-Jun-23,32020,6920
RAVI,Sidhnai,18-Jun-23,13400,Nil
SUTLEJ,Bhakara**,18-Jun-23,-,-
SUTLEJ,Sulemanki,18-Jun-23,10969,1044
SUTLEJ,Islam,18-Jun-23,800,Nil
INDUS,khairabad,18-Jun-23,-,89700
INDUS,Kalabagh,18-Jun-23,154784,148784
INDUS,Chashma,18-Jun-23,151565,147765
INDUS,Taunsa,18-Jun-23,141632,124353
INDUS,Guddu,18-Jun-23,93069,75908
INDUS,Sukkar,18-Jun-23,60800,23600
INDUS,Kotri,18-Jun-23,17110,1555
JHELUM,Kotli,18-Jun-23,-,4590
JHELUM,Mangla,18-Jun-23,76000,31115
JHELUM,Rasul,18-Jun-23,23388,5341
CHENAB,Marala,18-Jun-23,44834,22834
CHENAB,Khanki,18-Jun-23,29619,22419
CHENAB,Qadirabad,18-Jun-23,35362,13362
CHENAB,Trimmu,18-Jun-23,22056,10344
CHENAB,Punjnad,18-Jun-23,8221,Nil
RAVI,Thein,18-Jun-23,-,-
RAVI,Jassar,18-Jun-23,-,1941
RAVI,Shahdara,18-Jun-23,-,5955
RAVI,Balloki,18-Jun-23,30990,5190
RAVI,Sidhnai,18-Jun-23,11900,Nil
SUTLEJ,Bhakara**,18-Jun-23,-,-
SUTLEJ,Sulemanki,18-Jun-23,12007,Nil
SUTLEJ,Islam,18-Jun-23,800,Nil
INDUS,khairabad,18-Jun-23,-,105900
INDUS,Kalabagh,18-Jun-23,118389,113389
INDUS,Chashma,18-Jun-23,153473,148050
INDUS,Taunsa,18-Jun-23,141632,124353
INDUS,Guddu,18-Jun-23,93069,75908
INDUS,Sukkar,18-Jun-23,60800,23600
INDUS,Kotri,18-Jun-23,17110,1555
JHELUM,Kotli,18-Jun-23,-,5070
JHELUM,Mangla,18-Jun-23,80000,32115
JHELUM,Rasul,18-Jun-23,18047,Nil
CHENAB,Marala,18-Jun-23,52382,30382
CHENAB,Khanki,18-Jun-23,29619,22419
CHENAB,Qadirabad,18-Jun-23,35362,13362
CHENAB,Trimmu,18-Jun-23,22103,7503
CHENAB,Punjnad,18-Jun-23,8221,Nil
RAVI,Thein,18-Jun-23,-,-
RAVI,Jassar,18-Jun-23,-,1941
RAVI,Shahdara,18-Jun-23,-,7586
RAVI,Balloki,18-Jun-23,31035,4035
RAVI,Sidhnai,18-Jun-23,11300,Nil
SUTLEJ,Bhakara**,18-Jun-23,-,-
SUTLEJ,Sulemanki,18-Jun-23,12007,Nil
SUTLEJ,Islam,18-Jun-23,800,Nil
INDUS,khairabad,19-Jun-23,-,123100
INDUS,Kalabagh,19-Jun-23,110000,105000
INDUS,Chashma,19-Jun-23,151801,148001
INDUS,Taunsa,19-Jun-23,141632,124353
INDUS,Guddu,19-Jun-23,94327,77166
INDUS,Sukkar,19-Jun-23,62675,24375
INDUS,Kotri,19-Jun-23,17175,510
JHELUM,Kotli,19-Jun-23,-,5840
JHELUM,Mangla,19-Jun-23,43000,20715
JHELUM,Rasul,19-Jun-23,23388,5341
CHENAB,Marala,19-Jun-23,48608,26608
CHENAB,Khanki,19-Jun-23,25225,18025
CHENAB,Qadirabad,19-Jun-23,38014,16014
CHENAB,Trimmu,19-Jun-23,20103,7503
CHENAB,Punjnad,19-Jun-23,8221,Nil
RAVI,Thein,19-Jun-23,-,-
RAVI,Jassar,19-Jun-23,-,1941
RAVI,Shahdara,19-Jun-23,-,7586
RAVI,Balloki,19-Jun-23,30510,2310
RAVI,Sidhnai,19-Jun-23,11900,Nil
SUTLEJ,Bhakara**,19-Jun-23,-,-
SUTLEJ,Sulemanki,19-Jun-23,12362,Nil
SUTLEJ,Islam,19-Jun-23,800,Nil
INDUS,khairabad,19-Jun-23,-,113400
INDUS,Kalabagh,19-Jun-23,130028,125028
INDUS,Chashma,19-Jun-23,151773,147973
INDUS,Taunsa,19-Jun-23,141632,124353
INDUS,Guddu,19-Jun-23,97501,79670
INDUS,Sukkar,19-Jun-23,62675,24375
INDUS,Kotri,19-Jun-23,17175,510
JHELUM,Kotli,19-Jun-23,-,5070
JHELUM,Mangla,19-Jun-23,52000,29515
JHELUM,Rasul,19-Jun-23,29942,11895
CHENAB,Marala,19-Jun-23,47572,25572
CHENAB,Khanki,19-Jun-23,29619,24419
CHENAB,Qadirabad,19-Jun-23,38014,16014
CHENAB,Trimmu,19-Jun-23,22103,7503
CHENAB,Punjnad,19-Jun-23,8221,NIL
RAVI,Thein,19-Jun-23,-,-
RAVI,Jassar,19-Jun-23,-,2129
RAVI,Shahdara,19-Jun-23,-,8249
RAVI,Balloki,19-Jun-23,30510,2310
RAVI,Sidhnai,19-Jun-23,13406,NIL
SUTLEJ,Bhakara**,19-Jun-23,-,-
SUTLEJ,Sulemanki,19-Jun-23,12665,658
SUTLEJ,Islam,19-Jun-23,600,NIL
INDUS,khairabad,19-Jun-23,-,109700
INDUS,Kalabagh,19-Jun-23,137658,132658
INDUS,Chashma,19-Jun-23,162284,158796
INDUS,Taunsa,19-Jun-23,141632,124353
INDUS,Guddu,19-Jun-23,97501,79670
INDUS,Sukkar,19-Jun-23,64720,25270
INDUS,Kotri,19-Jun-23,17175,510
JHELUM,Kotli,19-Jun-23,-,4830
JHELUM,Mangla,19-Jun-23,93000,18015
JHELUM,Rasul,19-Jun-23,23388,5341
CHENAB,Marala,19-Jun-23,55952,33952
CHENAB,Khanki,19-Jun-23,35580,28380
CHENAB,Qadirabad,19-Jun-23,34068,12068
CHENAB,Trimmu,19-Jun-23,22103,7503
CHENAB,Punjnad,19-Jun-23,8221,-
RAVI,Thein,19-Jun-23,-,-
RAVI,Jassar,19-Jun-23,-,2129
RAVI,Shahdara,19-Jun-23,-,8249
RAVI,Balloki,19-Jun-23,30510,2310
RAVI,Sidhnai,19-Jun-23,14367,-
SUTLEJ,Bhakara**,19-Jun-23,-,-
SUTLEJ,Sulemanki,19-Jun-23,12665,658
SUTLEJ,Islam,19-Jun-23,600,-
INDUS,khairabad,19-Jun-23,-,157600
INDUS,Kalabagh,19-Jun-23,137658,132658
INDUS,Chashma,19-Jun-23,161657,157357
INDUS,Taunsa,19-Jun-23,141632,124353
INDUS,Guddu,19-Jun-23,97501,79670
INDUS,Sukkar,19-Jun-23,64720,25270
INDUS,Kotri,19-Jun-23,17175,510
JHELUM,Kotli,19-Jun-23,-,4590
JHELUM,Mangla,19-Jun-23,68000,19215
JHELUM,Rasul,19-Jun-23,18047,NIL
CHENAB,Marala,19-Jun-23,57239,35239
CHENAB,Khanki,19-Jun-23,35580,28380
CHENAB,Qadirabad,19-Jun-23,43262,21262
CHENAB,Trimmu,19-Jun-23,22103,7503
CHENAB,Punjnad,19-Jun-23,8221,Nil
RAVI,Thein,19-Jun-23,-,-
RAVI,Jassar,19-Jun-23,-,2129
RAVI,Shahdara,19-Jun-23,-,7586
RAVI,Balloki,19-Jun-23,30510,2310
RAVI,Sidhnai,19-Jun-23,15000,Nil
SUTLEJ,Bhakara**,19-Jun-23,-,-
SUTLEJ,Sulemanki,19-Jun-23,12665,658
SUTLEJ,Islam,19-Jun-23,600,Nil
INDUS,khairabad,20-Jun-23,-,174800
INDUS,Kalabagh,20-Jun-23,142432,137432
INDUS,Chashma,20-Jun-23,161423,157123
INDUS,Taunsa,20-Jun-23,141632,124353
INDUS,Guddu,20-Jun-23,105448,84228
INDUS,Sukkar,20-Jun-23,68240,27100
INDUS,Kotri,20-Jun-23,17225,NIL
JHELUM,Kotli,20-Jun-23,-,5070
JHELUM,Mangla,20-Jun-23,85000,9015
JHELUM,Rasul,20-Jun-23,18047,NIL
CHENAB,Marala,20-Jun-23,51762,29762
CHENAB,Khanki,20-Jun-23,35580,28380
CHENAB,Qadirabad,20-Jun-23,43262,21262
CHENAB,Trimmu,20-Jun-23,22103,7503
CHENAB,Punjnad,20-Jun-23,8221,Nil
RAVI,Thein,20-Jun-23,-,-
RAVI,Jassar,20-Jun-23,-,2129
RAVI,Shahdara,20-Jun-23,-,6923
RAVI,Balloki,20-Jun-23,30510,2310
RAVI,Sidhnai,20-Jun-23,15000,Nil
SUTLEJ,Bhakara**,20-Jun-23,-,-
SUTLEJ,Sulemanki,20-Jun-23,13548,1541
SUTLEJ,Islam,20-Jun-23,450,Nil
INDUS,khairabad,20-Jun-23,-,130900
INDUS,Kalabagh,20-Jun-23,164602,159602
INDUS,Chashma,20-Jun-23,160213,154999
INDUS,Taunsa,20-Jun-23,141632,124353
INDUS,Guddu,20-Jun-23,105448,84228
INDUS,Sukkar,20-Jun-23,69450,27750
INDUS,Kotri,20-Jun-23,17225,NIL
JHELUM,Kotli,20-Jun-23,-,4830
JHELUM,Mangla,20-Jun-23,48000,18615
JHELUM,Rasul,20-Jun-23,16547,NIL
CHENAB,Marala,20-Jun-23,55952,33952
CHENAB,Khanki,20-Jun-23,42928,35728
CHENAB,Qadirabad,20-Jun-23,43262,21262
CHENAB,Trimmu,20-Jun-23,22103,7503
CHENAB,Punjnad,20-Jun-23,8221,Nil
RAVI,Thein,20-Jun-23,-,-
RAVI,Jassar,20-Jun-23,-,1941
RAVI,Shahdara,20-Jun-23,-,6923
RAVI,Balloki,20-Jun-23,30510,2310
RAVI,Sidhnai,20-Jun-23,15000,Nil
SUTLEJ,Bhakara**,20-Jun-23,-,-
SUTLEJ,Sulemanki,20-Jun-23,13548,1541
SUTLEJ,Islam,20-Jun-23,450,Nil
INDUS,khairabad,20-Jun-23,-,142000
INDUS,Kalabagh,20-Jun-23,173496,168496
INDUS,Chashma,20-Jun-23,158386,155000
INDUS,Taunsa,20-Jun-23,141632,124353
INDUS,Guddu,20-Jun-23,107464,85551
INDUS,Sukkar,20-Jun-23,70100,28050
INDUS,Kotri,20-Jun-23,17225,-
JHELUM,Kotli,20-Jun-23,-,4590
JHELUM,Mangla,20-Jun-23,61000,13215
JHELUM,Rasul,20-Jun-23,13547,-
CHENAB,Marala,20-Jun-23,55952,33952
CHENAB,Khanki,20-Jun-23,41100,33900
CHENAB,Qadirabad,20-Jun-23,47096,25096
CHENAB,Trimmu,20-Jun-23,23229,7503
CHENAB,Punjnad,20-Jun-23,8221,-
RAVI,Thein,20-Jun-23,-,-
RAVI,Jassar,20-Jun-23,-,1941
RAVI,Shahdara,20-Jun-23,-,6592
RAVI,Balloki,20-Jun-23,30510,2310
RAVI,Sidhnai,20-Jun-23,15000,-
SUTLEJ,Bhakara**,20-Jun-23,-,-
SUTLEJ,Sulemanki,20-Jun-23,13548,1541
SUTLEJ,Islam,20-Jun-23,450,-
INDUS,khairabad,20-Jun-23,-,181400
INDUS,Kalabagh,20-Jun-23,152261,147261
INDUS,Chashma,20-Jun-23,180742,175530
INDUS,Taunsa,20-Jun-23,141632,124353
INDUS,Guddu,20-Jun-23,107464,85551
INDUS,Sukkar,20-Jun-23,70100,28050
INDUS,Kotri,20-Jun-23,17225,NIL
JHELUM,Kotli,20-Jun-23,-,4350
JHELUM,Mangla,20-Jun-23,62000,11715
JHELUM,Rasul,20-Jun-23,11797,NIL
CHENAB,Marala,20-Jun-23,61142,38142
CHENAB,Khanki,20-Jun-23,41100,33900
CHENAB,Qadirabad,20-Jun-23,47096,25096
CHENAB,Trimmu,20-Jun-23,23361,6696
CHENAB,Punjnad,20-Jun-23,8221,Nil
RAVI,Thein,20-Jun-23,-,-
RAVI,Jassar,20-Jun-23,-,1941
RAVI,Shahdara,20-Jun-23,-,6592
RAVI,Balloki,20-Jun-23,30710,2310
RAVI,Sidhnai,20-Jun-23,15000,Nil
SUTLEJ,Bhakara**,20-Jun-23,-,-
SUTLEJ,Sulemanki,20-Jun-23,13548,1541
SUTLEJ,Islam,20-Jun-23,450,Nil
INDUS,khairabad,21-Jun-23,-,179200
INDUS,Kalabagh,21-Jun-23,151317,146317
INDUS,Chashma,21-Jun-23,181580,177180
INDUS,Taunsa,21-Jun-23,142396,125024
INDUS,Guddu,21-Jun-23,105547,83225
INDUS,Sukkar,21-Jun-23,75202,30002
INDUS,Kotri,21-Jun-23,18075,NIL
JHELUM,Kotli,21-Jun-23,-,4830
JHELUM,Mangla,21-Jun-23,62000,11715
JHELUM,Rasul,21-Jun-23,11047,NIL
CHENAB,Marala,21-Jun-23,61142,38142
CHENAB,Khanki,21-Jun-23,41100,33900
CHENAB,Qadirabad,21-Jun-23,40617,18617
CHENAB,Trimmu,21-Jun-23,22456,4856
CHENAB,Punjnad,21-Jun-23,8221,Nil
RAVI,Thein,21-Jun-23,-,-
RAVI,Jassar,21-Jun-23,-,1941
RAVI,Shahdara,21-Jun-23,-,6592
RAVI,Balloki,21-Jun-23,30710,2310
RAVI,Sidhnai,21-Jun-23,15000,Nil
SUTLEJ,Bhakara**,21-Jun-23,-,-
SUTLEJ,Sulemanki,21-Jun-23,13775,1768
SUTLEJ,Islam,21-Jun-23,591,Nil
INDUS,khairabad,21-Jun-23,-,179200
INDUS,Kalabagh,21-Jun-23,172542,167542
INDUS,Chashma,21-Jun-23,170303,164989
INDUS,Taunsa,21-Jun-23,142396,125024
INDUS,Guddu,21-Jun-23,105547,83225
INDUS,Sukkar,21-Jun-23,75602,30002
