River,Gauge Site,Date,Upstream,Downstream
Indus,Taunsa Barrage,2018-04-28 00:00:00,43943,37923
Indus,Taunsa Barrage,2018-04-29 00:00:00,45538,39299
Indus,Taunsa Barrage,2018-04-30 00:00:00,45538,39299
Indus,Chashma Barrage,2018-04-01 00:00:00,22451,16951
Indus,Chashma Barrage,2018-04-02 00:00:00,27092,21592
Indus,Chashma Barrage,2018-04-03 00:00:00,23589,18089
Indus,Chashma Barrage,2018-04-04 00:00:00,25277,19777
Indus,Chashma Barrage,2018-04-05 00:00:00,25823,22353
Indus,Chashma Barrage,2018-04-06 00:00:00,41533,25000
Indus,Chashma Barrage,2018-04-07 00:00:00,36858,30000
Indus,Chashma Barrage,2018-04-08 00:00:00,31177,30000
Indus,Chashma Barrage,2018-04-09 00:00:00,30220,30000
Indus,Chashma Barrage,2018-04-10 00:00:00,25562,31350
Indus,Chashma Barrage,2018-04-11 00:00:00,32316,29516
Indus,Chashma Barrage,2018-04-12 00:00:00,51388,40000
Indus,Chashma Barrage,2018-04-13 00:00:00,44238,40000
Indus,Chashma Barrage,2018-04-14 00:00:00,42982,40000
Indus,Chashma Barrage,2018-04-15 00:00:00,42712,40000
Indus,Chashma Barrage,2018-04-16 00:00:00,47858,40000
Indus,Chashma Barrage,2018-04-17 00:00:00,37835,36505
Indus,Chashma Barrage,2018-04-18 00:00:00,42431,38390
Indus,Chashma Barrage,2018-04-19 00:00:00,44586,40000
Indus,Chashma Barrage,2018-04-20 00:00:00,57770,42000
Indus,Chashma Barrage,2018-04-21 00:00:00,61319,50000
Indus,Chashma Barrage,2018-04-22 00:00:00,64973,50000
Indus,Chashma Barrage,2018-04-23 00:00:00,60935,50000
Indus,Chashma Barrage,2018-04-24 00:00:00,58187,50000
Indus,Chashma Barrage,2018-04-25 00:00:00,45093,50000
Indus,Chashma Barrage,2018-04-26 00:00:00,42283,50000
Indus,Chashma Barrage,2018-04-27 00:00:00,47717,50000
Indus,Chashma Barrage,2018-04-28 00:00:00,67566,50000
Indus,Chashma Barrage,2018-04-29 00:00:00,69262,50000
Indus,Chashma Barrage,2018-04-30 00:00:00,70484,58000
Jhelum,Rasul Barrage,2018-04-01 00:00:00,734.4,719
Jhelum,Rasul Barrage,2018-04-02 00:00:00,734.5,719
Jhelum,Rasul Barrage,2018-04-03 00:00:00,734.4,719
Jhelum,Rasul Barrage,2018-04-04 00:00:00,734.2,719
Jhelum,Rasul Barrage,2018-04-05 00:00:00,734.2,719
Jhelum,Rasul Barrage,2018-04-06 00:00:00,734.3,719
Jhelum,Rasul Barrage,2018-04-07 00:00:00,734.2,719
Jhelum,Rasul Barrage,2018-04-08 00:00:00,734.1,719
Jhelum,Rasul Barrage,2018-04-09 00:00:00,734.1,719
Jhelum,Rasul Barrage,2018-04-10 00:00:00,734.2,719
Jhelum,Rasul Barrage,2018-04-11 00:00:00,734.3,719
Jhelum,Rasul Barrage,2018-04-12 00:00:00,734.4,719
Jhelum,Rasul Barrage,2018-04-13 00:00:00,734.5,719
Jhelum,Rasul Barrage,2018-04-14 00:00:00,734.5,719
Jhelum,Rasul Barrage,2018-04-15 00:00:00,735,719
Jhelum,Rasul Barrage,2018-04-16 00:00:00,735.1,719
Jhelum,Rasul Barrage,2018-04-17 00:00:00,735.2,719
Jhelum,Rasul Barrage,2018-04-18 00:00:00,737.1,719
Jhelum,Rasul Barrage,2018-04-19 00:00:00,737.2,719.1
Jhelum,Rasul Barrage,2018-04-20 00:00:00,737.1,719.1
Jhelum,Rasul Barrage,2018-04-21 00:00:00,737,719.1
Jhelum,Rasul Barrage,2018-04-22 00:00:00,737.1,719.1
Jhelum,Rasul Barrage,2018-04-23 00:00:00,737,719
Jhelum,Rasul Barrage,2018-04-24 00:00:00,737.1,719
Jhelum,Rasul Barrage,2018-04-25 00:00:00,737.2,719
Jhelum,Rasul Barrage,2018-04-26 00:00:00,737,719
Jhelum,Rasul Barrage,2018-04-27 00:00:00,737.5,719
Jhelum,Rasul Barrage,2018-04-28 00:00:00,735.5,719
Jhelum,Rasul Barrage,2018-04-29 00:00:00,735.2,719
Jhelum,Rasul Barrage,2018-04-30 00:00:00,736.5,719
Chenab,Marala H/W,2018-04-01 00:00:00,7400,2000
Chenab,Marala H/W,2018-04-02 00:00:00,11362,3462
Chenab,Marala H/W,2018-04-03 00:00:00,13310,7310
Chenab,Marala H/W,2018-04-04 00:00:00,11908,5908
Chenab,Marala H/W,2018-04-05 00:00:00,13370,7370
Chenab,Marala H/W,2018-04-06 00:00:00,13370,7370
Chenab,Marala H/W,2018-04-07 00:00:00,11908,5908
Chenab,Marala H/W,2018-04-08 00:00:00,8984,2984
Chenab,Marala H/W,2018-04-09 00:00:00,11908,5908
Chenab,Marala H/W,2018-04-10 00:00:00,11908,5988
Chenab,Marala H/W,2018-04-11 00:00:00,14832,8832
Chenab,Marala H/W,2018-04-12 00:00:00,14832,8832
Chenab,Marala H/W,2018-04-13 00:00:00,18826,12826
Chenab,Marala H/W,2018-04-14 00:00:00,16731,10731
Chenab,Marala H/W,2018-04-15 00:00:00,14636,8636
Chenab,Marala H/W,2018-04-16 00:00:00,19908,15908
Chenab,Marala H/W,2018-04-17 00:00:00,6431,2000
Chenab,Marala H/W,2018-04-18 00:00:00,11908,5908
Chenab,Marala H/W,2018-04-19 00:00:00,11908,5708
Chenab,Marala H/W,2018-04-20 00:00:00,13370,7370
Chenab,Marala H/W,2018-04-21 00:00:00,20826,12826
Chenab,Marala H/W,2018-04-22 00:00:00,18731,10731
Chenab,Marala H/W,2018-04-23 00:00:00,20734,11634
Chenab,Marala H/W,2018-04-24 00:00:00,18754,9354
Chenab,Marala H/W,2018-04-25 00:00:00,16474,7074
Chenab,Marala H/W,2018-04-26 00:00:00,14194,4791
Chenab,Marala H/W,2018-04-27 00:00:00,16474,7074
Chenab,Marala H/W,2018-04-28 00:00:00,16474,7074
Chenab,Marala H/W,2018-04-29 00:00:00,18954,9354
Chenab,Marala H/W,2018-04-30 00:00:00,21234,11634
Chenab,Khanki H/W,2018-04-01 00:00:00,4850,3889
Chenab,Khanki H/W,2018-04-02 00:00:00,4000,120
Chenab,Khanki H/W,2018-04-03 00:00:00,4000,120
Chenab,Khanki H/W,2018-04-04 00:00:00,7154,3178
Chenab,Khanki H/W,2018-04-05 00:00:00,8731,4731
Chenab,Khanki H/W,2018-04-06 00:00:00,8731,4731
Chenab,Khanki H/W,2018-04-07 00:00:00,7968,3994
Chenab,Khanki H/W,2018-04-08 00:00:00,8575,4575
Chenab,Khanki H/W,2018-04-09 00:00:00,7642,3654
Chenab,Khanki H/W,2018-04-10 00:00:00,6754,2754
Chenab,Khanki H/W,2018-04-11 00:00:00,8055,4055
Chenab,Khanki H/W,2018-04-12 00:00:00,8731,4731
Chenab,Khanki H/W,2018-04-13 00:00:00,10308,6308
Chenab,Khanki H/W,2018-04-14 00:00:00,18336,14336
Chenab,Khanki H/W,2018-04-15 00:00:00,15748,11748
Chenab,Khanki H/W,2018-04-16 00:00:00,13985,9985
Chenab,Khanki H/W,2018-04-17 00:00:00,7968,3998
Chenab,Khanki H/W,2018-04-18 00:00:00,5577,1577
Chenab,Khanki H/W,2018-04-19 00:00:00,7154,3169
Chenab,Khanki H/W,2018-04-20 00:00:00,7968,3968
Chenab,Khanki H/W,2018-04-21 00:00:00,9545,5545
Chenab,Khanki H/W,2018-04-22 00:00:00,16642,12642
Chenab,Khanki H/W,2018-04-23 00:00:00,15748,11897
Chenab,Khanki H/W,2018-04-24 00:00:00,14890,11897
Chenab,Khanki H/W,2018-04-25 00:00:00,9545,11897
Chenab,Khanki H/W,2018-04-26 00:00:00,8731,4770
Chenab,Khanki H/W,2018-04-27 00:00:00,7968,4770
Chenab,Khanki H/W,2018-04-28 00:00:00,10308,5297
Chenab,Khanki H/W,2018-04-29 00:00:00,13985,5297
Chenab,Khanki H/W,2018-04-30 00:00:00,13985,5297
Chenab,Qadirabad Barrage,2018-04-01 00:00:00,18000,NIL
Chenab,Qadirabad Barrage,2018-04-02 00:00:00,12000,NIL
Chenab,Qadirabad Barrage,2018-04-03 00:00:00,9000,NIL
Chenab,Qadirabad Barrage,2018-04-04 00:00:00,5800,NIL
Chenab,Qadirabad Barrage,2018-04-05 00:00:00,7675,NIL
Chenab,Qadirabad Barrage,2018-04-06 00:00:00,9775,NIL
Chenab,Qadirabad Barrage,2018-04-07 00:00:00,9775,NIL
Chenab,Qadirabad Barrage,2018-04-08 00:00:00,9075,NIL
Chenab,Qadirabad Barrage,2018-04-09 00:00:00,9555,NIL
Chenab,Qadirabad Barrage,2018-04-10 00:00:00,10450,NIL
Chenab,Qadirabad Barrage,2018-04-11 00:00:00,10450,NIL
Chenab,Qadirabad Barrage,2018-04-12 00:00:00,9000,NIL
Chenab,Qadirabad Barrage,2018-04-13 00:00:00,10000,NIL
Chenab,Qadirabad Barrage,2018-04-14 00:00:00,13070,NIL
Chenab,Qadirabad Barrage,2018-04-15 00:00:00,11650,NIL
Chenab,Qadirabad Barrage,2018-04-16 00:00:00,9950,NIL
Chenab,Qadirabad Barrage,2018-04-17 00:00:00,6850,NIL
Chenab,Qadirabad Barrage,2018-04-18 00:00:00,10000,NIL
Chenab,Qadirabad Barrage,2018-04-19 00:00:00,9300,NIL
Chenab,Qadirabad Barrage,2018-04-20 00:00:00,13070,NIL
Chenab,Qadirabad Barrage,2018-04-21 00:00:00,13070,NIL
Chenab,Qadirabad Barrage,2018-04-22 00:00:00,16560,NIL
Chenab,Qadirabad Barrage,2018-04-23 00:00:00,19436,1436
Chenab,Qadirabad Barrage,2018-04-24 00:00:00,17000,NIL
Chenab,Qadirabad Barrage,2018-04-25 00:00:00,13000,NIL
Chenab,Qadirabad Barrage,2018-04-26 00:00:00,13000,NIL
Chenab,Qadirabad Barrage,2018-04-27 00:00:00,13000,NIL
Chenab,Qadirabad Barrage,2018-04-28 00:00:00,12500,NIL
Chenab,Qadirabad Barrage,2018-04-29 00:00:00,17550,NIL
Chenab,Qadirabad Barrage,2018-04-30 00:00:00,16000,NIL
Chenab,Trimmu H/W,2018-04-01 00:00:00,2260,NIL
Chenab,Trimmu H/W,2018-04-02 00:00:00,2260,NIL
Chenab,Trimmu H/W,2018-04-03 00:00:00,2032,NIL
Chenab,Trimmu H/W,2018-04-04 00:00:00,2032,NIL
Chenab,Trimmu H/W,2018-04-05 00:00:00,2088,NIL
Chenab,Trimmu H/W,2018-04-06 00:00:00,2805,NIL
Chenab,Trimmu H/W,2018-04-07 00:00:00,1842,NIL
Chenab,Trimmu H/W,2018-04-08 00:00:00,3128,NIL
Chenab,Trimmu H/W,2018-04-09 00:00:00,3700,NIL
Chenab,Trimmu H/W,2018-04-10 00:00:00,4520,NIL
Chenab,Trimmu H/W,2018-04-11 00:00:00,4520,NIL
Chenab,Trimmu H/W,2018-04-12 00:00:00,5064,NIL
Chenab,Trimmu H/W,2018-04-13 00:00:00,4665,NIL
Chenab,Trimmu H/W,2018-04-14 00:00:00,4665,NIL
Chenab,Trimmu H/W,2018-04-15 00:00:00,450,NIL
Chenab,Trimmu H/W,2018-04-16 00:00:00,4981,NIL
Chenab,Trimmu H/W,2018-04-17 00:00:00,7700,NIL
Chenab,Trimmu H/W,2018-04-18 00:00:00,7700,NIL
Chenab,Trimmu H/W,2018-04-19 00:00:00,9825,2125
Chenab,Trimmu H/W,2018-04-20 00:00:00,8726,NIL
Chenab,Trimmu H/W,2018-04-21 00:00:00,9200,NIL
Chenab,Trimmu H/W,2018-04-22 00:00:00,9200,NIL
Chenab,Trimmu H/W,2018-04-23 00:00:00,9200,NIL
Chenab,Trimmu H/W,2018-04-24 00:00:00,10258,NIL
Chenab,Trimmu H/W,2018-04-25 00:00:00,10739,NIL
Chenab,Trimmu H/W,2018-04-26 00:00:00,11929,729
Chenab,Trimmu H/W,2018-04-27 00:00:00,12584,NIL
Chenab,Trimmu H/W,2018-04-28 00:00:00,12908,NIL
Chenab,Trimmu H/W,2018-04-29 00:00:00,13700,NIL
Chenab,Trimmu H/W,2018-04-30 00:00:00,13700,NIL
Chenab,Panjnad H/W,2018-04-01 00:00:00,1751,NIL
Chenab,Panjnad H/W,2018-04-02 00:00:00,1869,NIL
Chenab,Panjnad H/W,2018-04-03 00:00:00,1728,NIL
Chenab,Panjnad H/W,2018-04-04 00:00:00,1751,NIL
Chenab,Panjnad H/W,2018-04-05 00:00:00,1941,NIL
Chenab,Panjnad H/W,2018-04-06 00:00:00,1845,NIL
Chenab,Panjnad H/W,2018-04-07 00:00:00,1705,NIL
Chenab,Panjnad H/W,2018-04-08 00:00:00,Hdg-Up,NIL
Chenab,Panjnad H/W,2018-04-09 00:00:00,800,NIL
Chenab,Panjnad H/W,2018-04-10 00:00:00,800,NIL
Chenab,Panjnad H/W,2018-04-11 00:00:00,800,NIL
Chenab,Panjnad H/W,2018-04-12 00:00:00,1037,NIL
Chenab,Panjnad H/W,2018-04-13 00:00:00,1037,NIL
Chenab,Panjnad H/W,2018-04-14 00:00:00,1037,NIL
Chenab,Panjnad H/W,2018-04-15 00:00:00,1616,NIL
Chenab,Panjnad H/W,2018-04-16 00:00:00,1534,NIL
Chenab,Panjnad H/W,2018-04-17 00:00:00,1494,NIL
Chenab,Panjnad H/W,2018-04-18 00:00:00,1596,NIL
Chenab,Panjnad H/W,2018-04-19 00:00:00,1658,NIL
Chenab,Panjnad H/W,2018-04-20 00:00:00,2406,NIL
Chenab,Panjnad H/W,2018-04-21 00:00:00,3261,NIL
Chenab,Panjnad H/W,2018-04-22 00:00:00,2885,NIL
Chenab,Panjnad H/W,2018-04-23 00:00:00,2654,NIL
Chenab,Panjnad H/W,2018-04-24 00:00:00,3354,NIL
Chenab,Panjnad H/W,2018-04-25 00:00:00,3597,NIL
Chenab,Panjnad H/W,2018-04-26 00:00:00,3785,NIL
Chenab,Panjnad H/W,2018-04-27 00:00:00,3912,NIL
Chenab,Panjnad H/W,2018-04-28 00:00:00,4304,NIL
Chenab,Panjnad H/W,2018-04-29 00:00:00,3535,NIL
Chenab,Panjnad H/W,2018-04-30 00:00:00,3880,NIL
Ravi,Balloki H/W,2018-04-01 00:00:00,904.5,633
Ravi,Balloki H/W,2018-04-02 00:00:00,904.5,633
Ravi,Balloki H/W,2018-04-03 00:00:00,904.5,633
Ravi,Balloki H/W,2018-04-04 00:00:00,904.5,633
Ravi,Balloki H/W,2018-04-05 00:00:00,904.5,633
Ravi,Balloki H/W,2018-04-06 00:00:00,904.5,633
Ravi,Balloki H/W,2018-04-07 00:00:00,904.5,633
Ravi,Balloki H/W,2018-04-08 00:00:00,904.5,632.5
Ravi,Balloki H/W,2018-04-09 00:00:00,904.5,632.5
Ravi,Balloki H/W,2018-04-10 00:00:00,904.5,632.5
Ravi,Balloki H/W,2018-04-11 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-12 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-13 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-14 00:00:00,904.4,632
Ravi,Balloki H/W,2018-04-15 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-16 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-17 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-18 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-19 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-20 00:00:00,904.4,632.5
Ravi,Balloki H/W,2018-04-21 00:00:00,904.4,633
Ravi,Balloki H/W,2018-04-22 00:00:00,904.3,633
Ravi,Balloki H/W,2018-04-23 00:00:00,904.3,633
Ravi,Balloki H/W,2018-04-24 00:00:00,904.3,633
Ravi,Balloki H/W,2018-04-25 00:00:00,904.3,633
Ravi,Balloki H/W,2018-04-26 00:00:00,904.3,633
Ravi,Balloki H/W,2018-04-27 00:00:00,904.3,633
Ravi,Balloki H/W,2018-04-28 00:00:00,904.3,633
Ravi,Balloki H/W,2018-04-29 00:00:00,904.3,633
Ravi,Balloki H/W,2018-04-30 00:00:00,904.3,633
Ravi,Sidhnai H/W,2018-04-01 00:00:00,1600,NIL
Ravi,Sidhnai H/W,2018-04-02 00:00:00,1600,NIL
Ravi,Sidhnai H/W,2018-04-03 00:00:00,1600,NIL
Ravi,Sidhnai H/W,2018-04-04 00:00:00,2281,661
Ravi,Sidhnai H/W,2018-04-05 00:00:00,2922,1322
Ravi,Sidhnai H/W,2018-04-06 00:00:00,2922,1322
Ravi,Sidhnai H/W,2018-04-07 00:00:00,2595,995
Ravi,Sidhnai H/W,2018-04-08 00:00:00,1600,NIL
Ravi,Sidhnai H/W,2018-04-09 00:00:00,2595,995
Ravi,Sidhnai H/W,2018-04-10 00:00:00,3600,NIL
Ravi,Sidhnai H/W,2018-04-11 00:00:00,2800,NIL
Ravi,Sidhnai H/W,2018-04-12 00:00:00,3000,NIL
Ravi,Sidhnai H/W,2018-04-13 00:00:00,3600,NIL
Ravi,Sidhnai H/W,2018-04-14 00:00:00,4100,NIL
Ravi,Sidhnai H/W,2018-04-15 00:00:00,3600,NIL
Ravi,Sidhnai H/W,2018-04-16 00:00:00,4100,NIL
Ravi,Sidhnai H/W,2018-04-17 00:00:00,5652,NIL
Ravi,Sidhnai H/W,2018-04-18 00:00:00,6163,NIL
Ravi,Sidhnai H/W,2018-04-19 00:00:00,5752,NIL
Ravi,Sidhnai H/W,2018-04-20 00:00:00,6152,NIL
Ravi,Sidhnai H/W,2018-04-21 00:00:00,7900,NIL
Ravi,Sidhnai H/W,2018-04-22 00:00:00,8500,NIL
Ravi,Sidhnai H/W,2018-04-23 00:00:00,7100,NIL
Ravi,Sidhnai H/W,2018-04-24 00:00:00,8300,NIL
Ravi,Sidhnai H/W,2018-04-25 00:00:00,9700,NIL
Ravi,Sidhnai H/W,2018-04-26 00:00:00,9700,NIL
Ravi,Sidhnai H/W,2018-04-27 00:00:00,9700,NIL
Ravi,Sidhnai H/W,2018-04-28 00:00:00,11373,NIL
Ravi,Sidhnai H/W,2018-04-29 00:00:00,12300,NIL
Ravi,Sidhnai H/W,2018-04-30 00:00:00,12300,NIL
Sutlej,Suleimanki H/W,2018-04-01 00:00:00,9691,4654
Sutlej,Suleimanki H/W,2018-04-02 00:00:00,10627,5590
Sutlej,Suleimanki H/W,2018-04-03 00:00:00,10502,5465
Sutlej,Suleimanki H/W,2018-04-04 00:00:00,5475,438
Sutlej,Suleimanki H/W,2018-04-05 00:00:00,5362,825
Sutlej,Suleimanki H/W,2018-04-06 00:00:00,5037,NIL
Sutlej,Suleimanki H/W,2018-04-07 00:00:00,5037,NIL
Sutlej,Suleimanki H/W,2018-04-08 00:00:00,5473,436
Sutlej,Suleimanki H/W,2018-04-09 00:00:00,6121,1084
Sutlej,Suleimanki H/W,2018-04-10 00:00:00,5910,873
Sutlej,Suleimanki H/W,2018-04-11 00:00:00,6948,1911
Sutlej,Suleimanki H/W,2018-04-12 00:00:00,6948,1911
Sutlej,Suleimanki H/W,2018-04-13 00:00:00,7148,2111
Sutlej,Suleimanki H/W,2018-04-14 00:00:00,6543,1506
Sutlej,Suleimanki H/W,2018-04-15 00:00:00,6937,1900
Sutlej,Suleimanki H/W,2018-04-16 00:00:00,6937,1900
Sutlej,Suleimanki H/W,2018-04-17 00:00:00,6797,1760
Sutlej,Suleimanki H/W,2018-04-18 00:00:00,6526,1489
Sutlej,Suleimanki H/W,2018-04-19 00:00:00,5482,445
Sutlej,Suleimanki H/W,2018-04-20 00:00:00,5037,NIL
Sutlej,Suleimanki H/W,2018-04-21 00:00:00,5037,NIL
Sutlej,Suleimanki H/W,2018-04-22 00:00:00,5478,441
Sutlej,Suleimanki H/W,2018-04-23 00:00:00,7055,2018
Sutlej,Suleimanki H/W,2018-04-24 00:00:00,8190,2152
Sutlej,Suleimanki H/W,2018-04-25 00:00:00,9401,3163
Sutlej,Suleimanki H/W,2018-04-26 00:00:00,8927,1994
Sutlej,Suleimanki H/W,2018-04-27 00:00:00,9200,2264
Sutlej,Suleimanki H/W,2018-04-28 00:00:00,7241,NIL
Sutlej,Suleimanki H/W,2018-04-29 00:00:00,7241,NIL
Sutlej,Suleimanki H/W,2018-04-30 00:00:00,7129,NIL
Indus,Kalabagh,Indus,25823,N.R
Indus,Kalabagh,Indus,41533,N.R
Indus,Kalabagh,Indus,36858,N.R
Indus,Kalabagh,Indus,31177,N.R
Indus,Kalabagh,Indus,30220,N.R
Indus,Kalabagh,Indus,25562,N.R
Indus,Kalabagh,Indus,32316,N.R
Indus,Kalabagh,Indus,51388,N.R
Indus,Kalabagh,Indus,44238,N.R
Indus,Kalabagh,Indus,42982,N.R
Indus,Kalabagh,Indus,42712,N.R
Indus,Kalabagh,Indus,47858,N.R
Indus,Kalabagh,Indus,37835,N.R
Indus,Kalabagh,Indus,42431,N.R
Indus,Kalabagh,Indus,44586,N.R
Indus,Kalabagh,Indus,57770,N.R
Indus,Kalabagh,Indus,61319,N.R
Indus,Kalabagh,Indus,64973,N.R
Indus,Kalabagh,Indus,60935,N.R
Indus,Kalabagh,Indus,58187,N.R
Indus,Kalabagh,Indus,45093,N.R
Indus,Kalabagh,Indus,42283,N.R
Indus,Kalabagh,Indus,47717,N.R
Indus,Kalabagh,Indus,67566,N.R
Indus,Kalabagh,Indus,69262,N.R
Indus,Kalabagh,Indus,70484,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,N.R,N.R
Indus,Kalabagh,Jhelum,15500,N.R
Indus,Kalabagh,Jhelum,11000,N.R
Indus,Kalabagh,Jhelum,13091,N.R
Indus,Kalabagh,Jhelum,12341,N.R
Indus,Kalabagh,Jhelum,18895,N.R
Indus,Kalabagh,Jhelum,1111,N.R
Indus,Kalabagh,Jhelum,13555,N.R
Indus,Kalabagh,Jhelum,17460,N.R
Indus,Kalabagh,Jhelum,13555,N.R
Indus,Kalabagh,Jhelum,11304,N.R
Indus,Kalabagh,Jhelum,13645,N.R
Indus,Kalabagh,Jhelum,9996,N.R
Indus,Kalabagh,Jhelum,9996,N.R
Indus,Kalabagh,Jhelum,8996,N.R
Indus,Kalabagh,Jhelum,16353,N.R
Indus,Kalabagh,Jhelum,16455,N.R
Indus,Kalabagh,Jhelum,13645,N.R
Indus,Kalabagh,Jhelum,12996,N.R
Indus,Kalabagh,Jhelum,19550,N.R
Indus,Kalabagh,Jhelum,31265,N.R
Indus,Kalabagh,Jhelum,31765,N.R
Indus,Kalabagh,Jhelum,28065,N.R
Indus,Kalabagh,Jhelum,24160,N.R
Indus,Kalabagh,Jhelum,24160,N.R
Indus,Kalabagh,Jhelum,28065,N.R
Indus,Kalabagh,Jhelum,23955,N.R
Indus,Kalabagh,Jhelum,24160,N.R
Indus,Kalabagh,Jhelum,24160,N.R
