River,Gauge Site,Date,Up Stream,Down Stream
INDUS,Guddu,20-Jun-20,NR,NR
INDUS,Sukkar,20-Jun-20,NR,NR
INDUS,Kotri,20-Jun-20,NR,NR
JHELUM,Kotli,16-Jun-20,,N.R
JHELUM,Mangla,21-Jun-20,NR,NR
JHELUM,Rasul,11-Jul-20,7840,NIL
JHELUM,Khushab bridge,04-Sept-20,-,114604
CHENAB,Jammu Tavi,16-Jun-20,,
CHENAB,Marala,27-Aug-20,280294,270294
CHENAB,Khanki,13-Oct-20,7547,NIL
CHENAB,Qadirabad,17-Jun-20,13570,NIL
CHENAB,Trimmu,27-Jul-20,14600,NIL
CHENAB,Punjnad,10-Jul-20,15106,NIL
RAVI,Jassar,16-Jun-20,,6014
RAVI,Shahdara,16-Jun-20,,20061
RAVI,Balloki,16-Jun-20,33595,2945
RAVI,Sidhnai,16-Jun-20,17539,3639
SUTLEJ,Bhakra,16-Jun-20,,
SUTLEJ,Sulemanki,11-Oct-20,11500,Nil
SUTLEJ,Islam,17-Jun-20,1530,NIL
INDUS,Kalabagh,03-Sept-20,456212,453212
INDUS,Chashma,21-Jun-20,NR,NR
INDUS,Taunsa,06-Sept-20,479866,479866
INDUS,Guddu,21-Jun-20,NR,NR
INDUS,Sukkar,21-Jun-20,NR,NR
INDUS,Kotri,21-Jun-20,NR,NR
JHELUM,Kotli,17-Jun-20,,N.R
JHELUM,Mangla,21-Jun-20,NR,NR
JHELUM,Rasul,22-Jul-20,7945,NIL
JHELUM,Khushab bridge,30-Aug-20,-,110224
CHENAB,Jammu Tavi,17-Jun-20,,
CHENAB,Marala,28-Aug-20,255432,250432
CHENAB,Khanki,13-Oct-20,7547,NIL
CHENAB,Qadirabad,17-Jun-20,13570,NIL
CHENAB,Trimmu,27-Jul-20,14600,NIL
CHENAB,Punjnad,11-Jul-20,15106,NIL
RAVI,Jassar,17-Jun-20,,6014
RAVI,Shahdara,17-Jun-20,,20626
RAVI,Balloki,17-Jun-20,33595,2945
RAVI,Sidhnai,17-Jun-20,18327,4627
SUTLEJ,Bhakra,17-Jun-20,,
SUTLEJ,Sulemanki,12-Oct-20,11500,Nil
SUTLEJ,Islam,17-Jun-20,1530,NIL
INDUS,Kalabagh,03-Sept-20,456212,453212
INDUS,Chashma,21-Jun-20,NR,NR
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,21-Jun-20,NR,NR
INDUS,Sukkar,21-Jun-20,NR,NR
INDUS,Kotri,21-Jun-20,NR,NR
JHELUM,Kotli,17-Jun-20,-,NR
JHELUM,Mangla,22-Jun-20,NR,NR
JHELUM,Rasul,23-Jul-20,7945,NIL
JHELUM,Khushab bridge,05-Sept-20,-,110224
CHENAB,Jammu Tavi,17-Jun-20,-,-
CHENAB,Marala,27-Aug-20,249134,239134
CHENAB,Khanki,15-Oct-20,7474,NIL
CHENAB,Qadirabad,17-Jun-20,13570,NIL
CHENAB,Trimmu,28-Jul-20,14246,NIL
CHENAB,Punjnad,11-Jul-20,14837,NIL
RAVI,Jassar,17-Jun-20,-,5168
RAVI,Shahdara,17-Jun-20,-,20626
RAVI,Balloki,17-Jun-20,33025,2375
RAVI,Sidhnai,17-Jun-20,18327,4627
SUTLEJ,Bhakra,17-Jun-20,-,-
SUTLEJ,Sulemanki,12-Oct-20,11500,NIL
SUTLEJ,Islam,17-Jun-20,1530,NIL
INDUS,Kalabagh,03-Sept-20,455325,452325
INDUS,Chashma,22-Jun-20,NR,NR
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,22-Jun-20,NR,NR
INDUS,Sukkar,22-Jun-20,NR,NR
INDUS,Kotri,22-Jun-20,NR,NR
JHELUM,Kotli,17-Jun-20,-,NR
JHELUM,Mangla,23-Jun-20,NR,NR
JHELUM,Rasul,23-Jul-20,7945,NIL
JHELUM,Khushab bridge,05-Sept-20,-,110224
CHENAB,Jammu Tavi,17-Jun-20,-,-
CHENAB,Marala,27-Aug-20,249134,239134
CHENAB,Khanki,15-Oct-20,7474,NIL
CHENAB,Qadirabad,17-Jun-20,15295,NIL
CHENAB,Trimmu,07-Aug-20,14900,NIL
CHENAB,Punjnad,11-Jul-20,14837,NIL
RAVI,Jassar,17-Jun-20,-,6014
RAVI,Shahdara,17-Jun-20,-,20626
RAVI,Balloki,17-Jun-20,33595,2945
RAVI,Sidhnai,17-Jun-20,18327,4627
SUTLEJ,Bhakra,17-Jun-20,,
SUTLEJ,Sulemanki,12-Oct-20,11009,NIL
SUTLEJ,Islam,18-Jun-20,1530,NIL
INDUS,Kalabagh,02-Sept-20,451903,448403
INDUS,Chashma,23-Jun-20,NR,NR
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,23-Jun-20,NR,NR
INDUS,Sukkar,23-Jun-20,NR,NR
INDUS,Kotri,23-Jun-20,NR,NR
JHELUM,Kotli,17-Jun-20,-,NR
JHELUM,Mangla,23-Jun-20,NR,NR
JHELUM,Rasul,24-Jul-20,7970,NIL
JHELUM,Khushab bridge,30-Aug-20,-,107212
CHENAB,Jammu Tavi,17-Jun-20,-,-
CHENAB,Marala,28-Aug-20,236192,231192
CHENAB,Khanki,01-Oct-20,7828,-
CHENAB,Qadirabad,18-Jun-20,16420,NIL
CHENAB,Trimmu,07-Aug-20,14464,NIL
CHENAB,Punjnad,11-Jul-20,14837,NIL
RAVI,Jassar,17-Jun-20,-,4999
RAVI,Shahdara,17-Jun-20,-,20626
RAVI,Balloki,17-Jun-20,30650,NIL
RAVI,Sidhnai,17-Jun-20,18166,3966
SUTLEJ,Bhakra,17-Jun-20,-,-
SUTLEJ,Sulemanki,12-Oct-20,11009,NIL
SUTLEJ,Islam,18-Jun-20,1530,NIL
INDUS,Kalabagh,02-Sept-20,451903,448403
INDUS,Chashma,23-Jun-20,NR,NR
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,23-Jun-20,NR,NR
INDUS,Sukkar,23-Jun-20,NR,NR
INDUS,Kotri,23-Jun-20,NR,NR
JHELUM,Kotli,18-Jun-20,-,NR
JHELUM,Mangla,16-Jun-20,N.R,N.R
JHELUM,Rasul,24-Jul-20,7945,NIL
JHELUM,Khushab bridge,30-Aug-20,-,107212
CHENAB,Jammu Tavi,18-Jun-20,-,-
CHENAB,Marala,28-Aug-20,231670,226670
CHENAB,Khanki,02-Oct-20,7729,-
CHENAB,Qadirabad,15-Jul-20,22000,NIL
CHENAB,Trimmu,07-Aug-20,13943,NIL
CHENAB,Punjnad,12-Jul-20,14837,NIL
RAVI,Jassar,18-Jun-20,-,4999
RAVI,Shahdara,18-Jun-20,-,21191
RAVI,Balloki,18-Jun-20,30650,NIL
RAVI,Sidhnai,18-Jun-20,18166,3966
SUTLEJ,Bhakra,18-Jun-20,-,-
SUTLEJ,Sulemanki,13-Oct-20,11009,NIL
SUTLEJ,Islam,18-Jun-20,530,NIL
INDUS,Kalabagh,02-Sept-20,451903,448403
INDUS,Chashma,11-Oct-20,NR,NR
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,27-Aug-20,NR,NR
INDUS,Sukkar,27-Aug-20,NR,NR
INDUS,Kotri,27-Aug-20,NR,NR
JHELUM,Kotli,18-Jun-20,,N.R
JHELUM,Mangla,22-Jun-20,N.R,N.R
JHELUM,Rasul,30-Jul-20,7495,NIL
JHELUM,Khushab bridge,30-Aug-20,-,107212
CHENAB,Jammu Tavi,18-Jun-20,,
CHENAB,Marala,28-Aug-20,225438,220438
CHENAB,Khanki,28-Aug-20,292093,286230
CHENAB,Qadirabad,15-Jul-20,21000,NIL
CHENAB,Trimmu,08-Aug-20,13586,NIL
CHENAB,Punjnad,12-Jul-20,15280,NIL
RAVI,Jassar,18-Jun-20,,4829
RAVI,Shahdara,18-Jun-20,,21191
RAVI,Balloki,18-Jun-20,30650,NIL
RAVI,Sidhnai,18-Jun-20,18166,3966
SUTLEJ,Bhakra,18-Jun-20,,
SUTLEJ,Sulemanki,13-Oct-20,11009,NIL
SUTLEJ,Islam,19-Jun-20,530,NIL
INDUS,Kalabagh,02-Sept-20,451803,448403
INDUS,Chashma,16-Jun-20,N.R,N.R
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,28-Aug-20,NR,NR
INDUS,Sukkar,28-Aug-20,NR,NR
INDUS,Kotri,28-Aug-20,NR,NR
JHELUM,Kotli,18-Jun-20,,
JHELUM,Mangla,28-Aug-20,90000,125803
JHELUM,Rasul,31-Jul-20,7495,NIL
JHELUM,Khushab bridge,04-Sept-20,-,107212
CHENAB,Jammu Tavi,18-Jun-20,,
CHENAB,Marala,27-Aug-20,224206,214206
CHENAB,Khanki,28-Aug-20,292093,286230
CHENAB,Qadirabad,23-Jul-20,20000,NIL
CHENAB,Trimmu,08-Aug-20,13185,NIL
CHENAB,Punjnad,12-Jul-20,15280,NIL
RAVI,Jassar,18-Jun-20,,4999
RAVI,Shahdara,18-Jun-20,,21191
RAVI,Balloki,18-Jun-20,30650,-
RAVI,Sidhnai,18-Jun-20,17067,2317
SUTLEJ,Bhakra,18-Jun-20,,
SUTLEJ,Sulemanki,13-Oct-20,11009,NIL
SUTLEJ,Islam,19-Jun-20,530,NIL
INDUS,Kalabagh,02-Sept-20,451703,448403
INDUS,Chashma,04-Sept-20,478348,475848
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,28-Aug-20,NR,NR
INDUS,Sukkar,28-Aug-20,NR,NR
INDUS,Kotri,28-Aug-20,NR,NR
JHELUM,Kotli,18-Jun-20,,NR
JHELUM,Mangla,28-Aug-20,80000,125803
JHELUM,Rasul,31-Jul-20,7495,NIL
JHELUM,Khushab bridge,05-Sept-20,-,107212
CHENAB,Jammu Tavi,18-Jun-20,,
CHENAB,Marala,28-Aug-20,212974,207974
CHENAB,Khanki,28-Aug-20,292093,286230
CHENAB,Qadirabad,24-Jul-20,20000,NIL
CHENAB,Trimmu,08-Aug-20,13185,NIL
CHENAB,Punjnad,12-Jul-20,15280,NIL
RAVI,Jassar,18-Jun-20,,4999
RAVI,Shahdara,18-Jun-20,,21191
RAVI,Balloki,18-Jun-20,31840,1190
RAVI,Sidhnai,18-Jun-20,17017,2317
SUTLEJ,Bhakra,18-Jun-20,,
SUTLEJ,Sulemanki,13-Oct-20,11009,NIL
SUTLEJ,Islam,19-Jun-20,530,NIL
INDUS,Kalabagh,03-Sept-20,447583,444584
INDUS,Chashma,04-Sept-20,475947,473447
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,31-Aug-20,NR,NR
INDUS,Sukkar,31-Aug-20,NR,NR
INDUS,Kotri,31-Aug-20,NR,NR
JHELUM,Kotli,19-Jun-20,,NR
JHELUM,Mangla,28-Aug-20,80000,125000
JHELUM,Rasul,31-Jul-20,7495,NIL
JHELUM,Khushab bridge,29-Aug-20,-,104199
CHENAB,Jammu Tavi,19-Jun-20,,
CHENAB,Marala,27-Aug-20,212767,202767
CHENAB,Khanki,28-Aug-20,292093,286230
CHENAB,Qadirabad,24-Jul-20,20000,NIL
CHENAB,Trimmu,08-Aug-20,13943,NIL
CHENAB,Punjnad,13-Jul-20,15280,NIL
RAVI,Jassar,19-Jun-20,,4999
RAVI,Shahdara,19-Jun-20,,20626
RAVI,Balloki,19-Jun-20,32430,1730
RAVI,Sidhnai,19-Jun-20,16022,1322
SUTLEJ,Bhakra,19-Jun-20,,
SUTLEJ,Sulemanki,14-Oct-20,11009,NIL
SUTLEJ,Islam,20-Jun-20,530,NIL
INDUS,Kalabagh,03-Sept-20,447584,444584
INDUS,Chashma,04-Sept-20,475623,473123
INDUS,Taunsa,05-Sept-20,469204,469204
INDUS,Guddu,31-Aug-20,NR,NR
INDUS,Sukkar,31-Aug-20,NR,NR
INDUS,Kotri,31-Aug-20,NR,NR
JHELUM,Kotli,19-Jun-20,,N.R
JHELUM,Mangla,28-Aug-20,80000,125000
JHELUM,Rasul,31-Jul-20,6995,NIL
JHELUM,Khushab bridge,30-Aug-20,-,104199
CHENAB,Jammu Tavi,19-Jun-20,,
CHENAB,Marala,27-Aug-20,212767,202767
CHENAB,Khanki,28-Aug-20,256202,250339
CHENAB,Qadirabad,25-Jul-20,20000,NIL
CHENAB,Trimmu,09-Aug-20,13185,NIL
CHENAB,Punjnad,15-Jul-20,14480,NIL
RAVI,Jassar,19-Jun-20,-,5168
RAVI,Shahdara,19-Jun-20,_,20626
RAVI,Balloki,19-Jun-20,32430,1780
RAVI,Sidhnai,19-Jun-20,15361,661
SUTLEJ,Bhakra,19-Jun-20,,
SUTLEJ,Sulemanki,14-Oct-20,11009,NIL
SUTLEJ,Islam,20-Jun-20,530,NIL
INDUS,Kalabagh,03-Sept-20,447584,444584
INDUS,Chashma,03-Sept-20,472206,469706
INDUS,Taunsa,05-Sept-20,466149,466149
INDUS,Guddu,01-Sept-20,NR,NR
INDUS,Sukkar,01-Sept-20,NR,NR
INDUS,Kotri,01-Sept-20,NR,NR
JHELUM,Kotli,19-Jun-20,NR,NR
JHELUM,Mangla,28-Aug-20,90000,108477
JHELUM,Rasul,02-Aug-20,6995,NIL
JHELUM,Khushab bridge,01-Sept-20,-,104199
CHENAB,Jammu Tavi,19-Jun-20,,
CHENAB,Marala,28-Aug-20,207730,202080
CHENAB,Khanki,28-Aug-20,256202,250339
CHENAB,Qadirabad,25-Jul-20,19000,NIL
CHENAB,Trimmu,09-Aug-20,13636,NIL
CHENAB,Punjnad,15-Jul-20,14480,NIL
RAVI,Jassar,19-Jun-20,,4999
RAVI,Shahdara,19-Jun-20,,20626
RAVI,Balloki,19-Jun-20,34475,3825
RAVI,Sidhnai,19-Jun-20,15361,661
SUTLEJ,Bhakra,19-Jun-20,,
SUTLEJ,Sulemanki,14-Oct-20,11009,NIL
SUTLEJ,Islam,20-Jun-20,530,NIL
INDUS,Kalabagh,02-Sept-20,441615,438115
INDUS,Chashma,05-Sept-20,467649,465149
INDUS,Taunsa,05-Sept-20,466149,466149
INDUS,Guddu,01-Sept-20,NR,NR
INDUS,Sukkar,01-Sept-20,NR,NR
INDUS,Kotri,01-Sept-20,NR,NR
JHELUM,Kotli,19-Jun-20,,NR
JHELUM,Mangla,27-Aug-20,130000,99814
JHELUM,Rasul,02-Aug-20,7895,NIL
JHELUM,Khushab bridge,01-Sept-20,-,104199
CHENAB,Jammu Tavi,19-Jun-20,,
CHENAB,Marala,28-Aug-20,207730,202080
CHENAB,Khanki,28-Aug-20,256202,250339
CHENAB,Qadirabad,25-Jul-20,17000,NIL
CHENAB,Trimmu,09-Aug-20,13943,NIL
CHENAB,Punjnad,15-Jul-20,14480,NIL
RAVI,Jassar,19-Jun-20,,5845
RAVI,Shahdara,19-Jun-20,,20061
RAVI,Balloki,19-Jun-20,34475,3825
RAVI,Sidhnai,19-Jun-20,15361,661
SUTLEJ,Bhakra,19-Jun-20,,
SUTLEJ,Sulemanki,14-Oct-20,11009,NIL
SUTLEJ,Islam,21-Jun-20,530,NIL
INDUS,Kalabagh,02-Sept-20,433390,429890
INDUS,Chashma,04-Sept-20,466780,464280
INDUS,Taunsa,06-Sept-20,464731,464731
INDUS,Guddu,02-Sept-20,NR,NR
INDUS,Sukkar,02-Sept-20,NR,NR
INDUS,Kotri,02-Sept-20,NR,NR
JHELUM,Kotli,20-Jun-20,,NR
JHELUM,Mangla,27-Aug-20,120000,99814
JHELUM,Rasul,03-Aug-20,7895,NIL
JHELUM,Khushab bridge,04-Sept-20,-,104199
CHENAB,Jammu Tavi,20-Jun-20,,
CHENAB,Marala,27-Aug-20,205510,195510
CHENAB,Khanki,28-Aug-20,256202,250339
CHENAB,Qadirabad,25-Jul-20,17900,NIL
CHENAB,Trimmu,09-Aug-20,13943,NIL
CHENAB,Punjnad,16-Jul-20,14480,NIL
RAVI,Jassar,20-Jun-20,,6014
RAVI,Shahdara,20-Jun-20,,20626
RAVI,Balloki,20-Jun-20,32830,1780
RAVI,Sidhnai,20-Jun-20,15361,661
SUTLEJ,Bhakra,20-Jun-20,,
SUTLEJ,Sulemanki,15-Oct-20,11009,NIL
SUTLEJ,Islam,21-Jun-20,530,NIL
INDUS,Kalabagh,02-Sept-20,433490,429890
INDUS,Chashma,04-Sept-20,465107,462607
INDUS,Taunsa,06-Sept-20,464731,464731
INDUS,Guddu,02-Sept-20,NR,NR
INDUS,Sukkar,02-Sept-20,NR,NR
INDUS,Kotri,02-Sept-20,NR,NR
JHELUM,Kotli,20-Jun-20,0,N.R
JHELUM,Mangla,28-Aug-20,120000,99814
JHELUM,Rasul,03-Aug-20,7920,NIL
JHELUM,Khushab bridge,01-Sept-20,-,101187
CHENAB,Jammu Tavi,20-Jun-20,0,0
CHENAB,Marala,27-Aug-20,205510,195510
CHENAB,Khanki,28-Aug-20,256202,250339
CHENAB,Qadirabad,26-Jul-20,19250,NIL
CHENAB,Trimmu,10-Aug-20,13943,NIL
CHENAB,Punjnad,16-Jul-20,13227,NIL
RAVI,Jassar,20-Jun-20,-,6353
RAVI,Shahdara,20-Jun-20,_,20626
RAVI,Balloki,20-Jun-20,33425,2375
RAVI,Sidhnai,20-Jun-20,15361,661
SUTLEJ,Bhakra,20-Jun-20,0,0
SUTLEJ,Sulemanki,15-Oct-20,11009,NIL
SUTLEJ,Islam,21-Jun-20,530,NIL
INDUS,Kalabagh,02-Sept-20,433390,429890
INDUS,Chashma,04-Sept-20,460467,457967
INDUS,Taunsa,06-Sept-20,464731,464731
INDUS,Guddu,03-Sept-20,NR,NR
INDUS,Sukkar,03-Sept-20,NR,NR
INDUS,Kotri,03-Sept-20,NR,NR
JHELUM,Kotli,20-Jun-20,NR,NR
JHELUM,Mangla,28-Aug-20,105000,99814
JHELUM,Rasul,04-Aug-20,7920,NIL
JHELUM,Khushab bridge,04-Sept-20,-,101187
CHENAB,Jammu Tavi,20-Jun-20,,
CHENAB,Marala,27-Aug-20,205510,195510
CHENAB,Khanki,28-Aug-20,256202,250339
CHENAB,Qadirabad,10-Sept-20,19000,Nil
CHENAB,Trimmu,10-Aug-20,13384,NIL
CHENAB,Punjnad,16-Jul-20,13227,NIL
RAVI,Jassar,20-Jun-20,,5845
RAVI,Shahdara,20-Jun-20,,20061
RAVI,Balloki,20-Jun-20,32830,1780
RAVI,Sidhnai,20-Jun-20,14700,NIL
SUTLEJ,Bhakra,20-Jun-20,,
SUTLEJ,Sulemanki,06-Sept-20,-,-
SUTLEJ,Islam,21-Jun-20,530,NIL
INDUS,Kalabagh,02-Sept-20,431577,428077
INDUS,Chashma,03-Sept-20,461587,457678
INDUS,Taunsa,06-Sept-20,464731,464731
INDUS,Guddu,03-Sept-20,NR,NR
INDUS,Sukkar,03-Sept-20,NR,NR
INDUS,Kotri,03-Sept-20,NR,NR
JHELUM,Kotli,20-Jun-20,NR,NR
JHELUM,Mangla,28-Aug-20,115000,99814
JHELUM,Rasul,04-Aug-20,7920,Nil
JHELUM,Khushab bridge,05-Sept-20,-,101187
CHENAB,Jammu Tavi,20-Jun-20,_,_
CHENAB,Marala,28-Aug-20,197410,191760
CHENAB,Khanki,28-Aug-20,248942,243082
CHENAB,Qadirabad,10-Sept-20,19000,NIL
CHENAB,Trimmu,10-Aug-20,13284,NIL
CHENAB,Punjnad,17-Jul-20,13227,NIL
RAVI,Jassar,20-Jun-20,_,6014
RAVI,Shahdara,20-Jun-20,_,20626
RAVI,Balloki,20-Jun-20,32830,1780
RAVI,Sidhnai,20-Jun-20,13914,NIL
SUTLEJ,Bhakra,20-Jun-20,_,_
SUTLEJ,Sulemanki,02-Oct-20,13709,-
SUTLEJ,Islam,22-Jun-20,530,NIL
INDUS,Kalabagh,03-Sept-20,430010,427085
INDUS,Chashma,05-Sept-20,459224,456724
INDUS,Taunsa,06-Sept-20,464731,464731
INDUS,Guddu,04-Sept-20,NR,NR
INDUS,Sukkar,04-Sept-20,NR,NR
INDUS,Kotri,04-Sept-20,NR,NR
JHELUM,Kotli,21-Jun-20,-,NR
JHELUM,Mangla,28-Aug-20,99800,99814
JHELUM,Rasul,04-Aug-20,7920,NIL
JHELUM,Khushab bridge,29-Aug-20,-,98174
CHENAB,Jammu Tavi,21-Jun-20,_,_
CHENAB,Marala,28-Aug-20,197410,191760
CHENAB,Khanki,28-Aug-20,241947,236084
CHENAB,Qadirabad,10-Sept-20,19450,Nil
CHENAB,Trimmu,10-Aug-20,13284,NIL
CHENAB,Punjnad,17-Jul-20,15451,NIL
RAVI,Jassar,21-Jun-20,_,6014
RAVI,Shahdara,21-Jun-20,_,21756
RAVI,Balloki,21-Jun-20,33030,1780
RAVI,Sidhnai,21-Jun-20,13538,NIL
SUTLEJ,Bhakra,21-Jun-20,_,_
