River,Gauge Site,Date,Up Stream,Down Stream
INDUS,Taunsa,02-Sept-20,354851,354851
INDUS,Guddu,29-Aug-20,226298,216298
INDUS,Sukkar,30-Aug-20,205165,200465
INDUS,Kotri,03-Sept-20,168650,168300
JHELUM,Kotli,19-Jul-20,-,-
JHELUM,Mangla,25-Jul-20,31000,56469
JHELUM,Rasul,03-Sept-20,71761,71761
JHELUM,Khushab bridge,19-Jun-20,,35475
CHENAB,Jammu Tavi,19-Jul-20,-,-
CHENAB,Marala,30-Aug-20,66425,60725
CHENAB,Khanki,31-Aug-20,76462,70599
CHENAB,Qadirabad,02-Oct-20,20000,-
CHENAB,Trimmu,03-Sept-20,151873,143873
CHENAB,Punjnad,14-Oct-20,12241,NIL
RAVI,Jassar,19-Jul-20,-,8846
RAVI,Shahdara,19-Jul-20,-,28014
RAVI,Balloki,19-Jul-20,46120,16220
RAVI,Sidhnai,19-Jul-20,19957,4627
SUTLEJ,Bhakra,19-Jul-20,-,-
SUTLEJ,Sulemanki,02-Sept-20,18740,6176
SUTLEJ,Islam,19-Sept-20,1230,NIL
INDUS,Kalabagh,14-Jul-20,243307,235307
INDUS,Chashma,18-Jul-20,226612,220012
INDUS,Taunsa,02-Sept-20,351323,351323
INDUS,Guddu,25-Aug-20,229224,208222
INDUS,Sukkar,30-Aug-20,205165,200465
INDUS,Kotri,02-Sept-20,162461,162111
JHELUM,Kotli,20-Jul-20,-,-
JHELUM,Mangla,01-Oct-20,13000,56469
JHELUM,Rasul,03-Sept-20,71761,71761
JHELUM,Khushab bridge,18-Jun-20,,35472
CHENAB,Jammu Tavi,20-Jul-20,-,-
CHENAB,Marala,31-Aug-20,66425,60725
CHENAB,Khanki,31-Aug-20,76462,70599
CHENAB,Qadirabad,28-Aug-20,281540,267590
CHENAB,Trimmu,03-Sept-20,151599,143873
CHENAB,Punjnad,15-Oct-20,12241,NIL
RAVI,Jassar,20-Jul-20,-,8347
RAVI,Shahdara,20-Jul-20,-,26059
RAVI,Balloki,20-Jul-20,45720,16220
RAVI,Sidhnai,20-Jul-20,19827,4627
SUTLEJ,Bhakra,20-Jul-20,-,-
SUTLEJ,Sulemanki,02-Sept-20,18740,6176
SUTLEJ,Islam,19-Sept-20,1230,NIL
INDUS,Kalabagh,02-Jul-20,242673,235273
INDUS,Chashma,12-Jul-20,226591,219991
INDUS,Taunsa,02-Sept-20,351323,351323
INDUS,Guddu,25-Aug-20,229224,208222
INDUS,Sukkar,30-Aug-20,205165,200465
INDUS,Kotri,02-Sept-20,162461,162111
JHELUM,Kotli,20-Jul-20,-,-
JHELUM,Mangla,02-Oct-20,12000,56469
JHELUM,Rasul,03-Sept-20,71761,71761
JHELUM,Khushab bridge,19-Jun-20,,35472
CHENAB,Jammu Tavi,20-Jul-20,-,-
CHENAB,Marala,31-Aug-20,66425,60725
CHENAB,Khanki,31-Aug-20,76462,70599
CHENAB,Qadirabad,28-Aug-20,284540,267540
CHENAB,Trimmu,03-Sept-20,151873,143873
CHENAB,Punjnad,15-Oct-20,,NIL
RAVI,Jassar,20-Jul-20,-,9591
RAVI,Shahdara,20-Jul-20,-,26059
RAVI,Balloki,20-Jul-20,47175,17375
RAVI,Sidhnai,20-Jul-20,19827,4627
SUTLEJ,Bhakra,20-Jul-20,-,-
SUTLEJ,Sulemanki,02-Sept-20,18841,6176
SUTLEJ,Islam,19-Sept-20,1230,Nil
INDUS,Kalabagh,16-Jul-20,242948,234948
INDUS,Chashma,28-Jun-20,224250,219989
INDUS,Taunsa,02-Sept-20,351323,351323
INDUS,Guddu,25-Aug-20,227504,202494
INDUS,Sukkar,15-Sept-20,226660,189080
INDUS,Kotri,03-Sept-20,162461,162111
JHELUM,Kotli,20-Jul-20,-,NR
JHELUM,Mangla,07-Oct-20,10000,56445
JHELUM,Rasul,30-Aug-20,70452,70452
JHELUM,Khushab bridge,22-Sept-20,-,35472
CHENAB,Jammu Tavi,20-Jul-20,-,-
CHENAB,Marala,05-Sept-20,60486,60486
CHENAB,Khanki,31-Aug-20,76462,70599
CHENAB,Qadirabad,28-Aug-20,283540,267540
CHENAB,Trimmu,03-Sept-20,151873,143873
CHENAB,Punjnad,14-Jul-20,16000,-
RAVI,Jassar,20-Jul-20,-,11454
RAVI,Shahdara,20-Jul-20,-,25407
RAVI,Balloki,20-Jul-20,46875,17375
RAVI,Sidhnai,20-Jul-20,19827,4627
SUTLEJ,Bhakra,20-Jul-20,-,-
SUTLEJ,Sulemanki,20-Aug-20,18713,5922
SUTLEJ,Islam,19-Sept-20,1230,NIL
INDUS,Kalabagh,15-Jul-20,241993,233993
INDUS,Chashma,14-Jul-20,226560,219960
INDUS,Taunsa,02-Sept-20,351323,351323
INDUS,Guddu,13-Sept-20,233120,201170
INDUS,Sukkar,26-Aug-20,192050,185650
INDUS,Kotri,02-Sept-20,153268,153218
JHELUM,Kotli,20-Jul-20,-,
JHELUM,Mangla,09-Oct-20,10000,56403
JHELUM,Rasul,30-Aug-20,70452,70452
JHELUM,Khushab bridge,20-Jun-20,,33446
CHENAB,Jammu Tavi,20-Jul-20,-,-
CHENAB,Marala,22-Aug-20,83789,59689
CHENAB,Khanki,31-Aug-20,76462,70599
CHENAB,Qadirabad,28-Aug-20,282540,267540
CHENAB,Trimmu,03-Sept-20,151873,143873
CHENAB,Punjnad,14-Jul-20,16000,-
RAVI,Jassar,20-Jul-20,-,11454
RAVI,Shahdara,20-Jul-20,-,26711
RAVI,Balloki,20-Jul-20,45350,23150
RAVI,Sidhnai,20-Jul-20,19827,4627
SUTLEJ,Bhakra,20-Jul-20,-,-
SUTLEJ,Sulemanki,20-Aug-20,18713,5922
SUTLEJ,Islam,20-Sept-20,1230,Nil
INDUS,Kalabagh,05-Jul-20,240009,233609
INDUS,Chashma,17-Jul-20,226560,219960
INDUS,Taunsa,02-Sept-20,351323,351323
INDUS,Guddu,13-Sept-20,233120,201170
INDUS,Sukkar,26-Aug-20,192050,185650
INDUS,Kotri,02-Sept-20,153268,153218
JHELUM,Kotli,21-Jul-20,-,
JHELUM,Mangla,30-Sept-20,12000,56380
JHELUM,Rasul,30-Aug-20,70452,70452
JHELUM,Khushab bridge,22-Jun-20,_,33324
CHENAB,Jammu Tavi,21-Jul-20,-,-
CHENAB,Marala,25-Aug-20,84089,59689
CHENAB,Khanki,31-Aug-20,76462,70599
CHENAB,Qadirabad,28-Aug-20,280540,267540
CHENAB,Trimmu,03-Sept-20,151873,143873
CHENAB,Punjnad,14-Jul-20,16000,-
RAVI,Jassar,21-Jul-20,-,12199
RAVI,Shahdara,21-Jul-20,-,24104
RAVI,Balloki,21-Jul-20,50500,24300
RAVI,Sidhnai,21-Jul-20,19827,4627
SUTLEJ,Bhakra,21-Jul-20,-,-
SUTLEJ,Sulemanki,21-Aug-20,18615,5922
SUTLEJ,Islam,20-Sept-20,1230,Nil
INDUS,Kalabagh,06-Jul-20,239776,233376
INDUS,Chashma,29-Jun-20,224729,219957
INDUS,Taunsa,02-Sept-20,351323,351323
INDUS,Guddu,14-Sept-20,229690,201170
INDUS,Sukkar,26-Aug-20,188800,182400
INDUS,Kotri,23-Sept-20,115897,149317
JHELUM,Kotli,21-Jul-20,-,-
JHELUM,Mangla,03-Oct-20,12000,56358
JHELUM,Rasul,30-Aug-20,70452,70452
JHELUM,Khushab bridge,23-Jun-20,_,33324
CHENAB,Jammu Tavi,21-Jul-20,-,-
CHENAB,Marala,03-Sept-20,71792,58548
CHENAB,Khanki,31-Aug-20,76462,70599
CHENAB,Qadirabad,28-Aug-20,279540,267540
CHENAB,Trimmu,03-Sept-20,151873,143873
CHENAB,Punjnad,15-Jul-20,16000,-
RAVI,Jassar,21-Jul-20,-,7849
RAVI,Shahdara,21-Jul-20,-,23452
RAVI,Balloki,21-Jul-20,51550,29050
RAVI,Sidhnai,21-Jul-20,19827,4627
SUTLEJ,Bhakra,21-Jul-20,-,-
SUTLEJ,Sulemanki,21-Aug-20,18615,5922
SUTLEJ,Islam,20-Sept-20,1230,Nil
INDUS,Kalabagh,28-Aug-20,240332,233332
INDUS,Chashma,14-Jul-20,226556,219956
INDUS,Taunsa,02-Sept-20,351323,351323
INDUS,Guddu,25-Aug-20,216663,193645
INDUS,Sukkar,26-Aug-20,181565,173865
INDUS,Kotri,01-Sept-20,149130,148690
JHELUM,Kotli,21-Jul-20,-,NR
JHELUM,Mangla,14-Oct-20,9000,56273
JHELUM,Rasul,30-Aug-20,70452,70452
JHELUM,Khushab bridge,21-Jun-20,_,33246
CHENAB,Jammu Tavi,21-Jul-20,-,-
CHENAB,Marala,31-Aug-20,64242,58542
CHENAB,Khanki,31-Aug-20,76462,70599
CHENAB,Qadirabad,28-Aug-20,275639,264139
CHENAB,Trimmu,03-Sept-20,151873,143873
CHENAB,Punjnad,16-Jul-20,13227,-
RAVI,Jassar,21-Jul-20,-,7600
RAVI,Shahdara,21-Jul-20,-,23452
RAVI,Balloki,21-Jul-20,51550,29050
RAVI,Sidhnai,21-Jul-20,21982,11682
SUTLEJ,Bhakra,21-Jul-20,-,-
SUTLEJ,Sulemanki,21-Aug-20,19534,5922
SUTLEJ,Islam,20-Sept-20,1230,Nil
INDUS,Kalabagh,18-Aug-20,238204,230004
INDUS,Chashma,17-Jul-20,226552,219952
INDUS,Taunsa,03-Sept-20,351323,351323
INDUS,Guddu,14-Sept-20,190855,166087
INDUS,Sukkar,15-Sept-20,199950,162100
INDUS,Kotri,01-Sept-20,149130,148690
JHELUM,Kotli,21-Jul-20,-,
JHELUM,Mangla,15-Jun-20,46000,56190
JHELUM,Rasul,30-Aug-20,70452,70452
JHELUM,Khushab bridge,12-Sept-20,-,33246
CHENAB,Jammu Tavi,21-Jul-20,-,-
CHENAB,Marala,01-Sept-20,69192,58542
CHENAB,Khanki,01-Sept-20,76462,70599
CHENAB,Qadirabad,28-Aug-20,283139,264139
CHENAB,Trimmu,03-Sept-20,151599,143873
CHENAB,Punjnad,17-Jul-20,15451,-
RAVI,Jassar,21-Jul-20,-,9219
RAVI,Shahdara,21-Jul-20,-,23452
RAVI,Balloki,21-Jul-20,49240,26740
RAVI,Sidhnai,21-Jul-20,24188,14088
SUTLEJ,Bhakra,21-Jul-20,-,-
SUTLEJ,Sulemanki,21-Aug-20,19534,5922
SUTLEJ,Islam,21-Sept-20,1230,Nil
INDUS,Kalabagh,27-Aug-20,237372,229872
INDUS,Chashma,11-Jul-20,227962,219947
INDUS,Taunsa,03-Sept-20,351323,351323
INDUS,Guddu,14-Sept-20,190855,166087
INDUS,Sukkar,15-Sept-20,199950,162100
INDUS,Kotri,01-Sept-20,149130,148690
JHELUM,Kotli,22-Jul-20,-,
JHELUM,Mangla,15-Jun-20,50000,56190
JHELUM,Rasul,30-Aug-20,70452,70452
JHELUM,Khushab bridge,17-Sept-20,-,33246
CHENAB,Jammu Tavi,22-Jul-20,-,-
CHENAB,Marala,01-Sept-20,69192,58542
CHENAB,Khanki,19-Aug-20,75515,67564
CHENAB,Qadirabad,28-Aug-20,283139,264139
CHENAB,Trimmu,03-Sept-20,151599,143873
CHENAB,Punjnad,05-Sept-20,147296,133646
RAVI,Jassar,22-Jul-20,-,9964
RAVI,Shahdara,22-Jul-20,-,23452
RAVI,Balloki,22-Jul-20,49240,26740
RAVI,Sidhnai,22-Jul-20,24188,14088
SUTLEJ,Bhakra,22-Jul-20,-,-
SUTLEJ,Sulemanki,22-Aug-20,19534,5922
SUTLEJ,Islam,21-Sept-20,1230,NIL
INDUS,Kalabagh,27-Aug-20,237372,229872
INDUS,Chashma,12-Jul-20,226547,219947
INDUS,Taunsa,03-Sept-20,351323,351323
INDUS,Guddu,14-Sept-20,190855,166087
INDUS,Sukkar,15-Sept-20,194712,156862
INDUS,Kotri,23-Sept-20,146781,132416
JHELUM,Kotli,22-Jul-20,-,-
JHELUM,Mangla,06-Oct-20,10000,55594
JHELUM,Rasul,30-Aug-20,70452,70452
JHELUM,Khushab bridge,24-Sept-20,-,33246
CHENAB,Jammu Tavi,22-Jul-20,-,-
CHENAB,Marala,02-Sept-20,71792,58542
CHENAB,Khanki,20-Aug-20,74585,67564
CHENAB,Qadirabad,28-Aug-20,275464,264139
CHENAB,Trimmu,03-Sept-20,151599,143873
CHENAB,Punjnad,05-Sept-20,147296,133646
RAVI,Jassar,22-Jul-20,-,6353
RAVI,Shahdara,22-Jul-20,-,22322
RAVI,Balloki,22-Jul-20,48885,25585
RAVI,Sidhnai,22-Jul-20,24525,16525
SUTLEJ,Bhakra,22-Jul-20,-,-
SUTLEJ,Sulemanki,22-Aug-20,19534,5922
SUTLEJ,Islam,21-Sept-20,1230,NIL
INDUS,Kalabagh,27-Aug-20,237372,229872
INDUS,Chashma,16-Jul-20,226542,219942
INDUS,Taunsa,03-Sept-20,351323,351323
INDUS,Guddu,15-Sept-20,181981,158721
INDUS,Sukkar,18-Sept-20,144285,134300
INDUS,Kotri,23-Sept-20,144651,132416
JHELUM,Kotli,22-Jul-20,-,NR
JHELUM,Mangla,05-Oct-20,12000,55150
JHELUM,Rasul,03-Sept-20,68026,68026
JHELUM,Khushab bridge,24-Sept-20,-,33246
CHENAB,Jammu Tavi,22-Jul-20,-,-
CHENAB,Marala,03-Sept-20,71792,58542
CHENAB,Khanki,19-Aug-20,73121,65232
CHENAB,Qadirabad,28-Aug-20,278954,258954
CHENAB,Trimmu,30-Aug-20,154149,141749
CHENAB,Punjnad,05-Sept-20,147296,133646
RAVI,Jassar,22-Jul-20,-,5676
RAVI,Shahdara,22-Jul-20,-,22322
RAVI,Balloki,22-Jul-20,45470,20970
RAVI,Sidhnai,22-Jul-20,25725,16525
SUTLEJ,Bhakra,22-Jul-20,-,-
SUTLEJ,Sulemanki,22-Aug-20,19735,5922
SUTLEJ,Islam,22-Sept-20,1230,NIL
INDUS,Kalabagh,18-Aug-20,237249,229049
INDUS,Chashma,13-Jul-20,226535,219935
INDUS,Taunsa,03-Sept-20,346566,346566
INDUS,Guddu,15-Sept-20,181981,158721
INDUS,Sukkar,18-Sept-20,144285,134300
INDUS,Kotri,24-Sept-20,127506,115271
JHELUM,Kotli,22-Jul-20,-,
JHELUM,Mangla,04-Oct-20,12000,54669
JHELUM,Rasul,03-Sept-20,68026,68026
JHELUM,Khushab bridge,20-Jun-20,-,31020
CHENAB,Jammu Tavi,22-Jul-20,-,-
CHENAB,Marala,03-Sept-20,71842,58542
CHENAB,Khanki,25-Aug-20,72452,65170
CHENAB,Qadirabad,28-Aug-20,279954,258954
CHENAB,Trimmu,30-Aug-20,154149,141749
CHENAB,Punjnad,05-Sept-20,147296,133646
RAVI,Jassar,22-Jul-20,-,5337
RAVI,Shahdara,22-Jul-20,-,22322
RAVI,Balloki,22-Jul-20,46070,20970
RAVI,Sidhnai,22-Jul-20,24688,14088
SUTLEJ,Bhakra,22-Jul-20,-,-
SUTLEJ,Sulemanki,22-Aug-20,19684,5922
SUTLEJ,Islam,22-Sept-20,1230,Nil
INDUS,Kalabagh,18-Jul-20,235733,227733
INDUS,Chashma,13-Jul-20,226533,219933
INDUS,Taunsa,03-Sept-20,346566,346566
INDUS,Guddu,24-Aug-20,191180,157170
INDUS,Sukkar,18-Sept-20,144285,134300
INDUS,Kotri,31-Aug-20,108115,107450
JHELUM,Kotli,23-Jul-20,-,
JHELUM,Mangla,23-Sept-20,18000,51938
JHELUM,Rasul,07-Sept-20,69226,68026
JHELUM,Khushab bridge,20-Jun-20,,31020
CHENAB,Jammu Tavi,23-Jul-20,-,-
CHENAB,Marala,04-Sept-20,71842,58542
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,28-Aug-20,270104,258954
CHENAB,Trimmu,30-Aug-20,154149,141749
CHENAB,Punjnad,04-Sept-20,145296,131646
RAVI,Jassar,23-Jul-20,-,5337
RAVI,Shahdara,23-Jul-20,-,21756
RAVI,Balloki,23-Jul-20,46070,20970
RAVI,Sidhnai,23-Jul-20,24688,14088
SUTLEJ,Bhakra,23-Jul-20,-,-
SUTLEJ,Sulemanki,09-Sept-20,19227,5840
SUTLEJ,Islam,22-Sept-20,1230,NIL
INDUS,Kalabagh,07-Sept-20,230023,227023
INDUS,Chashma,14-Jul-20,228076,219812
INDUS,Taunsa,03-Sept-20,346566,346566
INDUS,Guddu,24-Aug-20,191180,157170
INDUS,Sukkar,18-Sept-20,144285,134300
INDUS,Kotri,31-Aug-20,108115,107450
JHELUM,Kotli,23-Jul-20,-,-
JHELUM,Mangla,24-Sept-20,18000,51938
JHELUM,Rasul,07-Sept-20,69074,68024
JHELUM,Khushab bridge,21-Jun-20,-,31020
CHENAB,Jammu Tavi,23-Jul-20,-,-
CHENAB,Marala,04-Sept-20,71842,58542
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,28-Aug-20,269929,258954
CHENAB,Trimmu,30-Aug-20,154149,141749
CHENAB,Punjnad,04-Sept-20,145296,131646
RAVI,Jassar,23-Jul-20,-,9591
RAVI,Shahdara,23-Jul-20,-,21756
RAVI,Balloki,23-Jul-20,44920,19820
RAVI,Sidhnai,23-Jul-20,24675,14075
SUTLEJ,Bhakra,23-Jul-20,-,-
SUTLEJ,Sulemanki,09-Sept-20,19227,5840
SUTLEJ,Islam,22-Sept-20,1230,NIL
INDUS,Kalabagh,07-Sept-20,230023,227023
INDUS,Chashma,11-Jul-20,226357,219757
INDUS,Taunsa,03-Sept-20,346566,346566
INDUS,Guddu,09-Aug-20,148673,155673
INDUS,Sukkar,19-Sept-20,144285,134300
INDUS,Kotri,01-Sept-20,108115,107450
JHELUM,Kotli,23-Jul-20,-,NR
JHELUM,Mangla,06-Sept-20,36000,50193
JHELUM,Rasul,07-Sept-20,68374,68024
JHELUM,Khushab bridge,22-Jun-20,-,31020
CHENAB,Jammu Tavi,23-Jul-20,-,-
CHENAB,Marala,04-Sept-20,70242,58542
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,29-Aug-20,269404,258954
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,04-Sept-20,145296,131646
RAVI,Jassar,23-Jul-20,-,9219
RAVI,Shahdara,23-Jul-20,-,20626
RAVI,Balloki,23-Jul-20,42560,16360
RAVI,Sidhnai,23-Jul-20,24675,14075
SUTLEJ,Bhakra,23-Jul-20,-,-
SUTLEJ,Sulemanki,10-Sept-20,19249,5840
SUTLEJ,Islam,23-Sept-20,1230,NIL
INDUS,Kalabagh,07-Sept-20,230523,227023
INDUS,Chashma,21-Jul-20,226250,219650
INDUS,Taunsa,03-Sept-20,346566,346566
INDUS,Guddu,22-Jul-20,186492,154856
INDUS,Sukkar,16-Sept-20,163320,125405
INDUS,Kotri,31-Aug-20,96245,95980
JHELUM,Kotli,23-Jul-20,-,NR
JHELUM,Mangla,06-Sept-20,36000,50193
JHELUM,Rasul,07-Sept-20,68374,68024
JHELUM,Khushab bridge,22-Jun-20,-,31020
CHENAB,Jammu Tavi,23-Jul-20,_,_
CHENAB,Marala,08-Aug-20,87687,56364
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,29-Aug-20,269754,258954
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,04-Sept-20,145296,131646
RAVI,Jassar,23-Jul-20,_,4999
RAVI,Shahdara,23-Jul-20,_,18930
RAVI,Balloki,23-Jul-20,39815,11115
RAVI,Sidhnai,23-Jul-20,26175,14075
SUTLEJ,Bhakra,23-Jul-20,_,_
SUTLEJ,Sulemanki,10-Sept-20,19249,5840
SUTLEJ,Islam,23-Sept-20,1230,NIL
INDUS,Kalabagh,07-Sept-20,230523,227023
INDUS,Chashma,23-Aug-20,225864,219446
INDUS,Taunsa,03-Sept-20,346566,346566
INDUS,Guddu,22-Jul-20,186692,154856
INDUS,Sukkar,16-Sept-20,163320,125405
INDUS,Kotri,24-Sept-20,102835,89950
JHELUM,Kotli,24-Jul-20,-,
JHELUM,Mangla,06-Sept-20,38000,50193
JHELUM,Rasul,08-Sept-20,68374,68024
JHELUM,Khushab bridge,22-Jun-20,_,31020
CHENAB,Jammu Tavi,24-Jul-20,-,-
CHENAB,Marala,09-Aug-20,87687,56364
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,29-Aug-20,269579,258954
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,04-Sept-20,145296,131646
RAVI,Jassar,24-Jul-20,-,9219
RAVI,Shahdara,24-Jul-20,-,19496
RAVI,Balloki,24-Jul-20,42250,14050
RAVI,Sidhnai,24-Jul-20,25775,14075
SUTLEJ,Bhakra,24-Jul-20,-,-
SUTLEJ,Sulemanki,21-Jul-20,14579,5660
SUTLEJ,Islam,23-Sept-20,1230,NIL
INDUS,Kalabagh,12-Jul-20,234470,226770
INDUS,Chashma,22-Jul-20,221024,219424
INDUS,Taunsa,03-Sept-20,346566,346566
INDUS,Guddu,22-Jul-20,186692,154856
INDUS,Sukkar,17-Sept-20,145945,124495
INDUS,Kotri,24-Sept-20,102835,89950
JHELUM,Kotli,24-Jul-20,-,-
JHELUM,Mangla,06-Sept-20,43000,50193
JHELUM,Rasul,31-Aug-20,67366,67366
JHELUM,Khushab bridge,23-Jun-20,-,31020
CHENAB,Jammu Tavi,24-Jul-20,-,-
CHENAB,Marala,10-Aug-20,87687,56364
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,28-Aug-20,258053,236053
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,04-Sept-20,145296,131646
RAVI,Jassar,24-Jul-20,-,9219
RAVI,Shahdara,24-Jul-20,-,19496
RAVI,Balloki,24-Jul-20,42250,14050
RAVI,Sidhnai,24-Jul-20,25775,14075
SUTLEJ,Bhakra,24-Jul-20,-,-
SUTLEJ,Sulemanki,21-Jul-20,14579,5660
SUTLEJ,Islam,23-Sept-20,1230,NIL
INDUS,Kalabagh,13-Jul-20,234470,226770
INDUS,Chashma,15-Jul-20,229349,219421
INDUS,Taunsa,03-Sept-20,346566,346566
INDUS,Guddu,23-Jul-20,185941,154856
INDUS,Sukkar,17-Sept-20,145945,124495
INDUS,Kotri,24-Sept-20,102835,89950
JHELUM,Kotli,24-Jul-20,-,NR
JHELUM,Mangla,29-Aug-20,52000,49221
JHELUM,Rasul,31-Aug-20,67366,67366
JHELUM,Khushab bridge,23-Sept-20,-,31020
CHENAB,Jammu Tavi,24-Jul-20,-,-
CHENAB,Marala,10-Aug-20,87687,56364
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,29-Aug-20,246282,236053
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,03-Sept-20,143806,130156
RAVI,Jassar,24-Jul-20,-,4829
RAVI,Shahdara,24-Jul-20,-,18930
RAVI,Balloki,24-Jul-20,41595,12895
RAVI,Sidhnai,24-Jul-20,25775,14075
SUTLEJ,Bhakra,24-Jul-20,-,-
SUTLEJ,Sulemanki,28-Aug-20,19044,5607
SUTLEJ,Islam,24-Sept-20,1230,NIL
INDUS,Kalabagh,07-Sept-20,228872,225984
INDUS,Chashma,22-Aug-20,224808,218808
INDUS,Taunsa,04-Sept-20,346566,346566
INDUS,Guddu,23-Jul-20,185530,153515
INDUS,Sukkar,17-Sept-20,145945,124495
INDUS,Kotri,31-Aug-20,86656,85900
JHELUM,Kotli,24-Jul-20,-,NR
JHELUM,Mangla,29-Aug-20,52000,49221
JHELUM,Rasul,31-Aug-20,67366,67366
JHELUM,Khushab bridge,25-Sept-20,-,31020
CHENAB,Jammu Tavi,24-Jul-20,_,_
CHENAB,Marala,10-Aug-20,87687,56364
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,28-Aug-20,237421,215596
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,04-Sept-20,143806,130156
RAVI,Jassar,24-Jul-20,_,4999
RAVI,Shahdara,24-Jul-20,_,18930
RAVI,Balloki,24-Jul-20,39815,11115
RAVI,Sidhnai,24-Jul-20,26175,14075
SUTLEJ,Bhakra,24-Jul-20,_,_
SUTLEJ,Sulemanki,28-Aug-20,19044,5607
SUTLEJ,Islam,25-Sept-20,1230,Nil
INDUS,Kalabagh,20-Jul-20,232981,224981
INDUS,Chashma,15-Jul-20,226599,217799
INDUS,Taunsa,04-Sept-20,346566,346566
INDUS,Guddu,15-Sept-20,174643,152675
INDUS,Sukkar,17-Sept-20,145945,124495
INDUS,Kotri,30-Aug-20,75892,75527
JHELUM,Kotli,25-Jul-20,-,NR
JHELUM,Mangla,14-Oct-20,8000,47807
JHELUM,Rasul,31-Aug-20,67366,67366
JHELUM,Khushab bridge,21-Jun-20,_,30328
CHENAB,Jammu Tavi,25-Jul-20,_,_
CHENAB,Marala,13-Aug-20,87387,56364
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,29-Aug-20,225650,215596
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,04-Sept-20,143806,130156
RAVI,Jassar,25-Jul-20,_,5337
RAVI,Shahdara,25-Jul-20,_,18930
RAVI,Balloki,25-Jul-20,40315,11115
RAVI,Sidhnai,25-Jul-20,28346,16596
SUTLEJ,Bhakra,25-Jul-20,_,_
SUTLEJ,Sulemanki,28-Aug-20,19044,5607
SUTLEJ,Islam,25-Sept-20,1230,NIL
INDUS,Kalabagh,17-Jul-20,232972,224972
INDUS,Chashma,22-Jul-20,223902,217302
INDUS,Taunsa,04-Sept-20,346566,346566
INDUS,Guddu,15-Sept-20,174643,152675
INDUS,Sukkar,16-Sept-20,154605,123805
INDUS,Kotri,30-Aug-20,75892,75527
JHELUM,Kotli,25-Jul-20,-,NR
JHELUM,Mangla,24-Sept-20,17000,41305
JHELUM,Rasul,31-Aug-20,67366,67366
JHELUM,Khushab bridge,21-Jun-20,_,30328
CHENAB,Jammu Tavi,25-Jul-20,_,_
CHENAB,Marala,13-Aug-20,87387,56364
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,28-Aug-20,234813,213438
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,03-Sept-20,140935,127435
RAVI,Jassar,25-Jul-20,_,5507
RAVI,Shahdara,25-Jul-20,_,18930
RAVI,Balloki,25-Jul-20,40315,11115
RAVI,Sidhnai,25-Jul-20,28346,16596
SUTLEJ,Bhakra,25-Jul-20,_,_
SUTLEJ,Sulemanki,29-Aug-20,19044,5607
SUTLEJ,Islam,25-Sept-20,1230,NIL
INDUS,Kalabagh,04-Jul-20,232117,224717
INDUS,Chashma,29-Jun-20,222188,216688
INDUS,Taunsa,04-Sept-20,346566,346566
INDUS,Guddu,16-Sept-20,172641,152675
INDUS,Sukkar,16-Sept-20,154605,123805
INDUS,Kotri,30-Aug-20,75892,75527
JHELUM,Kotli,25-Jul-20,NR,NR
JHELUM,Mangla,24-Jun-20,50000,40012
JHELUM,Rasul,31-Aug-20,67366,67366
JHELUM,Khushab bridge,23-Jun-20,-,30328
CHENAB,Jammu Tavi,25-Jul-20,_,_
CHENAB,Marala,16-Aug-20,87204,56364
CHENAB,Khanki,31-Aug-20,70868,65005
CHENAB,Qadirabad,28-Aug-20,235038,213438
CHENAB,Trimmu,30-Aug-20,150488,138088
CHENAB,Punjnad,03-Sept-20,141085,127435
RAVI,Jassar,25-Jul-20,_,5337
RAVI,Shahdara,25-Jul-20,_,18365
RAVI,Balloki,25-Jul-20,39115,9915
RAVI,Sidhnai,25-Jul-20,28946,16596
SUTLEJ,Bhakra,25-Jul-20,_,_
SUTLEJ,Sulemanki,29-Aug-20,18995,5607
SUTLEJ,Islam,26-Sept-20,1230,NIL
INDUS,Kalabagh,14-Jul-20,232374,224374
INDUS,Chashma,20-Jul-20,223037,216437
