River,Gauge Site,Date,Up Stream,Down Stream
INDUS,Sukkar,16-Jun-21,77065,32225
INDUS,Kotri,16-Jun-21,23285,380
JHELUM,Kotli,16-Jun-21,-,5100
JHELUM,Mangla,16-Jun-21,55000,17315
JHELUM,Rasul,16-Jun-21,10933,7990
CHENAB,Marala,16-Jun-21,49746,19346
CHENAB,Khanki,16-Jun-21,27644,20646
CHENAB,Qadirabad,16-Jun-21,21000,NR
CHENAB,Trimmu,16-Jun-21,15322,2757
CHENAB,Punjnad,16-Jun-21,14500,NR
RAVI,Jassar,16-Jun-21,-,1753
RAVI,Shahdara,16-Jun-21,-,21756
RAVI,Balloki,16-Jun-21,36955,6795
RAVI,Sidhnai,16-Jun-21,13300,NR
SUTLEJ,Sulemanki,16-Jun-21,13201,3225
SUTLEJ,Islam,16-Jun-21,1300,NR
INDUS,Kalabagh,16-Jun-21,183231,175231
INDUS,Chashma,16-Jun-21,202841,192656
INDUS,Taunsa,16-Jun-21,183276,154530
INDUS,Guddu,16-Jun-21,120017,91175
INDUS,Sukkar,16-Jun-21,78110,33360
INDUS,Kotri,16-Jun-21,24125,380
JHELUM,Kotli,16-Jun-21,-,4810
JHELUM,Mangla,16-Jun-21,61000,17015
JHELUM,Rasul,16-Jun-21,8284,5341
CHENAB,Marala,16-Jun-21,42198,11798
CHENAB,Khanki,16-Jun-21,25505,18495
CHENAB,Qadirabad,16-Jun-21,21000,Nil
CHENAB,Trimmu,16-Jun-21,16316,2757
CHENAB,Punjnad,16-Jun-21,14500,Nil
RAVI,Jassar,16-Jun-21,-,1753
RAVI,Shahdara,16-Jun-21,-,21756
RAVI,Balloki,16-Jun-21,36995,6795
RAVI,Sidhnai,16-Jun-21,13300,Nil
SUTLEJ,Sulemanki,16-Jun-21,13267,3235
SUTLEJ,Islam,16-Jun-21,1900,Nil
INDUS,Kalabagh,16-Jun-21,192908,184908
INDUS,Chashma,16-Jun-21,NR,NR
INDUS,Taunsa,16-Jun-21,183276,154530
INDUS,Guddu,16-Jun-21,NR,NR
INDUS,Sukkar,16-Jun-21,NR,NR
INDUS,Kotri,16-Jun-21,NR,NR
JHELUM,Kotli,16-Jun-21,NR,NR
JHELUM,Mangla,16-Jun-21,NR,NR
JHELUM,Rasul,16-Jun-21,8284,5341
CHENAB,Marala,16-Jun-21,46072,15572
CHENAB,Khanki,16-Jun-21,26538,19528
CHENAB,Qadirabad,16-Jun-21,22000,NIL
CHENAB,Trimmu,16-Jun-21,19503,5403
CHENAB,Punjnad,16-Jun-21,14500,NIL
RAVI,Jassar,16-Jun-21,NR,1753
RAVI,Shahdara,16-Jun-21,-,21756
RAVI,Balloki,16-Jun-21,38995,6795
RAVI,Sidhnai,16-Jun-21,14000,NIL
SUTLEJ,Sulemanki,16-Jun-21,13267,3225
SUTLEJ,Islam,16-Jun-21,1699,799
INDUS,Kalabagh,17-Jun-21,195772,187772
INDUS,Chashma,17-Jun-21,208832,193382
INDUS,Taunsa,17-Jun-21,183276,154530
INDUS,Guddu,17-Jun-21,121263,93745
INDUS,Sukkar,17-Jun-21,80292,35042
INDUS,Kotri,17-Jun-21,25445,380
JHELUM,Kotli,17-Jun-21,-,5100
JHELUM,Mangla,17-Jun-21,53000,17155
JHELUM,Rasul,17-Jun-21,8284,5341
CHENAB,Marala,17-Jun-21,46072,15572
CHENAB,Khanki,17-Jun-21,22172,15162
CHENAB,Qadirabad,17-Jun-21,21000,NIL
CHENAB,Trimmu,17-Jun-21,19169,4069
CHENAB,Punjnad,17-Jun-21,14500,NIL
RAVI,Jassar,17-Jun-21,NR,1753
RAVI,Shahdara,17-Jun-21,-,21756
RAVI,Balloki,17-Jun-21,36995,6795
RAVI,Sidhnai,17-Jun-21,14800,NIL
SUTLEJ,Sulemanki,17-Jun-21,13451,2605
SUTLEJ,Islam,17-Jun-21,1699,799
INDUS,Kalabagh,17-Jun-21,202684,194684
INDUS,Chashma,17-Jun-21,209586,192986
INDUS,Taunsa,17-Jun-21,183276,154530
INDUS,Guddu,17-Jun-21,126711,99192
INDUS,Sukkar,17-Jun-21,80340,35660
INDUS,Kotri,17-Jun-21,25625,380
JHELUM,Kotli,17-Jun-21,-,5380
JHELUM,Mangla,17-Jun-21,61000,14215
JHELUM,Rasul,17-Jun-21,18743,15800
CHENAB,Marala,17-Jun-21,49846,19346
CHENAB,Khanki,17-Jun-21,19963,12930
CHENAB,Qadirabad,17-Jun-21,16000,NR
CHENAB,Trimmu,17-Jun-21,19369,4069
CHENAB,Punjnad,17-Jun-21,12658,NR
RAVI,Jassar,17-Jun-21,-,1660
RAVI,Shahdara,17-Jun-21,-,22322
RAVI,Balloki,17-Jun-21,36995,6795
RAVI,Sidhnai,17-Jun-21,14800,NR
SUTLEJ,Sulemanki,17-Jun-21,13451,2605
SUTLEJ,Islam,17-Jun-21,1699,799
INDUS,Kalabagh,17-Jun-21,186135,178135
INDUS,Chashma,17-Jun-21,209553,192953
INDUS,Taunsa,17-Jun-21,183276,154530
INDUS,Guddu,17-Jun-21,136637,109627
INDUS,Sukkar,17-Jun-21,82704,37604
INDUS,Kotri,17-Jun-21,27865,380
JHELUM,Kotli,17-Jun-21,-,5380
JHELUM,Mangla,17-Jun-21,55000,12715
JHELUM,Rasul,17-Jun-21,18743,15800
CHENAB,Marala,17-Jun-21,42298,11798
CHENAB,Khanki,17-Jun-21,19963,12930
CHENAB,Qadirabad,17-Jun-21,15000,NIL
CHENAB,Trimmu,17-Jun-21,23166,7866
CHENAB,Punjnad,17-Jun-21,12658,NIL
RAVI,Jassar,17-Jun-21,-,1660
RAVI,Shahdara,17-Jun-21,-,22322
RAVI,Balloki,17-Jun-21,37140,5940
RAVI,Sidhnai,17-Jun-21,15361,661
SUTLEJ,Sulemanki,17-Jun-21,13408,2293
SUTLEJ,Islam,17-Jun-21,1700,NIL
INDUS,Kalabagh,17-Jun-21,200804,192804
INDUS,Chashma,17-Jun-21,NR,NR
INDUS,Taunsa,17-Jun-21,183276,154530
INDUS,Guddu,17-Jun-21,NR,NR
INDUS,Sukkar,17-Jun-21,NR,NR
INDUS,Kotri,17-Jun-21,NR,NR
JHELUM,Kotli,17-Jun-21,NR,NR
JHELUM,Mangla,17-Jun-21,NR,NR
JHELUM,Rasul,17-Jun-21,8284,5341
CHENAB,Marala,17-Jun-21,46072,15572
CHENAB,Khanki,17-Jun-21,24447,17437
CHENAB,Qadirabad,17-Jun-21,15000,NIL
CHENAB,Trimmu,17-Jun-21,23566,7866
CHENAB,Punjnad,17-Jun-21,11752,NIL
RAVI,Jassar,17-Jun-21,NR,1753
RAVI,Shahdara,17-Jun-21,-,21756
RAVI,Balloki,17-Jun-21,38995,6795
RAVI,Sidhnai,17-Jun-21,14000,NIL
SUTLEJ,Sulemanki,17-Jun-21,13267,3225
SUTLEJ,Islam,17-Jun-21,1699,799
INDUS,Kalabagh,18-Jun-21,193913,185913
INDUS,Chashma,18-Jun-21,209369,192769
INDUS,Taunsa,18-Jun-21,183276,154530
INDUS,Guddu,18-Jun-21,140684,112016
INDUS,Sukkar,18-Jun-21,85630,38490
INDUS,Kotri,18-Jun-21,28325,380
JHELUM,Kotli,18-Jun-21,-,5100
JHELUM,Mangla,18-Jun-21,46000,15655
JHELUM,Rasul,18-Jun-21,8284,5341
CHENAB,Marala,18-Jun-21,42298,17798
CHENAB,Khanki,18-Jun-21,19940,12930
CHENAB,Qadirabad,18-Jun-21,15900,NIL
CHENAB,Trimmu,18-Jun-21,23566,7866
CHENAB,Punjnad,18-Jun-21,11752,NIL
RAVI,Jassar,18-Jun-21,NR,1660
RAVI,Shahdara,18-Jun-21,-,21756
RAVI,Balloki,18-Jun-21,36545,5345
RAVI,Sidhnai,18-Jun-21,15522,1322
SUTLEJ,Sulemanki,18-Jun-21,13608,2293
SUTLEJ,Islam,18-Jun-21,1700,NIL
INDUS,Kalabagh,18-Jun-21,200815,192815
INDUS,Chashma,18-Jun-21,209538,192938
INDUS,Taunsa,18-Jun-21,183276,154530
INDUS,Guddu,18-Jun-21,142700,112016
INDUS,Sukkar,18-Jun-21,85630,38490
INDUS,Kotri,18-Jun-21,28565,380
JHELUM,Kotli,18-Jun-21,-,5100
JHELUM,Mangla,18-Jun-21,53000,9415
JHELUM,Rasul,18-Jun-21,8181,5341
CHENAB,Marala,18-Jun-21,42348,11798
CHENAB,Khanki,18-Jun-21,18755,11745
CHENAB,Qadirabad,18-Jun-21,15000,NR
CHENAB,Trimmu,18-Jun-21,26094,10394
CHENAB,Punjnad,18-Jun-21,12075,NR
RAVI,Jassar,18-Jun-21,-,1660
RAVI,Shahdara,18-Jun-21,-,21756
RAVI,Balloki,18-Jun-21,35950,4750
RAVI,Sidhnai,18-Jun-21,16122,1322
SUTLEJ,Sulemanki,18-Jun-21,13608,2293
SUTLEJ,Islam,18-Jun-21,1700,NR
INDUS,Kalabagh,18-Jun-21,183271,175271
INDUS,Chashma,18-Jun-21,209449,192849
INDUS,Taunsa,18-Jun-21,183276,154530
INDUS,Guddu,18-Jun-21,142700,112016
INDUS,Sukkar,18-Jun-21,86220,39050
INDUS,Kotri,18-Jun-21,28525,380
JHELUM,Kotli,18-Jun-21,-,5380
JHELUM,Mangla,18-Jun-21,51000,9215
JHELUM,Rasul,18-Jun-21,8181,5341
CHENAB,Marala,18-Jun-21,39460,8810
CHENAB,Khanki,18-Jun-21,19940,12930
CHENAB,Qadirabad,18-Jun-21,14000,NIL
CHENAB,Trimmu,18-Jun-21,24915,9115
CHENAB,Punjnad,18-Jun-21,12075,NIL
RAVI,Jassar,18-Jun-21,-,1660
RAVI,Shahdara,18-Jun-21,-,21756
RAVI,Balloki,18-Jun-21,33875,2375
RAVI,Sidhnai,18-Jun-21,15961,661
SUTLEJ,Sulemanki,18-Jun-21,13452,2001
SUTLEJ,Islam,18-Jun-21,1830,NIL
INDUS,Kalabagh,18-Jun-21,192941,184941
INDUS,Chashma,18-Jun-21,209281,192681
INDUS,Taunsa,18-Jun-21,183276,154530
INDUS,Guddu,18-Jun-21,142700,112016
INDUS,Sukkar,18-Jun-21,86220,39050
INDUS,Kotri,18-Jun-21,28525,380
JHELUM,Kotli,18-Jun-21,-,5380
JHELUM,Mangla,18-Jun-21,52000,24715
JHELUM,Rasul,18-Jun-21,8181,5341
CHENAB,Marala,18-Jun-21,39460,8810
CHENAB,Khanki,18-Jun-21,10742,3732
CHENAB,Qadirabad,18-Jun-21,13000,NIL
CHENAB,Trimmu,18-Jun-21,24915,9115
CHENAB,Punjnad,18-Jun-21,12075,NIL
RAVI,Jassar,18-Jun-21,-,1660
RAVI,Shahdara,18-Jun-21,-,21756
RAVI,Balloki,18-Jun-21,30250,4750
RAVI,Sidhnai,18-Jun-21,15961,661
SUTLEJ,Sulemanki,18-Jun-21,13452,2001
SUTLEJ,Islam,18-Jun-21,1830,NIL
INDUS,Kalabagh,19-Jun-21,193903,185903
INDUS,Chashma,19-Jun-21,210156,193556
INDUS,Taunsa,19-Jun-21,184939,155935
INDUS,Guddu,19-Jun-21,NR,NR
INDUS,Sukkar,19-Jun-21,NR,NR
INDUS,Kotri,19-Jun-21,NR,NR
JHELUM,Kotli,19-Jun-21,-,NR
JHELUM,Mangla,19-Jun-21,45000,15155
JHELUM,Rasul,19-Jun-21,2943,NIL
CHENAB,Marala,19-Jun-21,39460,8810
CHENAB,Khanki,19-Jun-21,11697,4687
CHENAB,Qadirabad,19-Jun-21,11125,NIL
CHENAB,Trimmu,19-Jun-21,24915,9115
CHENAB,Punjnad,19-Jun-21,12075,NIL
RAVI,Jassar,19-Jun-21,-,1660
RAVI,Shahdara,19-Jun-21,-,21756
RAVI,Balloki,19-Jun-21,30450,4750
RAVI,Sidhnai,19-Jun-21,17583,1983
SUTLEJ,Sulemanki,19-Jun-21,13442,2001
SUTLEJ,Islam,19-Jun-21,1830,NIL
INDUS,Kalabagh,19-Jun-21,193903,185903
INDUS,Chashma,19-Jun-21,210252,192937
INDUS,Taunsa,19-Jun-21,184939,155935
INDUS,Guddu,19-Jun-21,14456,112244
INDUS,Sukkar,19-Jun-21,90830,42470
INDUS,Kotri,19-Jun-21,28945,380
JHELUM,Kotli,19-Jun-21,-,NR
JHELUM,Mangla,19-Jun-21,43000,14615
JHELUM,Rasul,19-Jun-21,8181,5341
CHENAB,Marala,19-Jun-21,36906,5909
CHENAB,Khanki,19-Jun-21,10772,3732
CHENAB,Qadirabad,19-Jun-21,9725,NIL
CHENAB,Trimmu,19-Jun-21,24915,9115
CHENAB,Punjnad,19-Jun-21,12075,NIL
RAVI,Jassar,19-Jun-21,-,1753
RAVI,Shahdara,19-Jun-21,-,22322
RAVI,Balloki,19-Jun-21,30500,4750
RAVI,Sidhnai,19-Jun-21,17583,1983
SUTLEJ,Sulemanki,19-Jun-21,13442,2001
SUTLEJ,Islam,19-Jun-21,1830,NIL
INDUS,Kalabagh,19-Jun-21,184226,176226
INDUS,Chashma,19-Jun-21,210868,192604
INDUS,Taunsa,19-Jun-21,181268,152833
INDUS,Guddu,19-Jun-21,144255,111933
INDUS,Sukkar,19-Jun-21,92040,43380
INDUS,Kotri,19-Jun-21,28945,380
JHELUM,Kotli,19-Jun-21,-,5380
JHELUM,Mangla,19-Jun-21,50000,13715
JHELUM,Rasul,19-Jun-21,14735,11895
CHENAB,Marala,19-Jun-21,39510,8810
CHENAB,Khanki,19-Jun-21,11727,4687
CHENAB,Qadirabad,19-Jun-21,7685,NIL
CHENAB,Trimmu,19-Jun-21,23648,7848
CHENAB,Punjnad,19-Jun-21,12075,NIL
RAVI,Jassar,19-Jun-21,-,1753
RAVI,Shahdara,19-Jun-21,-,21756
RAVI,Balloki,19-Jun-21,29905,4155
RAVI,Sidhnai,19-Jun-21,17722,1322
SUTLEJ,Sulemanki,19-Jun-21,12058,617
SUTLEJ,Islam,19-Jun-21,2030,NIL
INDUS,Kalabagh,19-Jun-21,183271,17527
INDUS,Chashma,19-Jun-21,208512,193327
INDUS,Taunsa,19-Jun-21,184066,155798
INDUS,Guddu,19-Jun-21,142374,110052
INDUS,Sukkar,19-Jun-21,94480,44770
INDUS,Kotri,19-Jun-21,28945,380
JHELUM,Kotli,19-Jun-21,-,5670
JHELUM,Mangla,19-Jun-21,56000,24755
JHELUM,Rasul,19-Jun-21,8284,5341
CHENAB,Marala,19-Jun-21,36609,5909
CHENAB,Khanki,19-Jun-21,9861,2821
CHENAB,Qadirabad,19-Jun-21,3945,NIL
CHENAB,Trimmu,19-Jun-21,22441,6641
CHENAB,Punjnad,19-Jun-21,12075,NIL
RAVI,Jassar,19-Jun-21,-,1753
RAVI,Shahdara,19-Jun-21,-,21191
RAVI,Balloki,19-Jun-21,275,1780
RAVI,Sidhnai,19-Jun-21,17722,1322
SUTLEJ,Sulemanki,19-Jun-21,12156,617
SUTLEJ,Islam,19-Jun-21,2030,NIL
INDUS,Kalabagh,20-Jun-21,183271,17527
INDUS,Chashma,20-Jun-21,208512,193327
INDUS,Taunsa,20-Jun-21,184066,155798
INDUS,Guddu,20-Jun-21,142374,110052
INDUS,Sukkar,20-Jun-21,94480,44770
INDUS,Kotri,20-Jun-21,28945,380
JHELUM,Kotli,20-Jun-21,-,5670
JHELUM,Mangla,20-Jun-21,56000,24755
JHELUM,Rasul,20-Jun-21,8284,5341
CHENAB,Marala,20-Jun-21,36609,5909
CHENAB,Khanki,20-Jun-21,9861,2821
CHENAB,Qadirabad,20-Jun-21,3945,NIL
CHENAB,Trimmu,20-Jun-21,22441,6641
CHENAB,Punjnad,20-Jun-21,12075,NIL
RAVI,Jassar,20-Jun-21,-,1753
RAVI,Shahdara,20-Jun-21,-,21191
RAVI,Balloki,20-Jun-21,275,1780
RAVI,Sidhnai,20-Jun-21,17722,1322
SUTLEJ,Sulemanki,20-Jun-21,12156,617
SUTLEJ,Islam,20-Jun-21,2030,NIL
INDUS,Kalabagh,20-Jun-21,192948,184948
INDUS,Chashma,20-Jun-21,210021,193421
INDUS,Taunsa,20-Jun-21,184066,155198
INDUS,Guddu,20-Jun-21,142374,110052
INDUS,Sukkar,20-Jun-21,95020,44770
INDUS,Kotri,20-Jun-21,28945,380
JHELUM,Kotli,20-Jun-21,-,5960
JHELUM,Mangla,20-Jun-21,49000,21015
JHELUM,Rasul,20-Jun-21,14735,11895
CHENAB,Marala,20-Jun-21,34334,5000
CHENAB,Khanki,20-Jun-21,10772,3732
CHENAB,Qadirabad,20-Jun-21,3110,NIL
CHENAB,Trimmu,20-Jun-21,22441,6641
CHENAB,Punjnad,20-Jun-21,11821,NIL
RAVI,Jassar,20-Jun-21,-,1660
RAVI,Shahdara,20-Jun-21,-,21191
RAVI,Balloki,20-Jun-21,26900,NIL
RAVI,Sidhnai,20-Jun-21,17722,1322
SUTLEJ,Sulemanki,20-Jun-21,12156,617
SUTLEJ,Islam,20-Jun-21,2030,NIL
INDUS,Kalabagh,20-Jun-21,179453,171453
INDUS,Chashma,20-Jun-21,207927,192742
INDUS,Taunsa,20-Jun-21,184066,155198
INDUS,Guddu,20-Jun-21,142374,110052
INDUS,Sukkar,20-Jun-21,95020,44770
INDUS,Kotri,20-Jun-21,28945,380
JHELUM,Kotli,20-Jun-21,-,5960
JHELUM,Mangla,20-Jun-21,45000,26215
JHELUM,Rasul,20-Jun-21,24743,15800
CHENAB,Marala,20-Jun-21,33617,5000
CHENAB,Khanki,20-Jun-21,10772,3732
CHENAB,Qadirabad,20-Jun-21,3110,NIL
CHENAB,Trimmu,20-Jun-21,22441,6641
CHENAB,Punjnad,20-Jun-21,11821,NIL
RAVI,Jassar,20-Jun-21,-,1660
RAVI,Shahdara,20-Jun-21,-,21191
RAVI,Balloki,20-Jun-21,27900,NIL
RAVI,Sidhnai,20-Jun-21,17722,1322
SUTLEJ,Sulemanki,20-Jun-21,11955,416
SUTLEJ,Islam,20-Jun-21,1530,NIL
INDUS,Kalabagh,20-Jun-21,195812,187812
INDUS,Chashma,20-Jun-21,210108,193508
INDUS,Taunsa,20-Jun-21,193784,167416
INDUS,Guddu,20-Jun-21,142374,110052
INDUS,Sukkar,20-Jun-21,95020,44770
INDUS,Kotri,20-Jun-21,28945,380
JHELUM,Kotli,20-Jun-21,-,5670
JHELUM,Mangla,20-Jun-21,45000,36115
JHELUM,Rasul,20-Jun-21,11943,NIL
CHENAB,Marala,20-Jun-21,33717,5000
CHENAB,Khanki,20-Jun-21,8909,1866
CHENAB,Qadirabad,20-Jun-21,4360,NIL
CHENAB,Trimmu,20-Jun-21,23331,7831
CHENAB,Punjnad,20-Jun-21,12075,NIL
RAVI,Jassar,20-Jun-21,-,1660
RAVI,Shahdara,20-Jun-21,-,21191
RAVI,Balloki,20-Jun-21,25500,NiL
RAVI,Sidhnai,20-Jun-21,17722,1322
SUTLEJ,Sulemanki,20-Jun-21,11955,416
SUTLEJ,Islam,20-Jun-21,1000,NIL
INDUS,Kalabagh,21-Jun-21,188044,180044
INDUS,Chashma,21-Jun-21,209926,193526
INDUS,Taunsa,21-Jun-21,193616,167416
INDUS,Guddu,21-Jun-21,142374,110052
INDUS,Sukkar,21-Jun-21,97020,44920
INDUS,Kotri,21-Jun-21,28945,380
JHELUM,Kotli,21-Jun-21,-,5380
JHELUM,Mangla,21-Jun-21,45000,20055
JHELUM,Rasul,21-Jun-21,15193,NIL
CHENAB,Marala,21-Jun-21,35163,5000
CHENAB,Khanki,21-Jun-21,8906,1866
CHENAB,Qadirabad,21-Jun-21,6110,NIL
CHENAB,Trimmu,21-Jun-21,22141,6641
CHENAB,Punjnad,21-Jun-21,12075,NIL
RAVI,Jassar,21-Jun-21,-,1660
RAVI,Shahdara,21-Jun-21,-,21191
RAVI,Balloki,21-Jun-21,24000,6795
RAVI,Sidhnai,21-Jun-21,17522,1322
SUTLEJ,Sulemanki,21-Jun-21,11751,416
SUTLEJ,Islam,21-Jun-21,1000,NIL
INDUS,Kalabagh,21-Jun-21,188044,180044
INDUS,Chashma,21-Jun-21,209810,193410
INDUS,Taunsa,21-Jun-21,193616,167416
INDUS,Guddu,21-Jun-21,142576,110052
INDUS,Sukkar,21-Jun-21,97020,44920
INDUS,Kotri,21-Jun-21,28945,380
JHELUM,Kotli,21-Jun-21,-,5670
JHELUM,Mangla,21-Jun-21,51000,29515
JHELUM,Rasul,21-Jun-21,24433,7990
CHENAB,Marala,21-Jun-21,36759,5909
CHENAB,Khanki,21-Jun-21,8906,1866
CHENAB,Qadirabad,21-Jun-21,7985,NR
CHENAB,Trimmu,21-Jun-21,22141,6641
CHENAB,Punjnad,21-Jun-21,13566,NR
RAVI,Jassar,21-Jun-21,-,1753
RAVI,Shahdara,21-Jun-21,-,21191
RAVI,Balloki,21-Jun-21,24000,Nil
RAVI,Sidhnai,21-Jun-21,17522,1322
SUTLEJ,Sulemanki,21-Jun-21,11751,416
SUTLEJ,Islam,21-Jun-21,1000,NR
INDUS,Kalabagh,21-Jun-21,181362,173362
INDUS,Chashma,21-Jun-21,201997,187012
INDUS,Taunsa,21-Jun-21,190004,163204
INDUS,Guddu,21-Jun-21,142576,110052
INDUS,Sukkar,21-Jun-21,97420,44920
INDUS,Kotri,21-Jun-21,28945,380
JHELUM,Kotli,21-Jun-21,-,5960
JHELUM,Mangla,21-Jun-21,53000,52882
JHELUM,Rasul,21-Jun-21,22784,5341
CHENAB,Marala,21-Jun-21,39662,8812
CHENAB,Khanki,21-Jun-21,7342,NIL
CHENAB,Qadirabad,21-Jun-21,10010,NIL
CHENAB,Trimmu,21-Jun-21,20903,5403
CHENAB,Punjnad,21-Jun-21,14150,NIL
RAVI,Jassar,21-Jun-21,-,1753
RAVI,Shahdara,21-Jun-21,-,21191
RAVI,Balloki,21-Jun-21,23500,NIL
RAVI,Sidhnai,21-Jun-21,17361,661
SUTLEJ,Sulemanki,21-Jun-21,11375,NIL
SUTLEJ,Islam,21-Jun-21,1000,NIL
INDUS,Kalabagh,21-Jun-21,204633,196633
INDUS,Chashma,21-Jun-21,204593,188193
INDUS,Taunsa,21-Jun-21,190004,163204
INDUS,Guddu,21-Jun-21,142576,110052
INDUS,Sukkar,21-Jun-21,97420,44920
INDUS,Kotri,21-Jun-21,28945,380
JHELUM,Kotli,21-Jun-21,-,5670
JHELUM,Mangla,21-Jun-21,52000,52882
JHELUM,Rasul,21-Jun-21,18693,NIL
CHENAB,Marala,21-Jun-21,39662,8812
CHENAB,Khanki,21-Jun-21,11074,3732
CHENAB,Qadirabad,21-Jun-21,14584,2774
CHENAB,Trimmu,21-Jun-21,20903,5403
CHENAB,Punjnad,21-Jun-21,14150,NIL
RAVI,Jassar,21-Jun-21,-,1753
RAVI,Shahdara,21-Jun-21,-,21191
RAVI,Balloki,21-Jun-21,22500,NiL
RAVI,Sidhnai,21-Jun-21,17361,661
SUTLEJ,Sulemanki,21-Jun-21,11375,NIL
SUTLEJ,Islam,21-Jun-21,1130,NIL
INDUS,Kalabagh,22-Jun-21,195812,187812
INDUS,Chashma,22-Jun-21,204390,187990
INDUS,Taunsa,22-Jun-21,183923,155623
INDUS,Guddu,22-Jun-21,142414,110052
INDUS,Sukkar,22-Jun-21,97460,44920
INDUS,Kotri,22-Jun-21,28945,380
JHELUM,Kotli,22-Jun-21,-,5960
JHELUM,Mangla,22-Jun-21,48000,36115
JHELUM,Rasul,22-Jun-21,27308,7990
CHENAB,Marala,22-Jun-21,36759,5909
CHENAB,Khanki,22-Jun-21,11074,3732
CHENAB,Qadirabad,22-Jun-21,16168,2774
CHENAB,Trimmu,22-Jun-21,19603,4103
CHENAB,Punjnad,22-Jun-21,14150,NIL
