River,Gauge Site,Date,Up Stream,Down Stream
SUTLEJ,Islam,13-Jul-21,1809,629
INDUS,Kalabagh,13-Jul-21,202445,195020
INDUS,Chashma,13-Jul-21,205201,195438
INDUS,Taunsa,13-Jul-21,162217,144017
INDUS,Guddu,13-Jul-21,114035,80981
INDUS,Sukkar,13-Jul-21,77715,30065
INDUS,Kotri,13-Jul-21,28090,495
JHELUM,Kotli,13-Jul-21,-,4530
JHELUM,Mangla,13-Jul-21,39000,12715
JHELUM,Rasul,13-Jul-21,8200,NIL
CHENAB,Marala,13-Jul-21,98488,68832
CHENAB,Khanki,13-Jul-21,82714,75645
CHENAB,Qadirabad,13-Jul-21,91018,71018
CHENAB,Trimmu,13-Jul-21,33084,16584
CHENAB,Punjnad,13-Jul-21,10478,NIL
RAVI,Jassar,13-Jul-21,-,11464
RAVI,Shahdara,13-Jul-21,-,31415
RAVI,Balloki,13-Jul-21,38959,10330
RAVI,Sidhnai,13-Jul-21,15861,661
SUTLEJ,Sulemanki,13-Jul-21,14669,3009
SUTLEJ,Islam,13-Jul-21,1809,629
INDUS,Kalabagh,13-Jul-21,188583,180828
INDUS,Chashma,13-Jul-21,202684,195449
INDUS,Taunsa,13-Jul-21,162217,144017
INDUS,Guddu,13-Jul-21,114035,80981
INDUS,Sukkar,13-Jul-21,77715,30065
INDUS,Kotri,13-Jul-21,28090,495
JHELUM,Kotli,13-Jul-21,-,4530
JHELUM,Mangla,13-Jul-21,60000,7515
JHELUM,Rasul,13-Jul-21,8150,NIL
CHENAB,Marala,13-Jul-21,85989,54054
CHENAB,Khanki,13-Jul-21,85917,78647
CHENAB,Qadirabad,13-Jul-21,91018,71018
CHENAB,Trimmu,13-Jul-21,31735,15235
CHENAB,Punjnad,13-Jul-21,10706,NIL
RAVI,Jassar,13-Jul-21,-,11464
RAVI,Shahdara,13-Jul-21,-,31415
RAVI,Balloki,13-Jul-21,38959,10330
RAVI,Sidhnai,13-Jul-21,15861,661
SUTLEJ,Sulemanki,13-Jul-21,14669,3009
SUTLEJ,Islam,13-Jul-21,1809,629
INDUS,Kalabagh,14-Jul-21,187913,179913
INDUS,Chashma,14-Jul-21,204944,195514
INDUS,Taunsa,14-Jul-21,162217,144017
INDUS,Guddu,14-Jul-21,113441,80981
INDUS,Sukkar,14-Jul-21,77715,30065
INDUS,Kotri,14-Jul-21,27420,495
JHELUM,Kotli,14-Jul-21,-,5380
JHELUM,Mangla,14-Jul-21,64000,9655
JHELUM,Rasul,14-Jul-21,8150,NIL
CHENAB,Marala,14-Jul-21,87657,54054
CHENAB,Khanki,14-Jul-21,76756,69486
CHENAB,Qadirabad,14-Jul-21,85121,65121
CHENAB,Trimmu,14-Jul-21,34190,17690
CHENAB,Punjnad,14-Jul-21,10706,NIL
RAVI,Jassar,14-Jul-21,-,11464
RAVI,Shahdara,14-Jul-21,-,36477
RAVI,Balloki,14-Jul-21,39834,11205
RAVI,Sidhnai,14-Jul-21,15861,661
SUTLEJ,Sulemanki,14-Jul-21,14718,3009
SUTLEJ,Islam,14-Jul-21,1809,629
INDUS,Kalabagh,14-Jul-21,206605,199105
INDUS,Chashma,14-Jul-21,199314,192914
INDUS,Taunsa,14-Jul-21,176566,156788
INDUS,Guddu,14-Jul-21,113441,80981
INDUS,Sukkar,14-Jul-21,77715,30065
INDUS,Kotri,14-Jul-21,27420,495
JHELUM,Kotli,14-Jul-21,-,7960
JHELUM,Mangla,14-Jul-21,66000,9715
JHELUM,Rasul,14-Jul-21,8000,-
CHENAB,Marala,14-Jul-21,71867,38142
CHENAB,Khanki,14-Jul-21,65933,58710
CHENAB,Qadirabad,14-Jul-21,78023,58023
CHENAB,Trimmu,14-Jul-21,34798,18498
CHENAB,Punjnad,14-Jul-21,11283,-
RAVI,Jassar,14-Jul-21,-,8347
RAVI,Shahdara,14-Jul-21,-,35754
RAVI,Balloki,14-Jul-21,43914,15285
RAVI,Sidhnai,14-Jul-21,16395,995
SUTLEJ,Sulemanki,14-Jul-21,14718,3009
SUTLEJ,Islam,14-Jul-21,1809,629
INDUS,Kalabagh,14-Jul-21,206605,199105
INDUS,Chashma,14-Jul-21,201140,193076
INDUS,Taunsa,14-Jul-21,176566,156788
INDUS,Guddu,14-Jul-21,113441,80981
INDUS,Sukkar,14-Jul-21,77715,30065
INDUS,Kotri,14-Jul-21,27420,495
JHELUM,Kotli,14-Jul-21,-,3530
JHELUM,Mangla,14-Jul-21,68000,11915
JHELUM,Rasul,14-Jul-21,8000,NIL
CHENAB,Marala,14-Jul-21,76057,42332
CHENAB,Khanki,14-Jul-21,51972,44726
CHENAB,Qadirabad,14-Jul-21,61926,41926
CHENAB,Trimmu,14-Jul-21,38387,22087
CHENAB,Punjnad,14-Jul-21,11480,NIL
RAVI,Jassar,14-Jul-21,-,8347
RAVI,Shahdara,14-Jul-21,-,29969
RAVI,Balloki,14-Jul-21,44214,15285
RAVI,Sidhnai,14-Jul-21,17150,NIL
SUTLEJ,Sulemanki,14-Jul-21,14951,3403
SUTLEJ,Islam,14-Jul-21,1809,629
INDUS,Kalabagh,14-Jul-21,187437,179937
INDUS,Chashma,14-Jul-21,199379,192979
INDUS,Taunsa,14-Jul-21,176566,156788
INDUS,Guddu,14-Jul-21,113441,80981
INDUS,Sukkar,14-Jul-21,77715,30065
INDUS,Kotri,14-Jul-21,27420,495
JHELUM,Kotli,14-Jul-21,-,5960
JHELUM,Mangla,14-Jul-21,58000,9315
JHELUM,Rasul,14-Jul-21,8200,NIL
CHENAB,Marala,14-Jul-21,76057,42332
CHENAB,Khanki,14-Jul-21,41870,34624
CHENAB,Qadirabad,14-Jul-21,52876,32876
CHENAB,Trimmu,14-Jul-21,36032,19732
CHENAB,Punjnad,14-Jul-21,11480,NIL
RAVI,Jassar,14-Jul-21,-,7849
RAVI,Shahdara,14-Jul-21,-,29969
RAVI,Balloki,14-Jul-21,44214,15285
RAVI,Sidhnai,14-Jul-21,16150,NIL
SUTLEJ,Sulemanki,14-Jul-21,14951,3403
SUTLEJ,Islam,14-Jul-21,1809,629
INDUS,Kalabagh,15-Jul-21,167913,160413
INDUS,Chashma,15-Jul-21,201111,193047
INDUS,Taunsa,15-Jul-21,176566,156788
INDUS,Guddu,15-Jul-21,113441,80981
INDUS,Sukkar,15-Jul-21,77565,30065
INDUS,Kotri,15-Jul-21,25975,495
JHELUM,Kotli,15-Jul-21,-,5380
JHELUM,Mangla,15-Jul-21,50000,7755
JHELUM,Rasul,15-Jul-21,8098,NIL
CHENAB,Marala,15-Jul-21,67677,33952
CHENAB,Khanki,15-Jul-21,41870,34624
CHENAB,Qadirabad,15-Jul-21,43969,23969
CHENAB,Trimmu,15-Jul-21,38387,22087
CHENAB,Punjnad,15-Jul-21,11480,NIL
RAVI,Jassar,15-Jul-21,-,7849
RAVI,Shahdara,15-Jul-21,-,27362
RAVI,Balloki,15-Jul-21,45969,17040
RAVI,Sidhnai,15-Jul-21,14150,NIL
SUTLEJ,Sulemanki,15-Jul-21,14951,3403
SUTLEJ,Islam,15-Jul-21,1809,629
INDUS,Kalabagh,15-Jul-21,189707,181807
INDUS,Chashma,15-Jul-21,199335,192935
INDUS,Taunsa,15-Jul-21,177834,157916
INDUS,Guddu,15-Jul-21,113441,80981
INDUS,Sukkar,15-Jul-21,77565,30065
INDUS,Kotri,15-Jul-21,25975,495
JHELUM,Kotli,15-Jul-21,-,5100
JHELUM,Mangla,15-Jul-21,43000,7415
JHELUM,Rasul,15-Jul-21,8248,-
CHENAB,Marala,15-Jul-21,63487,29762
CHENAB,Khanki,15-Jul-21,43796,36550
CHENAB,Qadirabad,15-Jul-21,43969,23969
CHENAB,Trimmu,15-Jul-21,58405,42005
CHENAB,Punjnad,15-Jul-21,11060,-
RAVI,Jassar,15-Jul-21,-,8347
RAVI,Shahdara,15-Jul-21,-,27312
RAVI,Balloki,15-Jul-21,47469,18540
RAVI,Sidhnai,15-Jul-21,16484,334
SUTLEJ,Sulemanki,15-Jul-21,14951,3403
SUTLEJ,Islam,15-Jul-21,1809,629
INDUS,Kalabagh,15-Jul-21,198500,191000
INDUS,Chashma,15-Jul-21,200015,193415
INDUS,Taunsa,15-Jul-21,177834,157916
INDUS,Guddu,15-Jul-21,113441,80981
INDUS,Sukkar,15-Jul-21,77565,30065
INDUS,Kotri,15-Jul-21,25975,495
JHELUM,Kotli,15-Jul-21,-,4810
JHELUM,Mangla,15-Jul-21,37000,7415
JHELUM,Rasul,15-Jul-21,8248,NIL
CHENAB,Marala,15-Jul-21,63487,29762
CHENAB,Khanki,15-Jul-21,43928,36550
CHENAB,Qadirabad,15-Jul-21,43969,23969
CHENAB,Trimmu,15-Jul-21,58405,42005
CHENAB,Punjnad,15-Jul-21,11060,NIL
RAVI,Jassar,15-Jul-21,-,6353
RAVI,Shahdara,15-Jul-21,-,27362
RAVI,Balloki,15-Jul-21,45964,16785
RAVI,Sidhnai,15-Jul-21,16684,334
SUTLEJ,Sulemanki,15-Jul-21,14851,3009
SUTLEJ,Islam,15-Jul-21,2030,NIL
INDUS,Kalabagh,15-Jul-21,215029,207520
INDUS,Chashma,15-Jul-21,199630,193030
INDUS,Taunsa,15-Jul-21,177834,157916
INDUS,Guddu,15-Jul-21,113441,80981
INDUS,Sukkar,15-Jul-21,77565,30065
INDUS,Kotri,15-Jul-21,25975,495
JHELUM,Kotli,15-Jul-21,-,4530
JHELUM,Mangla,15-Jul-21,45000,12415
JHELUM,Rasul,15-Jul-21,8448,NIL
CHENAB,Marala,15-Jul-21,50917,17192
CHENAB,Khanki,15-Jul-21,38664,31262
CHENAB,Qadirabad,15-Jul-21,43969,23969
CHENAB,Trimmu,15-Jul-21,58775,42175
CHENAB,Punjnad,15-Jul-21,11060,NIL
RAVI,Jassar,15-Jul-21,-,6353
RAVI,Shahdara,15-Jul-21,-,27362
RAVI,Balloki,15-Jul-21,45964,16785
RAVI,Sidhnai,15-Jul-21,16684,334
SUTLEJ,Sulemanki,15-Jul-21,15021,3009
SUTLEJ,Islam,15-Jul-21,2030,NIL
INDUS,Kalabagh,16-Jul-21,197545,190045
INDUS,Chashma,16-Jul-21,199682,193082
INDUS,Taunsa,16-Jul-21,177834,157916
INDUS,Guddu,16-Jul-21,121227,84407
INDUS,Sukkar,16-Jul-21,77640,30065
INDUS,Kotri,16-Jul-21,25640,495
JHELUM,Kotli,16-Jul-21,-,4530
JHELUM,Mangla,16-Jul-21,44000,12415
JHELUM,Rasul,16-Jul-21,7198,NIL
CHENAB,Marala,16-Jul-21,50917,17192
CHENAB,Khanki,16-Jul-21,31052,23650
CHENAB,Qadirabad,16-Jul-21,37158,17158
CHENAB,Trimmu,16-Jul-21,62638,46038
CHENAB,Punjnad,16-Jul-21,11060,NIL
RAVI,Jassar,16-Jul-21,-,6353
RAVI,Shahdara,16-Jul-21,-,26711
RAVI,Balloki,16-Jul-21,43329,14150
RAVI,Sidhnai,16-Jul-21,16684,334
SUTLEJ,Sulemanki,16-Jul-21,14619,2607
SUTLEJ,Islam,16-Jul-21,2030,NIL
INDUS,Kalabagh,16-Jul-21,197545,190045
INDUS,Chashma,16-Jul-21,199612,193012
INDUS,Taunsa,16-Jul-21,183025,162536
INDUS,Guddu,16-Jul-21,123565,85290
INDUS,Sukkar,16-Jul-21,77640,30065
INDUS,Kotri,16-Jul-21,25640,495
JHELUM,Kotli,16-Jul-21,-,4530
JHELUM,Mangla,16-Jul-21,50000,10015
JHELUM,Rasul,16-Jul-21,6448,-
CHENAB,Marala,16-Jul-21,42587,8812
CHENAB,Khanki,16-Jul-21,31124,23650
CHENAB,Qadirabad,16-Jul-21,29525,9525
CHENAB,Trimmu,16-Jul-21,62638,46038
CHENAB,Punjnad,16-Jul-21,11480,-
RAVI,Jassar,16-Jul-21,-,5373
RAVI,Shahdara,16-Jul-21,-,26711
RAVI,Balloki,16-Jul-21,42764,13585
RAVI,Sidhnai,16-Jul-21,16684,334
SUTLEJ,Sulemanki,16-Jul-21,14619,2607
SUTLEJ,Islam,16-Jul-21,2030,-
INDUS,Kalabagh,16-Jul-21,166982,159482
INDUS,Chashma,16-Jul-21,211595,204245
INDUS,Taunsa,16-Jul-21,185684,162309
INDUS,Guddu,16-Jul-21,126481,86815
INDUS,Sukkar,16-Jul-21,78050,31195
INDUS,Kotri,16-Jul-21,25640,495
JHELUM,Kotli,16-Jul-21,-,4240
JHELUM,Mangla,16-Jul-21,39000,10015
JHELUM,Rasul,16-Jul-21,2448,Nil
CHENAB,Marala,16-Jul-21,67727,33952
CHENAB,Khanki,16-Jul-21,22733,15162
CHENAB,Qadirabad,16-Jul-21,26868,6868
CHENAB,Trimmu,16-Jul-21,62638,46038
CHENAB,Punjnad,16-Jul-21,11480,Nil
RAVI,Jassar,16-Jul-21,-,5373
RAVI,Shahdara,16-Jul-21,-,26711
RAVI,Balloki,16-Jul-21,41579,12400
RAVI,Sidhnai,16-Jul-21,20055,3305
SUTLEJ,Sulemanki,16-Jul-21,14658,2607
SUTLEJ,Islam,16-Jul-21,1384,Nil
INDUS,Kalabagh,16-Jul-21,199055,191955
INDUS,Chashma,16-Jul-21,222516,206885
INDUS,Taunsa,16-Jul-21,185684,162309
INDUS,Guddu,16-Jul-21,137158,94988
INDUS,Sukkar,16-Jul-21,80005,33600
INDUS,Kotri,16-Jul-21,25185,480
JHELUM,Kotli,16-Jul-21,-,3670
JHELUM,Mangla,16-Jul-21,39000,9915
JHELUM,Rasul,16-Jul-21,2798,NIL
CHENAB,Marala,16-Jul-21,80347,46522
CHENAB,Khanki,16-Jul-21,29110,21636
CHENAB,Qadirabad,16-Jul-21,18800,NIL
CHENAB,Trimmu,16-Jul-21,38720,22120
CHENAB,Punjnad,16-Jul-21,12150,NIL
RAVI,Jassar,16-Jul-21,-,5507
RAVI,Shahdara,16-Jul-21,-,26059
RAVI,Balloki,16-Jul-21,36824,7645
RAVI,Sidhnai,16-Jul-21,21138,5288
SUTLEJ,Sulemanki,16-Jul-21,14862,2917
SUTLEJ,Islam,16-Jul-21,1180,NIL
INDUS,Kalabagh,17-Jul-21,189307,181807
INDUS,Chashma,17-Jul-21,213592,203242
INDUS,Taunsa,17-Jul-21,185684,162309
INDUS,Guddu,17-Jul-21,130880,90210
INDUS,Sukkar,17-Jul-21,80005,33600
INDUS,Kotri,17-Jul-21,25185,480
JHELUM,Kotli,17-Jul-21,-,3950
JHELUM,Mangla,17-Jul-21,40000,8315
JHELUM,Rasul,17-Jul-21,2448,Nil
CHENAB,Marala,17-Jul-21,59347,25572
CHENAB,Khanki,17-Jul-21,22733,15162
CHENAB,Qadirabad,17-Jul-21,18000,Nil
CHENAB,Trimmu,17-Jul-21,52651,36051
CHENAB,Punjnad,17-Jul-21,11480,Nil
RAVI,Jassar,17-Jul-21,-,5373
RAVI,Shahdara,17-Jul-21,-,26059
RAVI,Balloki,17-Jul-21,39794,10615
RAVI,Sidhnai,17-Jul-21,20055,3305
SUTLEJ,Sulemanki,17-Jul-21,14552,2607
SUTLEJ,Islam,17-Jul-21,1579,Nil
INDUS,Kalabagh,17-Jul-21,199455,191955
INDUS,Chashma,17-Jul-21,213250,200475
INDUS,Taunsa,17-Jul-21,185684,162309
INDUS,Guddu,17-Jul-21,134652,93162
INDUS,Sukkar,17-Jul-21,80005,33600
INDUS,Kotri,17-Jul-21,25185,480
JHELUM,Kotli,17-Jul-21,-,4240
JHELUM,Mangla,17-Jul-21,40000,11315
JHELUM,Rasul,17-Jul-21,2648,Nil
CHENAB,Marala,17-Jul-21,63587,29762
CHENAB,Khanki,17-Jul-21,31221,23650
CHENAB,Qadirabad,17-Jul-21,17000,Nil
CHENAB,Trimmu,17-Jul-21,40849,24249
CHENAB,Punjnad,17-Jul-21,12150,Nil
RAVI,Jassar,17-Jul-21,-,5507
RAVI,Shahdara,17-Jul-21,-,26059
RAVI,Balloki,17-Jul-21,39794,10615
RAVI,Sidhnai,17-Jul-21,20877,4627
SUTLEJ,Sulemanki,17-Jul-21,14552,2607
SUTLEJ,Islam,17-Jul-21,1180,Nil
INDUS,Kalabagh,17-Jul-21,180504,173004
INDUS,Chashma,17-Jul-21,224155,207086
INDUS,Taunsa,17-Jul-21,185684,162309
INDUS,Guddu,17-Jul-21,137158,94988
INDUS,Sukkar,17-Jul-21,80005,33600
INDUS,Kotri,17-Jul-21,25185,480
JHELUM,Kotli,17-Jul-21,-,3950
JHELUM,Mangla,17-Jul-21,39000,9915
JHELUM,Rasul,17-Jul-21,2798,Nil
CHENAB,Marala,17-Jul-21,71967,38142
CHENAB,Khanki,17-Jul-21,33214,25740
CHENAB,Qadirabad,17-Jul-21,17450,Nil
CHENAB,Trimmu,17-Jul-21,40849,24249
CHENAB,Punjnad,17-Jul-21,12150,Nil
RAVI,Jassar,17-Jul-21,-,5507
RAVI,Shahdara,17-Jul-21,-,26059
RAVI,Balloki,17-Jul-21,36824,7645
RAVI,Sidhnai,17-Jul-21,21583,5288
SUTLEJ,Sulemanki,17-Jul-21,14862,2917
SUTLEJ,Islam,17-Jul-21,1180,NIL
INDUS,Kalabagh,17-Jul-21,199055,191955
INDUS,Chashma,17-Jul-21,222516,206885
INDUS,Taunsa,17-Jul-21,185684,162309
INDUS,Guddu,17-Jul-21,137158,94988
INDUS,Sukkar,17-Jul-21,80005,33600
INDUS,Kotri,17-Jul-21,25185,480
JHELUM,Kotli,17-Jul-21,-,3670
JHELUM,Mangla,17-Jul-21,39000,9915
JHELUM,Rasul,17-Jul-21,2798,NIL
CHENAB,Marala,17-Jul-21,80347,46522
CHENAB,Khanki,17-Jul-21,29110,21636
CHENAB,Qadirabad,17-Jul-21,18800,NIL
CHENAB,Trimmu,17-Jul-21,38720,22120
CHENAB,Punjnad,17-Jul-21,12150,NIL
RAVI,Jassar,17-Jul-21,-,5507
RAVI,Shahdara,17-Jul-21,-,26059
RAVI,Balloki,17-Jul-21,36824,7645
RAVI,Sidhnai,17-Jul-21,21138,5288
SUTLEJ,Sulemanki,17-Jul-21,14862,2917
SUTLEJ,Islam,17-Jul-21,1180,NIL
INDUS,Kalabagh,18-Jul-21,196800,191000
INDUS,Chashma,18-Jul-21,226791,207051
INDUS,Taunsa,18-Jul-21,185684,162309
INDUS,Guddu,18-Jul-21,137458,94988
INDUS,Sukkar,18-Jul-21,86105,35580
INDUS,Kotri,18-Jul-21,25325,480
JHELUM,Kotli,18-Jul-21,-,3100
JHELUM,Mangla,18-Jul-21,40000,8255
JHELUM,Rasul,18-Jul-21,6798,NIL
CHENAB,Marala,18-Jul-21,80347,46522
CHENAB,Khanki,18-Jul-21,,
CHENAB,Qadirabad,18-Jul-21,25543,5543
CHENAB,Trimmu,18-Jul-21,35905,19305
CHENAB,Punjnad,18-Jul-21,12150,NIL
RAVI,Jassar,18-Jul-21,-,5507
RAVI,Shahdara,18-Jul-21,-,24104
RAVI,Balloki,18-Jul-21,36824,7645
RAVI,Sidhnai,18-Jul-21,21538,5288
SUTLEJ,Sulemanki,18-Jul-21,14862,2917
SUTLEJ,Islam,18-Jul-21,1180,NIL
INDUS,Kalabagh,18-Jul-21,196800,191000
INDUS,Chashma,18-Jul-21,224449,205068
INDUS,Taunsa,18-Jul-21,185684,162309
INDUS,Guddu,18-Jul-21,138154,94988
INDUS,Sukkar,18-Jul-21,86105,35580
INDUS,Kotri,18-Jul-21,25325,480
JHELUM,Kotli,18-Jul-21,-,3100
JHELUM,Mangla,18-Jul-21,37000,9715
JHELUM,Rasul,18-Jul-21,8240,Nil
CHENAB,Marala,18-Jul-21,67777,33952
CHENAB,Khanki,18-Jul-21,40511,32880
CHENAB,Qadirabad,18-Jul-21,29550,9550
CHENAB,Trimmu,18-Jul-21,30434,13834
CHENAB,Punjnad,18-Jul-21,12150,Nil
RAVI,Jassar,18-Jul-21,-,4154
RAVI,Shahdara,18-Jul-21,-,24104
RAVI,Balloki,18-Jul-21,34524,5345
RAVI,Sidhnai,18-Jul-21,22460,6610
SUTLEJ,Sulemanki,18-Jul-21,14862,2917
SUTLEJ,Islam,18-Jul-21,1180,Nil
INDUS,Kalabagh,18-Jul-21,177849,172049
INDUS,Chashma,18-Jul-21,226567,204967
INDUS,Taunsa,18-Jul-21,187103,163552
INDUS,Guddu,18-Jul-21,138154,94988
INDUS,Sukkar,18-Jul-21,88465,36050
INDUS,Kotri,18-Jul-21,25325,480
JHELUM,Kotli,18-Jul-21,-,2910
JHELUM,Mangla,18-Jul-21,38000,9915
JHELUM,Rasul,18-Jul-21,8390,Nil
CHENAB,Marala,18-Jul-21,83820,49995
CHENAB,Khanki,18-Jul-21,40511,32880
CHENAB,Qadirabad,18-Jul-21,34910,14910
CHENAB,Trimmu,18-Jul-21,30434,13834
CHENAB,Punjnad,18-Jul-21,12150,Nil
RAVI,Jassar,18-Jul-21,-,4154
RAVI,Shahdara,18-Jul-21,-,24104
RAVI,Balloki,18-Jul-21,34524,5345
RAVI,Sidhnai,18-Jul-21,22460,6610
SUTLEJ,Sulemanki,18-Jul-21,14658,2607
SUTLEJ,Islam,18-Jul-21,1180,Nil
INDUS,Kalabagh,18-Jul-21,177849,172049
INDUS,Chashma,18-Jul-21,261867,242675
INDUS,Taunsa,18-Jul-21,187103,163552
INDUS,Guddu,18-Jul-21,138154,94988
INDUS,Sukkar,18-Jul-21,88465,36050
INDUS,Kotri,18-Jul-21,25325,480
JHELUM,Kotli,18-Jul-21,-,3100
JHELUM,Mangla,18-Jul-21,40000,11815
JHELUM,Rasul,18-Jul-21,8240,NIL
CHENAB,Marala,18-Jul-21,98368,63984
CHENAB,Khanki,18-Jul-21,38917,31262
CHENAB,Qadirabad,18-Jul-21,36136,16136
CHENAB,Trimmu,18-Jul-21,25857,9257
CHENAB,Punjnad,18-Jul-21,13836,NIL
RAVI,Jassar,18-Jul-21,-,4154
RAVI,Shahdara,18-Jul-21,-,24104
RAVI,Balloki,18-Jul-21,34524,5345
RAVI,Sidhnai,18-Jul-21,22460,6610
SUTLEJ,Sulemanki,18-Jul-21,14658,2607
SUTLEJ,Islam,18-Jul-21,1180,NIL
INDUS,Kalabagh,19-Jul-21,188562,182762
INDUS,Chashma,19-Jul-21,261134,242505
INDUS,Taunsa,19-Jul-21,187103,163552
INDUS,Guddu,19-Jul-21,138154,94988
INDUS,Sukkar,19-Jul-21,91880,37390
INDUS,Kotri,19-Jul-21,24445,480
JHELUM,Kotli,19-Jul-21,-,4810
JHELUM,Mangla,19-Jul-21,52000,12355
JHELUM,Rasul,19-Jul-21,7240,NIL
CHENAB,Marala,19-Jul-21,88479,54054
CHENAB,Khanki,19-Jul-21,42279,34624
CHENAB,Qadirabad,19-Jul-21,38084,18084
CHENAB,Trimmu,19-Jul-21,25857,9257
CHENAB,Punjnad,19-Jul-21,13836,NIL
RAVI,Jassar,19-Jul-21,-,4150
RAVI,Shahdara,19-Jul-21,-,23452
RAVI,Balloki,19-Jul-21,34524,5345
RAVI,Sidhnai,19-Jul-21,22660,6610
SUTLEJ,Sulemanki,19-Jul-21,14658,2607
SUTLEJ,Islam,19-Jul-21,1180,NIL
INDUS,Kalabagh,19-Jul-21,207754,201954
INDUS,Chashma,19-Jul-21,240340,219940
INDUS,Taunsa,19-Jul-21,193161,163761
INDUS,Guddu,19-Jul-21,138154,94988
INDUS,Sukkar,19-Jul-21,92940,38000
INDUS,Kotri,19-Jul-21,24445,480
JHELUM,Kotli,19-Jul-21,-,7390
JHELUM,Mangla,19-Jul-21,64000,8315
JHELUM,Rasul,19-Jul-21,6850,-
CHENAB,Marala,19-Jul-21,96254,61929
CHENAB,Khanki,19-Jul-21,54257,46759
CHENAB,Qadirabad,19-Jul-21,42494,22494
CHENAB,Trimmu,19-Jul-21,25857,9257
CHENAB,Punjnad,19-Jul-21,19816,5066
RAVI,Jassar,19-Jul-21,-,4999
RAVI,Shahdara,19-Jul-21,-,23452
RAVI,Balloki,19-Jul-21,34524,5345
RAVI,Sidhnai,19-Jul-21,22660,6610
SUTLEJ,Sulemanki,19-Jul-21,14658,2607
SUTLEJ,Islam,19-Jul-21,1180,-
INDUS,Kalabagh,19-Jul-21,188562,182762
INDUS,Chashma,19-Jul-21,237145,220085
INDUS,Taunsa,19-Jul-21,193161,163761
INDUS,Guddu,19-Jul-21,138154,94988
INDUS,Sukkar,19-Jul-21,92940,38000
INDUS,Kotri,19-Jul-21,24445,480
JHELUM,Kotli,19-Jul-21,-,5100
JHELUM,Mangla,19-Jul-21,44000,8315
JHELUM,Rasul,19-Jul-21,6150,NIL
CHENAB,Marala,19-Jul-21,98009,63984
CHENAB,Khanki,19-Jul-21,55522,48072
CHENAB,Qadirabad,19-Jul-21,47536,27536
CHENAB,Trimmu,19-Jul-21,25857,9257
CHENAB,Punjnad,19-Jul-21,20784,6034
RAVI,Jassar,19-Jul-21,-,5337
RAVI,Shahdara,19-Jul-21,-,23452
RAVI,Balloki,19-Jul-21,34524,5345
RAVI,Sidhnai,19-Jul-21,18694,2644
SUTLEJ,Sulemanki,19-Jul-21,14524,2607
SUTLEJ,Islam,19-Jul-21,1180,NIL
INDUS,Kalabagh,19-Jul-21,167192,161392
INDUS,Chashma,19-Jul-21,260678,241819
INDUS,Taunsa,19-Jul-21,193161,163761
INDUS,Guddu,19-Jul-21,138154,94988
INDUS,Sukkar,19-Jul-21,92940,38000
INDUS,Kotri,19-Jul-21,24445,480
JHELUM,Kotli,19-Jul-21,-,5960
JHELUM,Mangla,19-Jul-21,45000,12415
JHELUM,Rasul,19-Jul-21,7200,NIL
CHENAB,Marala,19-Jul-21,97959,63984
CHENAB,Khanki,19-Jul-21,52032,44726
CHENAB,Qadirabad,19-Jul-21,49489,29489
CHENAB,Trimmu,19-Jul-21,23549,6949
CHENAB,Punjnad,19-Jul-21,20784,6034
RAVI,Jassar,19-Jul-21,-,9219
RAVI,Shahdara,19-Jul-21,-,23452
RAVI,Balloki,19-Jul-21,34524,5345
RAVI,Sidhnai,19-Jul-21,18694,2644
SUTLEJ,Sulemanki,19-Jul-21,14524,2607
SUTLEJ,Islam,19-Jul-21,1180,NIL
INDUS,Kalabagh,20-Jul-21,210938,205938
INDUS,Chashma,20-Jul-21,253839,239498
INDUS,Taunsa,20-Jul-21,193161,163761
INDUS,Guddu,20-Jul-21,138454,94988
INDUS,Sukkar,20-Jul-21,94425,55365
INDUS,Kotri,20-Jul-21,24515,24035
JHELUM,Kotli,20-Jul-21,-,7960
JHELUM,Mangla,20-Jul-21,45000,12415
JHELUM,Rasul,20-Jul-21,8200,NIL
CHENAB,Marala,20-Jul-21,95904,61929
CHENAB,Khanki,20-Jul-21,52032,44726
CHENAB,Qadirabad,20-Jul-21,53287,33287
CHENAB,Trimmu,20-Jul-21,23549,6949
CHENAB,Punjnad,20-Jul-21,20784,6034
RAVI,Jassar,20-Jul-21,-,9219
RAVI,Shahdara,20-Jul-21,-,24755
RAVI,Balloki,20-Jul-21,34524,5345
RAVI,Sidhnai,20-Jul-21,18694,2644
SUTLEJ,Sulemanki,20-Jul-21,15151,3234
SUTLEJ,Islam,20-Jul-21,1180,NIL
INDUS,Kalabagh,20-Jul-21,233604,228604
INDUS,Chashma,20-Jul-21,229708,215708
INDUS,Taunsa,20-Jul-21,194851,165451
INDUS,Guddu,20-Jul-21,148184,104718
INDUS,Sukkar,20-Jul-21,94425,39060
INDUS,Kotri,20-Jul-21,24515,480
JHELUM,Kotli,20-Jul-21,-,17880
JHELUM,Mangla,20-Jul-21,68000,6615
JHELUM,Rasul,20-Jul-21,8200,-
CHENAB,Jammu Tavi,20-Jul-21,,
CHENAB,Marala,20-Jul-21,108488,81738
CHENAB,Khanki,20-Jul-21,87702,81540
CHENAB,Qadirabad,20-Jul-21,70061,50061
CHENAB,Trimmu,20-Jul-21,22224,5624
CHENAB,Punjnad,20-Jul-21,23692,8942
