River,Gauge Site,Date,Upstream,Downstream
Chenab,Panjnad H/W,30-01-2014,3.89,NIL
Chenab,Panjnad H/W,31-01-2014,3.89,NIL
Chenab,Qadirabad Barrage,02/01/2014,6207,6207
Chenab,Qadirabad Barrage,02/02/2014,6207,6207
Chenab,Qadirabad Barrage,02/03/2014,1500,NIL
Chenab,Qadirabad Barrage,02/04/2014,4200,NIL
Chenab,Qadirabad Barrage,02/05/2014,12000,NIL
Chenab,Qadirabad Barrage,02/06/2014,10941,NIL
Chenab,Qadirabad Barrage,02/07/2014,15000,NIL
Chenab,Qadirabad Barrage,02/08/2014,12922,NIL
Chenab,Qadirabad Barrage,02/09/2014,19767,4767
Chenab,Qadirabad Barrage,02/10/2014,19767,4767
Chenab,Qadirabad Barrage,02/11/2014,17187,2446
Chenab,Qadirabad Barrage,02/12/2014,14000,NIL
Chenab,Qadirabad Barrage,13-02-2014,13000,NIL
Chenab,Qadirabad Barrage,14-02-2014,12000,NIL
Chenab,Qadirabad Barrage,15-02-2014,13070,NIL
Chenab,Qadirabad Barrage,16-02-2014,14538,NIL
Chenab,Qadirabad Barrage,17-02-2014,17446,2446
Chenab,Qadirabad Barrage,18-02-2014,17446,2446
Chenab,Qadirabad Barrage,19-02-2014,16292,1292
Chenab,Qadirabad Barrage,20-02-2014,15000,NIL
Chenab,Qadirabad Barrage,21-02-2014,15006,NIL
Chenab,Qadirabad Barrage,22-02-2014,15000,NIL
Chenab,Qadirabad Barrage,23-02-2014,16520,NIL
Chenab,Qadirabad Barrage,24-02-2014,17000,NIL
Chenab,Qadirabad Barrage,25-02-2014,17000,NIL
Chenab,Qadirabad Barrage,26-02-2014,17000,NIL
Chenab,Qadirabad Barrage,27-02-2014,17000,NIL
Chenab,Qadirabad Barrage,28-02-2014,17500,NIL
Chenab,Trimmu H/W-,02/01/2014,NIL,NIL
Chenab,Trimmu H/W-,02/02/2014,14621,NIL
Chenab,Trimmu H/W-,02/03/2014,13506,NIL
Chenab,Trimmu H/W-,02/04/2014,12149,NIL
Chenab,Trimmu H/W-,02/05/2014,17035,NIL
Chenab,Trimmu H/W-,02/06/2014,26255,NIL
Chenab,Trimmu H/W-,02/07/2014,23897,NIL
Chenab,Trimmu H/W-,02/08/2014,23022,NIL
Chenab,Trimmu H/W-,02/09/2014,15245,NIL
Chenab,Trimmu H/W-,02/10/2014,17382,NIL
Chenab,Trimmu H/W-,02/11/2014,14780,NIL
Chenab,Trimmu H/W-,02/12/2014,19149,NIL
Chenab,Trimmu H/W-,13-02-2014,15973,NIL
Chenab,Trimmu H/W-,14-02-2014,18702,NIL
Chenab,Trimmu H/W-,15-02-2014,18692,NIL
Chenab,Trimmu H/W-,16-02-2014,17077,NIL
Chenab,Trimmu H/W-,17-02-2014,17161,NIL
Chenab,Trimmu H/W-,18-02-2014,10522,NIL
Chenab,Trimmu H/W-,19-02-2014,14644,NIL
Chenab,Trimmu H/W-,20-02-2014,18035,NIL
Chenab,Trimmu H/W-,21-02-2014,14730,NIL
Chenab,Trimmu H/W-,22-02-2014,16404,NIL
Chenab,Trimmu H/W-,23-02-2014,17067,NIL
Chenab,Trimmu H/W-,24-02-2014,13699,NIL
Chenab,Trimmu H/W-,25-02-2014,12339,NIL
Chenab,Trimmu H/W-,26-02-2014,14818,NIL
Chenab,Trimmu H/W-,27-02-2014,14958,NIL
Chenab,Trimmu H/W-,28-02-2014,13793,NIL
Chenab,Panjnad H/W,02/01/2014,4.33,NIL
Chenab,Panjnad H/W,02/02/2014,4.33,NIL
Chenab,Panjnad H/W,02/03/2014,4.33,NIL
Chenab,Panjnad H/W,02/04/2014,4.33,NIL
Chenab,Panjnad H/W,02/05/2014,4.33,NIL
Chenab,Panjnad H/W,02/06/2014,4.33,NIL
Chenab,Panjnad H/W,02/07/2014,4.33,NIL
Chenab,Panjnad H/W,02/08/2014,4.33,NIL
Chenab,Panjnad H/W,02/09/2014,4.33,NIL
Chenab,Panjnad H/W,02/10/2014,4.33,NIL
Chenab,Panjnad H/W,02/11/2014,4.33,NIL
Chenab,Panjnad H/W,02/12/2014,4.33,NIL
Chenab,Panjnad H/W,13-02-2014,4.33,NIL
Chenab,Panjnad H/W,14-02-2014,4.33,NIL
Chenab,Panjnad H/W,15-02-2014,4.33,NIL
Chenab,Panjnad H/W,16-02-2014,4.41,NIL
Chenab,Panjnad H/W,17-02-2014,4.41,NIL
Chenab,Panjnad H/W,18-02-2014,4.41,NIL
Chenab,Panjnad H/W,19-02-2014,4.41,NIL
Chenab,Panjnad H/W,20-02-2014,4.41,NIL
Chenab,Panjnad H/W,21-02-2014,4.41,NIL
Chenab,Panjnad H/W,22-02-2014,4.41,NIL
Chenab,Panjnad H/W,23-02-2014,4.07,NIL
Chenab,Panjnad H/W,24-02-2014,4.41,NIL
Chenab,Panjnad H/W,25-02-2014,3.95,NIL
Chenab,Panjnad H/W,26-02-2014,4.41,NIL
Chenab,Panjnad H/W,27-02-2014,4.41,NIL
Chenab,Panjnad H/W,28-02-2014,4.41,NIL
Chenab,Qadirabad Barrage,03/01/2014,17458,NIL
Chenab,Qadirabad Barrage,03/02/2014,17000,NIL
Chenab,Qadirabad Barrage,03/03/2014,16279,NIL
Chenab,Qadirabad Barrage,03/04/2014,17500,NIL
Chenab,Qadirabad Barrage,03/05/2014,17000,NIL
Chenab,Qadirabad Barrage,03/06/2014,17000,NIL
Chenab,Qadirabad Barrage,03/07/2014,15537,NIL
Chenab,Qadirabad Barrage,03/08/2014,16000,NIL
Chenab,Qadirabad Barrage,03/09/2014,16000,NIL
Chenab,Qadirabad Barrage,03/10/2014,16000,NIL
Chenab,Qadirabad Barrage,03/11/2014,16000,NIL
Chenab,Qadirabad Barrage,03/12/2014,46813,27686
Chenab,Qadirabad Barrage,13-03-2014,92102,69235
Chenab,Qadirabad Barrage,14-03-2014,43595,21595
Chenab,Qadirabad Barrage,15-03-2014,33508,11508
Chenab,Qadirabad Barrage,16-03-2014,33508,11508
Chenab,Qadirabad Barrage,17-03-2014,32296,10296
Chenab,Qadirabad Barrage,18-03-2014,31021,9021
Chenab,Qadirabad Barrage,19-03-2014,31021,9021
Chenab,Qadirabad Barrage,20-03-2014,43595,21595
Chenab,Qadirabad Barrage,21-03-2014,35678,14006
Chenab,Qadirabad Barrage,22-03-2014,31021,9021
Chenab,Qadirabad Barrage,23-03-2014,27288,5288
Chenab,Qadirabad Barrage,24-03-2014,27288,5288
Chenab,Qadirabad Barrage,25-03-2014,26373,3985
Chenab,Qadirabad Barrage,26-03-2014,43595,21595
Chenab,Qadirabad Barrage,27-03-2014,37270,15270
Chenab,Qadirabad Barrage,28-03-2014,29747,7747
Chenab,Qadirabad Barrage,29-03-2014,24676,2676
Chenab,Qadirabad Barrage,30-03-2014,27239,5239
Chenab,Trimmu H/W-,03/01/2014,19428,NIL
Chenab,Trimmu H/W-,03/02/2014,17816,NIL
Chenab,Trimmu H/W-,03/03/2014,18478,NIL
Chenab,Trimmu H/W-,03/04/2014,16465,NIL
Chenab,Trimmu H/W-,03/05/2014,9505,NIL
Chenab,Trimmu H/W-,03/06/2014,9887,NIL
Chenab,Trimmu H/W-,03/07/2014,9773,NIL
Chenab,Trimmu H/W-,03/08/2014,9720,NIL
Chenab,Trimmu H/W-,03/09/2014,9865,NIL
Chenab,Trimmu H/W-,03/10/2014,9311,NIL
Chenab,Trimmu H/W-,03/11/2014,9598,NIL
Chenab,Trimmu H/W-,03/12/2014,9271,NIL
Chenab,Trimmu H/W-,13-03-2014,9977,NIL
Chenab,Trimmu H/W-,14-03-2014,11702,NIL
Chenab,Trimmu H/W-,15-03-2014,47358,NIL
Chenab,Trimmu H/W-,16-03-2014,27948,NIL
Chenab,Trimmu H/W-,17-03-2014,19430,NIL
Chenab,Trimmu H/W-,18-03-2014,15335,NIL
Chenab,Trimmu H/W-,19-03-2014,16062,NIL
Chenab,Trimmu H/W-,20-03-2014,18996,NIL
Chenab,Trimmu H/W-,21-03-2014,16369,NIL
Chenab,Trimmu H/W-,22-03-2014,19189,NIL
Chenab,Trimmu H/W-,23-03-2014,29161,NIL
Chenab,Trimmu H/W-,24-03-2014,16289,NIL
Chenab,Trimmu H/W-,25-03-2014,19913,NIL
Chenab,Trimmu H/W-,26-03-2014,19972,NIL
Chenab,Trimmu H/W-,27-03-2014,16682,NIL
Chenab,Trimmu H/W-,28-03-2014,16123,NIL
Chenab,Trimmu H/W-,29-03-2014,18759,NIL
Chenab,Trimmu H/W-,30-03-2014,26232,NIL
Chenab,Panjnad H/W,03/01/2014,4.41,NIL
Chenab,Panjnad H/W,03/02/2014,4.41,NIL
Chenab,Panjnad H/W,03/03/2014,4.41,NIL
Chenab,Panjnad H/W,03/04/2014,5.85,NIL
Chenab,Panjnad H/W,03/05/2014,5.85,NIL
Chenab,Panjnad H/W,03/06/2014,5.85,NIL
Chenab,Panjnad H/W,03/07/2014,4.95,NIL
Chenab,Panjnad H/W,03/08/2014,4.24,NIL
Chenab,Panjnad H/W,03/09/2014,2.7,NIL
Chenab,Panjnad H/W,03/10/2014,5.85,NIL
Chenab,Panjnad H/W,03/11/2014,5.85,NIL
Chenab,Panjnad H/W,03/12/2014,5.85,NIL
Chenab,Panjnad H/W,13-03-2014,5.85,NIL
Chenab,Panjnad H/W,14-03-2014,5.85,NIL
Chenab,Panjnad H/W,15-03-2014,5.85,NIL
Chenab,Panjnad H/W,16-03-2014,5.85,NIL
Chenab,Panjnad H/W,17-03-2014,5.85,NIL
Chenab,Panjnad H/W,18-03-2014,6.25,NIL
Chenab,Panjnad H/W,19-03-2014,6.25,NIL
Chenab,Panjnad H/W,20-03-2014,6.25,NIL
Chenab,Panjnad H/W,21-03-2014,6.45,NIL
Chenab,Panjnad H/W,22-03-2014,6.83,NIL
Chenab,Panjnad H/W,23-03-2014,6.83,NIL
Chenab,Panjnad H/W,24-03-2014,Closed,NIL
Chenab,Panjnad H/W,25-03-2014,Closed,400
Chenab,Panjnad H/W,26-03-2014,Closed,NIL
Chenab,Panjnad H/W,27-03-2014,3.26,NIL
Chenab,Panjnad H/W,28-03-2014,3.6,NIL
Chenab,Panjnad H/W,29-03-2014,3.9,NIL
Chenab,Panjnad H/W,30-03-2014,4.45,NIL
Chenab,Qadirabad Barrage,04/01/2014,26767,3965
Chenab,Qadirabad Barrage,04/02/2014,24690,2690
Chenab,Qadirabad Barrage,04/03/2014,24690,2690
Chenab,Qadirabad Barrage,04/04/2014,24690,2690
Chenab,Qadirabad Barrage,04/05/2014,22000,NIL
Chenab,Qadirabad Barrage,04/06/2014,23413,1413
Chenab,Qadirabad Barrage,04/07/2014,23413,1413
Chenab,Qadirabad Barrage,04/08/2014,27909,6523
Chenab,Qadirabad Barrage,04/09/2014,55770,33770
Chenab,Qadirabad Barrage,04/10/2014,37311,15311
Chenab,Qadirabad Barrage,04/11/2014,33137,10295
Chenab,Qadirabad Barrage,04/12/2014,32295,10295
Chenab,Qadirabad Barrage,13-04-2014,31045,9045
Chenab,Qadirabad Barrage,14-04-2014,31045,9045
Chenab,Qadirabad Barrage,15-04-2014,31045,9045
Chenab,Qadirabad Barrage,16-04-2014,29767,7767
Chenab,Qadirabad Barrage,17-04-2014,25975,3975
Chenab,Qadirabad Barrage,18-04-2014,25540,2690
Chenab,Qadirabad Barrage,19-04-2014,24690,2690
Chenab,Qadirabad Barrage,20-04-2014,31045,9045
Chenab,Qadirabad Barrage,21-04-2014,44895,22670
Chenab,Qadirabad Barrage,22-04-2014,40960,18960
Chenab,Qadirabad Barrage,23-04-2014,33570,11570
Chenab,Qadirabad Barrage,24-04-2014,28507,6507
Chenab,Qadirabad Barrage,25-04-2014,28507,6507
Chenab,Qadirabad Barrage,26-04-2014,28507,6507
Chenab,Qadirabad Barrage,27-04-2014,33570,11570
Chenab,Qadirabad Barrage,28-04-2014,42379,18960
Chenab,Qadirabad Barrage,29-04-2014,40960,18960
Chenab,Qadirabad Barrage,30-04-2014,44670,22670
Chenab,Trimmu H/W-,04/01/2014,12616,NIL
Chenab,Trimmu H/W-,04/02/2014,11552,NIL
Chenab,Trimmu H/W-,04/03/2014,12216,NIL
Chenab,Trimmu H/W-,04/04/2014,12181,NIL
Chenab,Trimmu H/W-,04/05/2014,6500,NIL
Chenab,Trimmu H/W-,04/06/2014,4541,NIL
Chenab,Trimmu H/W-,04/07/2014,4343,NIL
Chenab,Trimmu H/W-,04/08/2014,4293,NIL
Chenab,Trimmu H/W-,04/09/2014,4137,NIL
Chenab,Trimmu H/W-,04/10/2014,10882,NIL
Chenab,Trimmu H/W-,04/11/2014,16120,NIL
Chenab,Trimmu H/W-,04/12/2014,27370,NIL
Chenab,Trimmu H/W-,13-04-2014,27570,NIL
Chenab,Trimmu H/W-,14-04-2014,17485,NIL
Chenab,Trimmu H/W-,15-04-2014,16101,NIL
Chenab,Trimmu H/W-,16-04-2014,16369,NIL
Chenab,Trimmu H/W-,17-04-2014,22801,NIL
Chenab,Trimmu H/W-,18-04-2014,28964,NIL
Chenab,Trimmu H/W-,19-04-2014,25407,NIL
Chenab,Trimmu H/W-,20-04-2014,23659,NIL
Chenab,Trimmu H/W-,21-04-2014,19687,NIL
Chenab,Trimmu H/W-,22-04-2014,19679,NIL
Chenab,Trimmu H/W-,23-04-2014,19719,NIL
Chenab,Trimmu H/W-,24-04-2014,22322,NIL
Chenab,Trimmu H/W-,25-04-2014,22676,NIL
Chenab,Trimmu H/W-,26-04-2014,19494,NIL
Chenab,Trimmu H/W-,27-04-2014,24450,NIL
Chenab,Trimmu H/W-,28-04-2014,23220,NIL
Chenab,Trimmu H/W-,29-04-2014,22945,NIL
Chenab,Trimmu H/W-,30-04-2014,22993,NIL
Chenab,Panjnad H/W,04/01/2014,5.41,NIL
Chenab,Panjnad H/W,04/02/2014,5.85,NIL
Chenab,Panjnad H/W,04/03/2014,6.38,NIL
Chenab,Panjnad H/W,04/04/2014,6.56,NIL
Chenab,Panjnad H/W,04/05/2014,6.72,NIL
Chenab,Panjnad H/W,04/06/2014,6.72,NIL
Chenab,Panjnad H/W,04/07/2014,5.41,NIL
Chenab,Panjnad H/W,04/08/2014,6.05,NIL
Chenab,Panjnad H/W,04/09/2014,6.05,NIL
Chenab,Panjnad H/W,04/10/2014,6.05,NIL
Chenab,Panjnad H/W,04/11/2014,6.05,NIL
Chenab,Panjnad H/W,04/12/2014,6.25,NIL
Chenab,Panjnad H/W,13-04-2014,6.45,NIL
Chenab,Panjnad H/W,14-04-2014,6.72,NIL
Chenab,Panjnad H/W,15-04-2014,6.72,NIL
Chenab,Panjnad H/W,16-04-2014,6.72,NIL
Chenab,Panjnad H/W,17-04-2014,6.72,NIL
Chenab,Panjnad H/W,18-04-2014,6.72,NIL
Chenab,Panjnad H/W,19-04-2014,6.13,NIL
Chenab,Panjnad H/W,20-04-2014,6.69,NIL
Chenab,Panjnad H/W,21-04-2014,6.69,NIL
Chenab,Panjnad H/W,22-04-2014,6.53,NIL
Chenab,Panjnad H/W,23-04-2014,6.53,NIL
Chenab,Panjnad H/W,24-04-2014,6.53,NIL
Chenab,Panjnad H/W,25-04-2014,6.64,NIL
Chenab,Panjnad H/W,26-04-2014,6.64,NIL
Chenab,Panjnad H/W,27-04-2014,6.82,NIL
Chenab,Panjnad H/W,28-04-2014,7.15,NIL
Chenab,Panjnad H/W,29-04-2014,7.15,NIL
Chenab,Panjnad H/W,30-04-2014,7.15,NIL
Chenab,Qadirabad Barrage,05/01/2014,44721,22670
Chenab,Qadirabad Barrage,05/02/2014,44670,22670
Chenab,Qadirabad Barrage,05/03/2014,44670,22670
Chenab,Qadirabad Barrage,05/04/2014,40960,18960
Chenab,Qadirabad Barrage,05/05/2014,40960,18960
Chenab,Qadirabad Barrage,05/06/2014,40960,18960
Chenab,Qadirabad Barrage,05/07/2014,48360,26360
Chenab,Qadirabad Barrage,05/08/2014,33141,11570
Chenab,Qadirabad Barrage,05/09/2014,27239,5239
Chenab,Qadirabad Barrage,05/10/2014,27239,5239
Chenab,Qadirabad Barrage,05/11/2014,32397,10296
Chenab,Qadirabad Barrage,05/12/2014,32296,10296
Chenab,Qadirabad Barrage,13-05-2014,28507,6507
Chenab,Qadirabad Barrage,14-05-2014,28507,6507
Chenab,Qadirabad Barrage,15-05-2014,28507,6507
Chenab,Qadirabad Barrage,16-05-2014,28507,6507
Chenab,Qadirabad Barrage,17-05-2014,23413,1413
Chenab,Qadirabad Barrage,18-05-2014,23350,1413
Chenab,Qadirabad Barrage,19-05-2014,23413,1413
Chenab,Qadirabad Barrage,20-05-2014,23413,1413
Chenab,Qadirabad Barrage,21-05-2014,26223,3964
Chenab,Qadirabad Barrage,22-05-2014,24690,2690
Chenab,Qadirabad Barrage,23-05-2014,23413,1413
Chenab,Qadirabad Barrage,24-05-2014,25964,3964
Chenab,Qadirabad Barrage,25-05-2014,22000,NIL
Chenab,Qadirabad Barrage,26-05-2014,23413,1413
Chenab,Qadirabad Barrage,27-05-2014,22000,NIL
Chenab,Qadirabad Barrage,28-05-2014,22571,NIL
Chenab,Qadirabad Barrage,29-05-2014,22000,NIL
Chenab,Qadirabad Barrage,30-05-2014,22000,NIL
Chenab,Qadirabad Barrage,31-05-2014,24690,2690
Chenab,Trimmu H/W-,05/01/2014,31796,18096
Chenab,Trimmu H/W-,05/02/2014,38630,24870
Chenab,Trimmu H/W-,05/03/2014,43466,27659
Chenab,Trimmu H/W-,05/04/2014,38886,23086
Chenab,Trimmu H/W-,05/05/2014,45709,29690
Chenab,Trimmu H/W-,05/06/2014,39861,23461
Chenab,Trimmu H/W-,05/07/2014,41895,25465
Chenab,Trimmu H/W-,05/08/2014,47329,30797
Chenab,Trimmu H/W-,05/09/2014,54182,37420
Chenab,Trimmu H/W-,05/10/2014,46420,29828
Chenab,Trimmu H/W-,05/11/2014,24658,7958
Chenab,Trimmu H/W-,05/12/2014,21007,4207
Chenab,Trimmu H/W-,13-05-2014,20749,4249
Chenab,Trimmu H/W-,14-05-2014,20659,4249
Chenab,Trimmu H/W-,15-05-2014,20905,4940
Chenab,Trimmu H/W-,16-05-2014,16065,NIL
Chenab,Trimmu H/W-,17-05-2014,20451,4393
Chenab,Trimmu H/W-,18-05-2014,16100,NIL
Chenab,Trimmu H/W-,19-05-2014,20001,5878
Chenab,Trimmu H/W-,20-05-2014,17232,2959
Chenab,Trimmu H/W-,21-05-2014,17279,2959
Chenab,Trimmu H/W-,22-05-2014,23177,7217
Chenab,Trimmu H/W-,23-05-2014,27054,11074
Chenab,Trimmu H/W-,24-05-2014,27045,11074
Chenab,Trimmu H/W-,25-05-2014,29396,13396
Chenab,Trimmu H/W-,26-05-2014,29373,13396
Chenab,Trimmu H/W-,27-05-2014,31628,15661
Chenab,Trimmu H/W-,28-05-2014,31720,15661
Chenab,Trimmu H/W-,29-05-2014,31750,15661
Chenab,Trimmu H/W-,30-05-2014,33683,17617
Chenab,Trimmu H/W-,31-05-2014,31349,15283
Chenab,Panjnad H/W,05/01/2014,6665,NIL
Chenab,Panjnad H/W,05/02/2014,6707,NIL
Chenab,Panjnad H/W,05/03/2014,6356,NIL
Chenab,Panjnad H/W,05/04/2014,5956,NIL
Chenab,Panjnad H/W,05/05/2014,6734,NIL
Chenab,Panjnad H/W,05/06/2014,7852,NIL
Chenab,Panjnad H/W,05/07/2014,12025,4112
Chenab,Panjnad H/W,05/08/2014,13981,6086
Chenab,Panjnad H/W,05/09/2014,13001,5101
Chenab,Panjnad H/W,05/10/2014,16168,7893
Chenab,Panjnad H/W,05/11/2014,14186,6086
Chenab,Panjnad H/W,05/12/2014,19012,10907
Chenab,Panjnad H/W,13-05-2014,22753,14577
Chenab,Panjnad H/W,14-05-2014,19060,10907
Chenab,Panjnad H/W,15-05-2014,15201,6656
Chenab,Panjnad H/W,16-05-2014,12642,4112
Chenab,Panjnad H/W,17-05-2014,12502,4112
Chenab,Panjnad H/W,18-05-2014,10894,2894
Chenab,Panjnad H/W,19-05-2014,10079,2074
Chenab,Panjnad H/W,20-05-2014,11374,2894
Chenab,Panjnad H/W,21-05-2014,12512,4112
Chenab,Panjnad H/W,22-05-2014,13591,5109
Chenab,Panjnad H/W,23-05-2014,11568,3093
Chenab,Panjnad H/W,24-05-2014,11580,3093
Chenab,Panjnad H/W,25-05-2014,12592,4112
Chenab,Panjnad H/W,26-05-2014,9733,835
Chenab,Panjnad H/W,27-05-2014,10493,1663
Chenab,Panjnad H/W,28-05-2014,10996,2074
Chenab,Panjnad H/W,29-05-2014,8823,NIL
Chenab,Panjnad H/W,30-05-2014,8757,NIL
Chenab,Panjnad H/W,31-05-2014,9317,NIL
Chenab,Qadirabad Barrage,06/01/2014,33414,11601
Chenab,Qadirabad Barrage,06/02/2014,29788,7788
Chenab,Qadirabad Barrage,06/03/2014,24690,2690
Chenab,Qadirabad Barrage,06/04/2014,25969,3969
Chenab,Qadirabad Barrage,06/05/2014,24690,2690
Chenab,Qadirabad Barrage,06/06/2014,25964,3964
Chenab,Qadirabad Barrage,06/07/2014,25964,3964
Chenab,Qadirabad Barrage,06/08/2014,40422,19063
Chenab,Qadirabad Barrage,06/09/2014,41063,19063
Chenab,Qadirabad Barrage,06/10/2014,41063,19063
Chenab,Qadirabad Barrage,06/11/2014,38186,16579
Chenab,Qadirabad Barrage,06/12/2014,28507,6507
Chenab,Qadirabad Barrage,13-06-2014,28507,6507
Chenab,Qadirabad Barrage,14-06-2014,24690,2690
Chenab,Qadirabad Barrage,15-06-2014,22000,NIL
Chenab,Qadirabad Barrage,16-06-2014,36119,14119
Chenab,Qadirabad Barrage,17-06-2014,50861,28861
Chenab,Qadirabad Barrage,18-06-2014,58499,36165
Chenab,Qadirabad Barrage,19-06-2014,64267,42267
Chenab,Qadirabad Barrage,20-06-2014,64267,42267
Chenab,Qadirabad Barrage,21-06-2014,51029,28861
Chenab,Qadirabad Barrage,22-06-2014,55771,33771
Chenab,Qadirabad Barrage,23-06-2014,59409,37409
Chenab,Qadirabad Barrage,24-06-2014,50861,28861
Chenab,Qadirabad Barrage,25-06-2014,28507,6507
Chenab,Qadirabad Barrage,26-06-2014,27225,5225
Chenab,Qadirabad Barrage,27-06-2014,28507,6507
Chenab,Qadirabad Barrage,28-06-2014,34102,11570
Chenab,Qadirabad Barrage,29-06-2014,29787,7787
Chenab,Qadirabad Barrage,30-06-2014,43475,21475
Chenab,Trimmu H/W-,06/01/2014,31383,15283
Chenab,Trimmu H/W-,06/02/2014,31343,15283
Chenab,Trimmu H/W-,06/03/2014,30358,15296
